Year,Municipality,Godine,UNIT_MEASURE,Spol,Value
2013,Petrovac,Total,Broj,Žene,324
2013,Petrovo,Total,Broj,Oba spola,1013
2013,Petrovo,Total,Broj,Muškarci,490
2013,Petrovo,Total,Broj,Žene,523
2013,Posušje,Total,Broj,Oba spola,554
2013,Posušje,Total,Broj,Muškarci,224
2013,Posušje,Total,Broj,Žene,330
2013,Prijedor,Total,Broj,Oba spola,1636
2013,Prijedor,Total,Broj,Muškarci,736
2013,Prijedor,Total,Broj,Žene,900
2013,Prnjavor,Total,Broj,Oba spola,1828
2013,Prnjavor,Total,Broj,Muškarci,813
2013,Prnjavor,Total,Broj,Žene,1015
2013,Prozor,Total,Broj,Oba spola,517
2013,Prozor,Total,Broj,Muškarci,251
2013,Prozor,Total,Broj,Žene,266
2013,Ravno,Total,Broj,Oba spola,1058
2013,Ravno,Total,Broj,Muškarci,490
2013,Ravno,Total,Broj,Žene,568
2013,Ribnik,Total,Broj,Oba spola,402
2013,Ribnik,Total,Broj,Muškarci,189
2013,Ribnik,Total,Broj,Žene,213
2013,Rogatica,Total,Broj,Oba spola,534
2013,Rogatica,Total,Broj,Muškarci,241
2013,Rogatica,Total,Broj,Žene,293
2013,Rudo,Total,Broj,Oba spola,909
2013,Rudo,Total,Broj,Muškarci,448
2013,Rudo,Total,Broj,Žene,461
2013,Sanski Most,Total,Broj,Oba spola,264
2013,Sanski Most,Total,Broj,Muškarci,116
2013,Sanski Most,Total,Broj,Žene,148
2013,Sapna,Total,Broj,Oba spola,2102
2013,Sapna,Total,Broj,Muškarci,895
2013,Sapna,Total,Broj,Žene,1207
2013,Sokolac,Total,Broj,Oba spola,1528
2013,Sokolac,Total,Broj,Muškarci,717
2013,Sokolac,Total,Broj,Žene,811
2013,Srbac,Total,Broj,Oba spola,1194
2013,Srbac,Total,Broj,Muškarci,611
2013,Srbac,Total,Broj,Žene,583
2013,Srebrenica,Total,Broj,Oba spola,2008
2013,Srebrenica,Total,Broj,Muškarci,897
2013,Srebrenica,Total,Broj,Žene,1111
2013,Srebrenik,Total,Broj,Oba spola,1368
2013,Srebrenik,Total,Broj,Muškarci,616
2013,Srebrenik,Total,Broj,Žene,752
2013,Sarajevo - Stari Grad,Total,Broj,Oba spola,141
2013,Sarajevo - Stari Grad,Total,Broj,Muškarci,70
2013,Sarajevo - Stari Grad,Total,Broj,Žene,71
2013,Stolac,Total,Broj,Oba spola,117
2013,Stolac,Total,Broj,Muškarci,37
2013,Stolac,Total,Broj,Žene,80
2013,Šamac,Total,Broj,Oba spola,5127
2013,Šamac,Total,Broj,Muškarci,2209
2013,Šamac,Total,Broj,Žene,2918
2013,Šekovići,Total,Broj,Oba spola,703
2013,Šekovići,Total,Broj,Muškarci,354
2013,Šekovići,Total,Broj,Žene,349
2013,Šipovo,Total,Broj,Oba spola,265
2013,Šipovo,Total,Broj,Muškarci,122
2013,Šipovo,Total,Broj,Žene,143
2013,Široki Brijeg,Total,Broj,Oba spola,535
2013,Široki Brijeg,Total,Broj,Muškarci,231
2013,Široki Brijeg,Total,Broj,Žene,304
2013,Teočak,Total,Broj,Oba spola,1389
2013,Teočak,Total,Broj,Muškarci,622
2013,Teočak,Total,Broj,Žene,767
2013,Teslić,Total,Broj,Oba spola,1640
2013,Teslić,Total,Broj,Muškarci,745
2013,Teslić,Total,Broj,Žene,895
2013,Tešanj,Total,Broj,Oba spola,605
2013,Tešanj,Total,Broj,Muškarci,271
2013,Tešanj,Total,Broj,Žene,334
2013,Tomislavgrad,Total,Broj,Oba spola,844
2013,Tomislavgrad,Total,Broj,Muškarci,382
2013,Tomislavgrad,Total,Broj,Žene,462
2013,Travnik,Total,Broj,Oba spola,417
2013,Travnik,Total,Broj,Muškarci,184
2013,Travnik,Total,Broj,Žene,233
2013,Trebinje,Total,Broj,Oba spola,834
2013,Trebinje,Total,Broj,Muškarci,364
2013,Trebinje,Total,Broj,Žene,470
2013,Trnovo - FBiH,Total,Broj,Oba spola,241
2013,Trnovo - FBiH,Total,Broj,Muškarci,95
2013,Trnovo - FBiH,Total,Broj,Žene,146
2013,Trnovo - RS,Total,Broj,Oba spola,1377
2013,Trnovo - RS,Total,Broj,Muškarci,634
2013,Trnovo - RS,Total,Broj,Žene,743
2013,Tuzla,Total,Broj,Oba spola,4381
2013,Tuzla,Total,Broj,Muškarci,1956
2013,Tuzla,Total,Broj,Žene,2425
2013,Ugljevik,Total,Broj,Oba spola,2406
2013,Ugljevik,Total,Broj,Muškarci,1083
2013,Ugljevik,Total,Broj,Žene,1323
2013,Usora,Total,Broj,Oba spola,1005
2013,Usora,Total,Broj,Muškarci,455
2013,Usora,Total,Broj,Žene,550
2013,Vareš,Total,Broj,Oba spola,2068
2013,Vareš,Total,Broj,Muškarci,906
2013,Vareš,Total,Broj,Žene,1162
2013,Velika Kladuša,Total,Broj,Oba spola,7415
2013,Velika Kladuša,Total,Broj,Muškarci,3177
2013,Velika Kladuša,Total,Broj,Žene,4238
2013,Visoko,Total,Broj,Oba spola,521
2013,Visoko,Total,Broj,Muškarci,209
2013,Visoko,Total,Broj,Žene,312
2013,Višegrad,Total,Broj,Oba spola,142
2013,Višegrad,Total,Broj,Muškarci,54
2013,Višegrad,Total,Broj,Žene,88
2013,Vitez,Total,Broj,Oba spola,2168
2013,Vitez,Total,Broj,Muškarci,913
2013,Vitez,Total,Broj,Žene,1255
2013,Vlasenica,Total,Broj,Oba spola,4756
2013,Vlasenica,Total,Broj,Muškarci,2060
2013,Vlasenica,Total,Broj,Žene,2696
2013,Sarajevo - Vogošća,Total,Broj,Oba spola,524
2013,Sarajevo - Vogošća,Total,Broj,Muškarci,228
2013,Sarajevo - Vogošća,Total,Broj,Žene,296
2013,Vukosavlje,Total,Broj,Oba spola,881
2013,Vukosavlje,Total,Broj,Muškarci,382
2013,Vukosavlje,Total,Broj,Žene,499
2013,Zavidovići,Total,Broj,Oba spola,454
2013,Zavidovići,Total,Broj,Muškarci,180
2013,Zavidovići,Total,Broj,Žene,274
2013,Zenica,Total,Broj,Oba spola,217
2013,Zenica,Total,Broj,Muškarci,97
2013,Zenica,Total,Broj,Žene,120
2013,Zvornik,Total,Broj,Oba spola,647
2013,Zvornik,Total,Broj,Muškarci,248
2013,Zvornik,Total,Broj,Žene,399
2013,Žepče,Total,Broj,Oba spola,3359
2013,Žepče,Total,Broj,Muškarci,1459
2013,Žepče,Total,Broj,Žene,1900
2013,Živinice,Total,Broj,Oba spola,556
2013,Živinice,Total,Broj,Muškarci,245
2013,Živinice,Total,Broj,Žene,311
2013,Banja Luka,0-4,Broj,Oba spola,796
2013,Banja Luka,0-4,Broj,Muškarci,330
2013,Banja Luka,0-4,Broj,Žene,466
2013,Banovići,0-4,Broj,Oba spola,1210
2013,Banovići,0-4,Broj,Muškarci,534
2013,Banovići,0-4,Broj,Žene,676
2013,Berkovići,0-4,Broj,Oba spola,516
2013,Berkovići,0-4,Broj,Muškarci,217
2013,Berkovići,0-4,Broj,Žene,299
2013,Bihać,0-4,Broj,Oba spola,430
2013,Bihać,0-4,Broj,Muškarci,178
2013,Bihać,0-4,Broj,Žene,252
2013,Bijeljina,0-4,Broj,Oba spola,1763
2013,Bijeljina,0-4,Broj,Muškarci,781
2013,Bijeljina,0-4,Broj,Žene,982
2013,Bileća,0-4,Broj,Oba spola,2572
2013,Bileća,0-4,Broj,Muškarci,1045
2013,Bileća,0-4,Broj,Žene,1527
2013,Bosanska Krupa,0-4,Broj,Oba spola,255
2013,Bosanska Krupa,0-4,Broj,Muškarci,99
2013,Bosanska Krupa,0-4,Broj,Žene,156
2013,Bosanski Petrovac,0-4,Broj,Oba spola,1184
2013,Bosanski Petrovac,0-4,Broj,Muškarci,515
2013,Bosanski Petrovac,0-4,Broj,Žene,669
2013,Bosansko Grahovo,0-4,Broj,Oba spola,406
2013,Bosansko Grahovo,0-4,Broj,Muškarci,179
2013,Bosansko Grahovo,0-4,Broj,Žene,227
2013,Bratunac,0-4,Broj,Oba spola,647
2013,Bratunac,0-4,Broj,Muškarci,280
2013,Bratunac,0-4,Broj,Žene,367
2013,Brčko,0-4,Broj,Oba spola,795
2013,Brčko,0-4,Broj,Muškarci,336
2013,Brčko,0-4,Broj,Žene,459
2013,Breza,0-4,Broj,Oba spola,1444
2013,Breza,0-4,Broj,Muškarci,625
2013,Breza,0-4,Broj,Žene,819
2013,Brod,0-4,Broj,Oba spola,3679
2013,Brod,0-4,Broj,Muškarci,1606
2013,Brod,0-4,Broj,Žene,2073
2013,Bugojno,0-4,Broj,Oba spola,355
2013,Bugojno,0-4,Broj,Muškarci,157
2013,Bugojno,0-4,Broj,Žene,198
2013,Busovača,0-4,Broj,Oba spola,116
2013,Busovača,0-4,Broj,Muškarci,54
2013,Busovača,0-4,Broj,Žene,62
2013,Bužim,0-4,Broj,Oba spola,68
2013,Bužim,0-4,Broj,Muškarci,29
2013,Bužim,0-4,Broj,Žene,39
2013,Cazin,0-4,Broj,Oba spola,219
2013,Cazin,0-4,Broj,Muškarci,93
2013,Cazin,0-4,Broj,Žene,126
2013,Sarajevo - Centar,0-4,Broj,Oba spola,414
2013,Sarajevo - Centar,0-4,Broj,Muškarci,181
2013,Sarajevo - Centar,0-4,Broj,Žene,233
2013,Čajniče,0-4,Broj,Oba spola,224
2013,Čajniče,0-4,Broj,Muškarci,97
2013,Čajniče,0-4,Broj,Žene,127
2013,Čapljina,0-4,Broj,Oba spola,483
2013,Čapljina,0-4,Broj,Muškarci,204
2013,Čapljina,0-4,Broj,Žene,279
2013,Čelić,0-4,Broj,Oba spola,124
2013,Čelić,0-4,Broj,Muškarci,54
2013,Čelić,0-4,Broj,Žene,70
2013,Čelinac,0-4,Broj,Oba spola,1052
2013,Čelinac,0-4,Broj,Muškarci,421
2013,Čelinac,0-4,Broj,Žene,631
2013,Čitluk,0-4,Broj,Oba spola,456
2013,Čitluk,0-4,Broj,Muškarci,200
2013,Čitluk,0-4,Broj,Žene,256
2013,Derventa,0-4,Broj,Oba spola,377
2013,Derventa,0-4,Broj,Muškarci,164
2013,Derventa,0-4,Broj,Žene,213
2013,Doboj,0-4,Broj,Oba spola,294
2013,Doboj,0-4,Broj,Muškarci,134
2013,Doboj,0-4,Broj,Žene,160
2013,Doboj-Istok,0-4,Broj,Oba spola,866
2013,Doboj-Istok,0-4,Broj,Muškarci,361
2013,Doboj-Istok,0-4,Broj,Žene,505
2013,Doboj-Jug,0-4,Broj,Oba spola,732
2013,Doboj-Jug,0-4,Broj,Muškarci,308
2013,Doboj-Jug,0-4,Broj,Žene,424
2013,Dobretići,0-4,Broj,Oba spola,1617
2013,Dobretići,0-4,Broj,Muškarci,681
2013,Dobretići,0-4,Broj,Žene,936
2013,Domaljevac-Šamac,0-4,Broj,Oba spola,1350
2013,Domaljevac-Šamac,0-4,Broj,Muškarci,599
2013,Domaljevac-Šamac,0-4,Broj,Žene,751
2013,Donji Vakuf,0-4,Broj,Oba spola,2391
2013,Donji Vakuf,0-4,Broj,Muškarci,1059
2013,Donji Vakuf,0-4,Broj,Žene,1332
2013,Donji Žabar,0-4,Broj,Oba spola,790
2013,Donji Žabar,0-4,Broj,Muškarci,369
2013,Donji Žabar,0-4,Broj,Žene,421
2013,Drvar,0-4,Broj,Oba spola,662
2013,Drvar,0-4,Broj,Muškarci,289
2013,Drvar,0-4,Broj,Žene,373
2013,Foča - FBiH,0-4,Broj,Oba spola,185
2013,Foča - FBiH,0-4,Broj,Muškarci,72
2013,Foča - FBiH,0-4,Broj,Žene,113
2013,Foča - RS,0-4,Broj,Oba spola,2175
2013,Foča - RS,0-4,Broj,Muškarci,911
2013,Foča - RS,0-4,Broj,Žene,1264
2013,Fojnica,0-4,Broj,Oba spola,593
2013,Fojnica,0-4,Broj,Muškarci,218
2013,Fojnica,0-4,Broj,Žene,375
2013,Gacko,0-4,Broj,Oba spola,607
2013,Gacko,0-4,Broj,Muškarci,253
2013,Gacko,0-4,Broj,Žene,354
2013,Glamoč,0-4,Broj,Oba spola,2
2013,Glamoč,0-4,Broj,Muškarci,1
2013,Glamoč,0-4,Broj,Žene,1
2013,Goražde,0-4,Broj,Oba spola,24
2013,Goražde,0-4,Broj,Muškarci,10
2013,Goražde,0-4,Broj,Žene,14
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Oba spola,77
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Muškarci,33
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Žene,44
2013,Gračanica,0-4,Broj,Oba spola,491
2013,Gračanica,0-4,Broj,Muškarci,197
2013,Gračanica,0-4,Broj,Žene,294
2013,Gradačac,0-4,Broj,Oba spola,342
2013,Gradačac,0-4,Broj,Muškarci,139
2013,Gradačac,0-4,Broj,Žene,203
2013,Gradiška,0-4,Broj,Oba spola,991
2013,Gradiška,0-4,Broj,Muškarci,403
2013,Gradiška,0-4,Broj,Žene,588
2013,Grude,0-4,Broj,Oba spola,45
2013,Grude,0-4,Broj,Muškarci,19
2013,Grude,0-4,Broj,Žene,26
2013,Sarajevo - Hadžići,0-4,Broj,Oba spola,1234
2013,Sarajevo - Hadžići,0-4,Broj,Muškarci,559
2013,Sarajevo - Hadžići,0-4,Broj,Žene,675
2013,Han Pijesak,0-4,Broj,Oba spola,814
2013,Han Pijesak,0-4,Broj,Muškarci,363
2013,Han Pijesak,0-4,Broj,Žene,451
2013,Sarajevo - Ilidža,0-4,Broj,Oba spola,151
2013,Sarajevo - Ilidža,0-4,Broj,Muškarci,56
2013,Sarajevo - Ilidža,0-4,Broj,Žene,95
2013,Sarajevo - Ilijaš,0-4,Broj,Oba spola,791
2013,Sarajevo - Ilijaš,0-4,Broj,Muškarci,327
2013,Sarajevo - Ilijaš,0-4,Broj,Žene,464
2013,Istočna Ilidža,0-4,Broj,Oba spola,337
2013,Istočna Ilidža,0-4,Broj,Muškarci,156
2013,Istočna Ilidža,0-4,Broj,Žene,181
2013,Istočni Drvar,0-4,Broj,Oba spola,584
2013,Istočni Drvar,0-4,Broj,Muškarci,255
2013,Istočni Drvar,0-4,Broj,Žene,329
2013,Istočni Mostar,0-4,Broj,Oba spola,472
2013,Istočni Mostar,0-4,Broj,Muškarci,213
2013,Istočni Mostar,0-4,Broj,Žene,259
2013,Istočni Stari Grad,0-4,Broj,Oba spola,1181
2013,Istočni Stari Grad,0-4,Broj,Muškarci,521
2013,Istočni Stari Grad,0-4,Broj,Žene,660
2013,Istočno Novo Sarajevo,0-4,Broj,Oba spola,249
2013,Istočno Novo Sarajevo,0-4,Broj,Muškarci,108
2013,Istočno Novo Sarajevo,0-4,Broj,Žene,141
2013,Jablanica,0-4,Broj,Oba spola,700
2013,Jablanica,0-4,Broj,Muškarci,301
2013,Jablanica,0-4,Broj,Žene,399
2013,Jajce,0-4,Broj,Oba spola,1093
2013,Jajce,0-4,Broj,Muškarci,433
2013,Jajce,0-4,Broj,Žene,660
2013,Jezero,0-4,Broj,Oba spola,254
2013,Jezero,0-4,Broj,Muškarci,99
2013,Jezero,0-4,Broj,Žene,155
2013,Kakanj,0-4,Broj,Oba spola,99
2013,Kakanj,0-4,Broj,Muškarci,42
2013,Kakanj,0-4,Broj,Žene,57
2013,Kalesija,0-4,Broj,Oba spola,229
2013,Kalesija,0-4,Broj,Muškarci,103
2013,Kalesija,0-4,Broj,Žene,126
2013,Kalinovik,0-4,Broj,Oba spola,44
2013,Kalinovik,0-4,Broj,Muškarci,18
2013,Kalinovik,0-4,Broj,Žene,26
2013,Kiseljak,0-4,Broj,Oba spola,1509
2013,Kiseljak,0-4,Broj,Muškarci,687
2013,Kiseljak,0-4,Broj,Žene,822
2013,Kladanj,0-4,Broj,Oba spola,1582
2013,Kladanj,0-4,Broj,Muškarci,701
2013,Kladanj,0-4,Broj,Žene,881
2013,Ključ,0-4,Broj,Oba spola,720
2013,Ključ,0-4,Broj,Muškarci,300
2013,Ključ,0-4,Broj,Žene,420
2013,Kneževo,0-4,Broj,Oba spola,1739
2013,Kneževo,0-4,Broj,Muškarci,736
2013,Kneževo,0-4,Broj,Žene,1003
2013,Konjic,0-4,Broj,Oba spola,162
2013,Konjic,0-4,Broj,Muškarci,68
2013,Konjic,0-4,Broj,Žene,94
2013,Kostajnica,0-4,Broj,Oba spola,1242
2013,Kostajnica,0-4,Broj,Muškarci,548
2013,Kostajnica,0-4,Broj,Žene,694
2013,Kotor Varoš,0-4,Broj,Oba spola,776
2013,Kotor Varoš,0-4,Broj,Muškarci,320
2013,Kotor Varoš,0-4,Broj,Žene,456
2013,Kozarska Dubica,0-4,Broj,Oba spola,261
2013,Kozarska Dubica,0-4,Broj,Muškarci,106
2013,Kozarska Dubica,0-4,Broj,Žene,155
2013,Kreševo,0-4,Broj,Oba spola,1318
2013,Kreševo,0-4,Broj,Muškarci,583
2013,Kreševo,0-4,Broj,Žene,735
2013,Krupa Na Uni,0-4,Broj,Oba spola,4493
2013,Krupa Na Uni,0-4,Broj,Muškarci,1846
2013,Krupa Na Uni,0-4,Broj,Žene,2647
2013,Kupres - FBiH,0-4,Broj,Oba spola,797
2013,Kupres - FBiH,0-4,Broj,Muškarci,346
2013,Kupres - FBiH,0-4,Broj,Žene,451
2013,Kupres - RS,0-4,Broj,Oba spola,178
2013,Kupres - RS,0-4,Broj,Muškarci,83
2013,Kupres - RS,0-4,Broj,Žene,95
2013,Laktaši,0-4,Broj,Oba spola,681
2013,Laktaši,0-4,Broj,Muškarci,275
2013,Laktaši,0-4,Broj,Žene,406
2013,Livno,0-4,Broj,Oba spola,1247
2013,Livno,0-4,Broj,Muškarci,542
2013,Livno,0-4,Broj,Žene,705
2013,Lopare,0-4,Broj,Oba spola,4430
2013,Lopare,0-4,Broj,Muškarci,1847
2013,Lopare,0-4,Broj,Žene,2583
2013,Lukavac,0-4,Broj,Oba spola,693
2013,Lukavac,0-4,Broj,Muškarci,279
2013,Lukavac,0-4,Broj,Žene,414
2013,Ljubinje,0-4,Broj,Oba spola,135
2013,Ljubinje,0-4,Broj,Muškarci,54
2013,Ljubinje,0-4,Broj,Žene,81
2013,Ljubuški,0-4,Broj,Oba spola,2634
2013,Ljubuški,0-4,Broj,Muškarci,1020
2013,Ljubuški,0-4,Broj,Žene,1614
2013,Maglaj,0-4,Broj,Oba spola,940
2013,Maglaj,0-4,Broj,Muškarci,426
2013,Maglaj,0-4,Broj,Žene,514
2013,Milići,0-4,Broj,Oba spola,349
2013,Milići,0-4,Broj,Muškarci,138
2013,Milići,0-4,Broj,Žene,211
2013,Modriča,0-4,Broj,Oba spola,775
2013,Modriča,0-4,Broj,Muškarci,313
2013,Modriča,0-4,Broj,Žene,462
2013,Mostar,0-4,Broj,Oba spola,209
2013,Mostar,0-4,Broj,Muškarci,95
2013,Mostar,0-4,Broj,Žene,114
2013,Mrkonjić Grad,0-4,Broj,Oba spola,171
2013,Mrkonjić Grad,0-4,Broj,Muškarci,65
2013,Mrkonjić Grad,0-4,Broj,Žene,106
2013,Neum,0-4,Broj,Oba spola,52
2013,Neum,0-4,Broj,Muškarci,28
2013,Neum,0-4,Broj,Žene,24
2013,Nevesinje,0-4,Broj,Oba spola,962
2013,Nevesinje,0-4,Broj,Muškarci,394
2013,Nevesinje,0-4,Broj,Žene,568
2013,Novi Grad,0-4,Broj,Oba spola,341
2013,Novi Grad,0-4,Broj,Muškarci,141
2013,Novi Grad,0-4,Broj,Žene,200
2013,Sarajevo - Novi Grad,0-4,Broj,Oba spola,25
2013,Sarajevo - Novi Grad,0-4,Broj,Muškarci,9
2013,Sarajevo - Novi Grad,0-4,Broj,Žene,16
2013,Novi Travnik,0-4,Broj,Oba spola,425
2013,Novi Travnik,0-4,Broj,Muškarci,180
2013,Novi Travnik,0-4,Broj,Žene,245
2013,Novo Goražde,0-4,Broj,Oba spola,669
2013,Novo Goražde,0-4,Broj,Muškarci,309
2013,Novo Goražde,0-4,Broj,Žene,360
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Oba spola,4134
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Muškarci,1730
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Žene,2404
2013,Odžak,0-4,Broj,Oba spola,2047
2013,Odžak,0-4,Broj,Muškarci,918
2013,Odžak,0-4,Broj,Žene,1129
2013,Olovo,0-4,Broj,Oba spola,530
2013,Olovo,0-4,Broj,Muškarci,232
2013,Olovo,0-4,Broj,Žene,298
2013,Orašje,0-4,Broj,Oba spola,173
2013,Orašje,0-4,Broj,Muškarci,90
2013,Orašje,0-4,Broj,Žene,83
2013,Osmaci,0-4,Broj,Oba spola,372
2013,Osmaci,0-4,Broj,Muškarci,153
2013,Osmaci,0-4,Broj,Žene,219
2013,Oštra Luka,0-4,Broj,Oba spola,601
2013,Oštra Luka,0-4,Broj,Muškarci,263
2013,Oštra Luka,0-4,Broj,Žene,338
2013,Pale - FBiH,0-4,Broj,Oba spola,446
2013,Pale - FBiH,0-4,Broj,Muškarci,198
2013,Pale - FBiH,0-4,Broj,Žene,248
2013,Pale - RS,0-4,Broj,Oba spola,1403
2013,Pale - RS,0-4,Broj,Muškarci,604
2013,Pale - RS,0-4,Broj,Žene,799
2013,Pelagićevo,0-4,Broj,Oba spola,278
2013,Pelagićevo,0-4,Broj,Muškarci,117
2013,Pelagićevo,0-4,Broj,Žene,161
2013,Petrovac,0-4,Broj,Oba spola,546
2013,Petrovac,0-4,Broj,Muškarci,249
2013,Petrovac,0-4,Broj,Žene,297
2013,Petrovo,0-4,Broj,Oba spola,997
2013,Petrovo,0-4,Broj,Muškarci,459
2013,Petrovo,0-4,Broj,Žene,538
2013,Posušje,0-4,Broj,Oba spola,472
2013,Posušje,0-4,Broj,Muškarci,167
2013,Posušje,0-4,Broj,Žene,305
2013,Prijedor,0-4,Broj,Oba spola,1259
2013,Prijedor,0-4,Broj,Muškarci,548
2013,Prijedor,0-4,Broj,Žene,711
2013,Prnjavor,0-4,Broj,Oba spola,1568
2013,Prnjavor,0-4,Broj,Muškarci,635
2013,Prnjavor,0-4,Broj,Žene,933
2013,Prozor,0-4,Broj,Oba spola,578
2013,Prozor,0-4,Broj,Muškarci,243
2013,Prozor,0-4,Broj,Žene,335
2013,Ravno,0-4,Broj,Oba spola,986
2013,Ravno,0-4,Broj,Muškarci,417
2013,Ravno,0-4,Broj,Žene,569
2013,Ribnik,0-4,Broj,Oba spola,281
2013,Ribnik,0-4,Broj,Muškarci,123
2013,Ribnik,0-4,Broj,Žene,158
2013,Rogatica,0-4,Broj,Oba spola,423
2013,Rogatica,0-4,Broj,Muškarci,176
2013,Rogatica,0-4,Broj,Žene,247
2013,Rudo,0-4,Broj,Oba spola,1227
2013,Rudo,0-4,Broj,Muškarci,535
2013,Rudo,0-4,Broj,Žene,692
2013,Sanski Most,0-4,Broj,Oba spola,224
2013,Sanski Most,0-4,Broj,Muškarci,96
2013,Sanski Most,0-4,Broj,Žene,128
2013,Sapna,0-4,Broj,Oba spola,1870
2013,Sapna,0-4,Broj,Muškarci,780
2013,Sapna,0-4,Broj,Žene,1090
2013,Sokolac,0-4,Broj,Oba spola,1134
2013,Sokolac,0-4,Broj,Muškarci,507
2013,Sokolac,0-4,Broj,Žene,627
2013,Srbac,0-4,Broj,Oba spola,1276
2013,Srbac,0-4,Broj,Muškarci,573
2013,Srbac,0-4,Broj,Žene,703
2013,Srebrenica,0-4,Broj,Oba spola,1881
2013,Srebrenica,0-4,Broj,Muškarci,803
2013,Srebrenica,0-4,Broj,Žene,1078
2013,Srebrenik,0-4,Broj,Oba spola,1365
2013,Srebrenik,0-4,Broj,Muškarci,583
2013,Srebrenik,0-4,Broj,Žene,782
2013,Sarajevo - Stari Grad,0-4,Broj,Oba spola,113
2013,Sarajevo - Stari Grad,0-4,Broj,Muškarci,52
2013,Sarajevo - Stari Grad,0-4,Broj,Žene,61
2013,Stolac,0-4,Broj,Oba spola,122
2013,Stolac,0-4,Broj,Muškarci,46
2013,Stolac,0-4,Broj,Žene,76
2013,Šamac,0-4,Broj,Oba spola,4824
2013,Šamac,0-4,Broj,Muškarci,1996
2013,Šamac,0-4,Broj,Žene,2828
2013,Šekovići,0-4,Broj,Oba spola,675
2013,Šekovići,0-4,Broj,Muškarci,303
2013,Šekovići,0-4,Broj,Žene,372
2013,Šipovo,0-4,Broj,Oba spola,321
2013,Šipovo,0-4,Broj,Muškarci,125
2013,Šipovo,0-4,Broj,Žene,196
2013,Široki Brijeg,0-4,Broj,Oba spola,514
2013,Široki Brijeg,0-4,Broj,Muškarci,191
2013,Široki Brijeg,0-4,Broj,Žene,323
2013,Teočak,0-4,Broj,Oba spola,1141
2013,Teočak,0-4,Broj,Muškarci,474
2013,Teočak,0-4,Broj,Žene,667
2013,Teslić,0-4,Broj,Oba spola,1431
2013,Teslić,0-4,Broj,Muškarci,649
2013,Teslić,0-4,Broj,Žene,782
2013,Tešanj,0-4,Broj,Oba spola,575
2013,Tešanj,0-4,Broj,Muškarci,235
2013,Tešanj,0-4,Broj,Žene,340
2013,Tomislavgrad,0-4,Broj,Oba spola,841
2013,Tomislavgrad,0-4,Broj,Muškarci,332
2013,Tomislavgrad,0-4,Broj,Žene,509
2013,Travnik,0-4,Broj,Oba spola,343
2013,Travnik,0-4,Broj,Muškarci,134
2013,Travnik,0-4,Broj,Žene,209
2013,Trebinje,0-4,Broj,Oba spola,721
2013,Trebinje,0-4,Broj,Muškarci,310
2013,Trebinje,0-4,Broj,Žene,411
2013,Trnovo - FBiH,0-4,Broj,Oba spola,242
2013,Trnovo - FBiH,0-4,Broj,Muškarci,114
2013,Trnovo - FBiH,0-4,Broj,Žene,128
2013,Trnovo - RS,0-4,Broj,Oba spola,1028
2013,Trnovo - RS,0-4,Broj,Muškarci,463
2013,Trnovo - RS,0-4,Broj,Žene,565
2013,Tuzla,0-4,Broj,Oba spola,3858
2013,Tuzla,0-4,Broj,Muškarci,1646
2013,Tuzla,0-4,Broj,Žene,2212
2013,Ugljevik,0-4,Broj,Oba spola,2025
2013,Ugljevik,0-4,Broj,Muškarci,853
2013,Ugljevik,0-4,Broj,Žene,1172
2013,Usora,0-4,Broj,Oba spola,891
2013,Usora,0-4,Broj,Muškarci,370
2013,Usora,0-4,Broj,Žene,521
2013,Vareš,0-4,Broj,Oba spola,1513
2013,Vareš,0-4,Broj,Muškarci,682
2013,Vareš,0-4,Broj,Žene,831
2013,Velika Kladuša,0-4,Broj,Oba spola,6357
2013,Velika Kladuša,0-4,Broj,Muškarci,2649
2013,Velika Kladuša,0-4,Broj,Žene,3708
2013,Visoko,0-4,Broj,Oba spola,418
2013,Visoko,0-4,Broj,Muškarci,157
2013,Visoko,0-4,Broj,Žene,261
2013,Višegrad,0-4,Broj,Oba spola,130
2013,Višegrad,0-4,Broj,Muškarci,57
2013,Višegrad,0-4,Broj,Žene,73
2013,Vitez,0-4,Broj,Oba spola,1673
2013,Vitez,0-4,Broj,Muškarci,644
2013,Vitez,0-4,Broj,Žene,1029
2013,Vlasenica,0-4,Broj,Oba spola,4256
2013,Vlasenica,0-4,Broj,Muškarci,1803
2013,Vlasenica,0-4,Broj,Žene,2453
2013,Sarajevo - Vogošća,0-4,Broj,Oba spola,453
2013,Sarajevo - Vogošća,0-4,Broj,Muškarci,184
2013,Sarajevo - Vogošća,0-4,Broj,Žene,269
2013,Vukosavlje,0-4,Broj,Oba spola,695
2013,Vukosavlje,0-4,Broj,Muškarci,275
2013,Vukosavlje,0-4,Broj,Žene,420
2013,Zavidovići,0-4,Broj,Oba spola,489
2013,Zavidovići,0-4,Broj,Muškarci,201
2013,Zavidovići,0-4,Broj,Žene,288
2013,Zenica,0-4,Broj,Oba spola,214
2013,Zenica,0-4,Broj,Muškarci,93
2013,Zenica,0-4,Broj,Žene,121
2013,Zvornik,0-4,Broj,Oba spola,534
