Year,Municipality,Godine,UNIT_MEASURE,Spol,Value
2013,Bosansko Grahovo,5-9,Broj,Žene,55
2013,Bosansko Grahovo,5-9,Broj,Oba spola,1539
2013,Bratunac,5-9,Broj,Muškarci,794
2013,Bratunac,5-9,Broj,Žene,745
2013,Bratunac,5-9,Broj,Oba spola,1020
2013,Brčko,5-9,Broj,Muškarci,525
2013,Brčko,5-9,Broj,Žene,495
2013,Brčko,5-9,Broj,Oba spola,1256
2013,Breza,5-9,Broj,Muškarci,647
2013,Breza,5-9,Broj,Žene,609
2013,Breza,5-9,Broj,Oba spola,663
2013,Brod,5-9,Broj,Muškarci,328
2013,Brod,5-9,Broj,Žene,335
2013,Brod,5-9,Broj,Oba spola,1851
2013,Bugojno,5-9,Broj,Muškarci,962
2013,Bugojno,5-9,Broj,Žene,889
2013,Bugojno,5-9,Broj,Oba spola,378
2013,Busovača,5-9,Broj,Muškarci,198
2013,Busovača,5-9,Broj,Žene,180
2013,Busovača,5-9,Broj,Oba spola,1453
2013,Bužim,5-9,Broj,Muškarci,760
2013,Bužim,5-9,Broj,Žene,693
2013,Bužim,5-9,Broj,Oba spola,1222
2013,Cazin,5-9,Broj,Muškarci,627
2013,Cazin,5-9,Broj,Žene,595
2013,Cazin,5-9,Broj,Oba spola,365
2013,Sarajevo - Centar,5-9,Broj,Muškarci,168
2013,Sarajevo - Centar,5-9,Broj,Žene,197
2013,Sarajevo - Centar,5-9,Broj,Oba spola,102
2013,Čajniče,5-9,Broj,Muškarci,55
2013,Čajniče,5-9,Broj,Žene,47
2013,Čajniče,5-9,Broj,Oba spola,367
2013,Čapljina,5-9,Broj,Muškarci,189
2013,Čapljina,5-9,Broj,Žene,178
2013,Čapljina,5-9,Broj,Oba spola,13
2013,Čelić,5-9,Broj,Muškarci,7
2013,Čelić,5-9,Broj,Žene,6
2013,Čelić,5-9,Broj,Oba spola,2190
2013,Čelinac,5-9,Broj,Muškarci,1147
2013,Čelinac,5-9,Broj,Žene,1043
2013,Čelinac,5-9,Broj,Oba spola,2423
2013,Čitluk,5-9,Broj,Muškarci,1202
2013,Čitluk,5-9,Broj,Žene,1221
2013,Čitluk,5-9,Broj,Oba spola,969
2013,Derventa,5-9,Broj,Muškarci,480
2013,Derventa,5-9,Broj,Žene,489
2013,Derventa,5-9,Broj,Oba spola,3047
2013,Doboj,5-9,Broj,Muškarci,1575
2013,Doboj,5-9,Broj,Žene,1472
2013,Doboj,5-9,Broj,Oba spola,221
2013,Doboj-Istok,5-9,Broj,Muškarci,110
2013,Doboj-Istok,5-9,Broj,Žene,111
2013,Doboj-Istok,5-9,Broj,Oba spola,2082
2013,Doboj-Jug,5-9,Broj,Muškarci,1038
2013,Doboj-Jug,5-9,Broj,Žene,1044
2013,Doboj-Jug,5-9,Broj,Oba spola,1745
2013,Dobretići,5-9,Broj,Muškarci,893
2013,Dobretići,5-9,Broj,Žene,852
2013,Dobretići,5-9,Broj,Oba spola,847
2013,Domaljevac-Šamac,5-9,Broj,Muškarci,441
2013,Domaljevac-Šamac,5-9,Broj,Žene,406
2013,Domaljevac-Šamac,5-9,Broj,Oba spola,1623
2013,Donji Vakuf,5-9,Broj,Muškarci,813
2013,Donji Vakuf,5-9,Broj,Žene,810
2013,Donji Vakuf,5-9,Broj,Oba spola,7793
2013,Donji Žabar,5-9,Broj,Muškarci,4074
2013,Donji Žabar,5-9,Broj,Žene,3719
2013,Donji Žabar,5-9,Broj,Oba spola,1003
2013,Drvar,5-9,Broj,Muškarci,558
2013,Drvar,5-9,Broj,Žene,445
2013,Drvar,5-9,Broj,Oba spola,344
2013,Foča - FBiH,5-9,Broj,Muškarci,173
2013,Foča - FBiH,5-9,Broj,Žene,171
2013,Foča - FBiH,5-9,Broj,Oba spola,806
2013,Foča - RS,5-9,Broj,Muškarci,406
2013,Foča - RS,5-9,Broj,Žene,400
2013,Foča - RS,5-9,Broj,Oba spola,1665
2013,Fojnica,5-9,Broj,Muškarci,864
2013,Fojnica,5-9,Broj,Žene,801
2013,Fojnica,5-9,Broj,Oba spola,7216
2013,Gacko,5-9,Broj,Muškarci,3634
2013,Gacko,5-9,Broj,Žene,3582
2013,Gacko,5-9,Broj,Oba spola,2000
2013,Glamoč,5-9,Broj,Muškarci,1041
2013,Glamoč,5-9,Broj,Žene,959
2013,Glamoč,5-9,Broj,Oba spola,147
2013,Goražde,5-9,Broj,Muškarci,73
2013,Goražde,5-9,Broj,Žene,74
2013,Goražde,5-9,Broj,Oba spola,3701
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Muškarci,1907
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Žene,1794
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Oba spola,1253
2013,Gračanica,5-9,Broj,Muškarci,675
2013,Gračanica,5-9,Broj,Žene,578
2013,Gračanica,5-9,Broj,Oba spola,745
2013,Gradačac,5-9,Broj,Muškarci,360
2013,Gradačac,5-9,Broj,Žene,385
2013,Gradačac,5-9,Broj,Oba spola,1407
2013,Gradiška,5-9,Broj,Muškarci,710
2013,Gradiška,5-9,Broj,Žene,697
2013,Gradiška,5-9,Broj,Oba spola,429
2013,Grude,5-9,Broj,Muškarci,220
2013,Grude,5-9,Broj,Žene,209
2013,Grude,5-9,Broj,Oba spola,220
2013,Sarajevo - Hadžići,5-9,Broj,Muškarci,118
2013,Sarajevo - Hadžići,5-9,Broj,Žene,102
2013,Sarajevo - Hadžići,5-9,Broj,Oba spola,74
2013,Han Pijesak,5-9,Broj,Muškarci,29
2013,Han Pijesak,5-9,Broj,Žene,45
2013,Han Pijesak,5-9,Broj,Oba spola,1302
2013,Sarajevo - Ilidža,5-9,Broj,Muškarci,645
2013,Sarajevo - Ilidža,5-9,Broj,Žene,657
2013,Sarajevo - Ilidža,5-9,Broj,Oba spola,301
2013,Sarajevo - Ilijaš,5-9,Broj,Muškarci,158
2013,Sarajevo - Ilijaš,5-9,Broj,Žene,143
2013,Sarajevo - Ilijaš,5-9,Broj,Oba spola,13
2013,Istočna Ilidža,5-9,Broj,Muškarci,7
2013,Istočna Ilidža,5-9,Broj,Žene,6
2013,Istočna Ilidža,5-9,Broj,Oba spola,352
2013,Istočni Drvar,5-9,Broj,Muškarci,186
2013,Istočni Drvar,5-9,Broj,Žene,166
2013,Istočni Drvar,5-9,Broj,Oba spola,1702
2013,Municipality,Godine,Broj,Muškarci,892
2013,Banja Luka,Total,Broj,Žene,810
2013,Banja Luka,Total,Broj,Oba spola,5681
2013,Banja Luka,Total,Broj,Muškarci,2896
2013,Banovići,Total,Broj,Žene,2785
2013,Banovići,Total,Broj,Oba spola,2388
2013,Banovići,Total,Broj,Muškarci,1279
2013,Berkovići,Total,Broj,Žene,1109
2013,Berkovići,Total,Broj,Oba spola,1134
2013,Berkovići,Total,Broj,Muškarci,596
2013,Bihać,Total,Broj,Žene,538
2013,Bihać,Total,Broj,Oba spola,193
2013,Bihać,Total,Broj,Muškarci,100
2013,Bijeljina,Total,Broj,Žene,93
2013,Bijeljina,Total,Broj,Oba spola,360
2013,Bijeljina,Total,Broj,Muškarci,168
2013,Bileća,Total,Broj,Žene,192
2013,Bileća,Total,Broj,Oba spola,622
2013,Bileća,Total,Broj,Muškarci,335
2013,Bosanska Krupa,Total,Broj,Žene,287
2013,Bosanska Krupa,Total,Broj,Oba spola,388
2013,Bosanska Krupa,Total,Broj,Muškarci,202
2013,Bosanski Petrovac,Total,Broj,Žene,186
2013,Bosanski Petrovac,Total,Broj,Oba spola,3121
2013,Bosanski Petrovac,Total,Broj,Muškarci,1640
2013,Bosansko Grahovo,Total,Broj,Žene,1481
2013,Bosansko Grahovo,Total,Broj,Oba spola,1061
2013,Bosansko Grahovo,Total,Broj,Muškarci,585
2013,Bratunac,Total,Broj,Žene,476
2013,Bratunac,Total,Broj,Oba spola,692
2013,Bratunac,Total,Broj,Muškarci,356
2013,Brčko,Total,Broj,Žene,336
2013,Brčko,Total,Broj,Oba spola,1059
2013,Brčko,Total,Broj,Muškarci,544
2013,Breza,Total,Broj,Žene,515
2013,Breza,Total,Broj,Oba spola,942
2013,Breza,Total,Broj,Muškarci,509
2013,Brod,Total,Broj,Žene,433
2013,Brod,Total,Broj,Oba spola,2934
2013,Brod,Total,Broj,Muškarci,1487
2013,Bugojno,Total,Broj,Žene,1447
2013,Bugojno,Total,Broj,Oba spola,2301
2013,Bugojno,Total,Broj,Muškarci,1190
2013,Busovača,Total,Broj,Žene,1111
2013,Busovača,Total,Broj,Oba spola,1083
2013,Busovača,Total,Broj,Muškarci,565
2013,Bužim,Total,Broj,Žene,518
2013,Bužim,Total,Broj,Oba spola,1075
2013,Bužim,Total,Broj,Muškarci,527
2013,Cazin,Total,Broj,Žene,548
2013,Cazin,Total,Broj,Oba spola,403
2013,Cazin,Total,Broj,Muškarci,194
2013,Sarajevo - Centar,Total,Broj,Žene,209
2013,Sarajevo - Centar,Total,Broj,Oba spola,609
2013,Sarajevo - Centar,Total,Broj,Muškarci,326
2013,Čajniče,Total,Broj,Žene,283
2013,Čajniče,Total,Broj,Oba spola,2331
2013,Čajniče,Total,Broj,Muškarci,1208
2013,Čapljina,Total,Broj,Žene,1123
2013,Čapljina,Total,Broj,Oba spola,605
2013,Čapljina,Total,Broj,Muškarci,310
2013,Čelić,Total,Broj,Žene,295
2013,Čelić,Total,Broj,Oba spola,2567
2013,Čelić,Total,Broj,Muškarci,1305
2013,Čelinac,Total,Broj,Žene,1262
2013,Čelinac,Total,Broj,Oba spola,3588
2013,Čelinac,Total,Broj,Muškarci,1908
2013,Čitluk,Total,Broj,Žene,1680
2013,Čitluk,Total,Broj,Oba spola,2418
2013,Čitluk,Total,Broj,Muškarci,1237
2013,Derventa,Total,Broj,Žene,1181
2013,Derventa,Total,Broj,Oba spola,4087
2013,Derventa,Total,Broj,Muškarci,2136
2013,Doboj,Total,Broj,Žene,1951
2013,Doboj,Total,Broj,Oba spola,1694
2013,Doboj,Total,Broj,Muškarci,885
2013,Doboj-Istok,Total,Broj,Žene,809
2013,Doboj-Istok,Total,Broj,Oba spola,59
2013,Doboj-Istok,Total,Broj,Muškarci,31
2013,Doboj-Jug,Total,Broj,Žene,28
2013,Doboj-Jug,Total,Broj,Oba spola,101
2013,Doboj-Jug,Total,Broj,Muškarci,41
2013,Dobretići,Total,Broj,Žene,60
2013,Dobretići,Total,Broj,Oba spola,6823
2013,Dobretići,Total,Broj,Muškarci,3582
2013,Domaljevac-Šamac,Total,Broj,Žene,3241
2013,Domaljevac-Šamac,Total,Broj,Oba spola,960
2013,Domaljevac-Šamac,Total,Broj,Muškarci,501
2013,Donji Vakuf,Total,Broj,Žene,459
2013,Donji Vakuf,Total,Broj,Oba spola,557
2013,Donji Vakuf,Total,Broj,Muškarci,274
2013,Donji Žabar,Total,Broj,Žene,283
2013,Donji Žabar,Total,Broj,Oba spola,575
2013,Donji Žabar,Total,Broj,Muškarci,303
2013,Drvar,Total,Broj,Žene,272
2013,Drvar,Total,Broj,Oba spola,3202
2013,Drvar,Total,Broj,Muškarci,1627
2013,Foča - FBiH,Total,Broj,Žene,1575
2013,Foča - FBiH,Total,Broj,Oba spola,2828
2013,Foča - FBiH,Total,Broj,Muškarci,1473
2013,Foča - RS,Total,Broj,Žene,1355
2013,Foča - RS,Total,Broj,Oba spola,586
2013,Foča - RS,Total,Broj,Muškarci,290
2013,Fojnica,Total,Broj,Žene,296
2013,Fojnica,Total,Broj,Oba spola,2114
2013,Fojnica,Total,Broj,Muškarci,1052
2013,Gacko,Total,Broj,Žene,1062
2013,Gacko,Total,Broj,Oba spola,806
2013,Gacko,Total,Broj,Muškarci,402
2013,Glamoč,Total,Broj,Žene,404
2013,Glamoč,Total,Broj,Oba spola,1856
2013,Glamoč,Total,Broj,Muškarci,933
2013,Goražde,Total,Broj,Žene,923
2013,Goražde,Total,Broj,Oba spola,298
2013,Goražde,Total,Broj,Muškarci,167
2013,Gornji Vakuf-Uskoplje,Total,Broj,Žene,131
2013,Gornji Vakuf-Uskoplje,Total,Broj,Oba spola,2919
2013,Gornji Vakuf-Uskoplje,Total,Broj,Muškarci,1545
2013,Gračanica,Total,Broj,Žene,1374
2013,Gračanica,Total,Broj,Oba spola,7985
2013,Gračanica,Total,Broj,Muškarci,4133
2013,Gradačac,Total,Broj,Žene,3852
2013,Gradačac,Total,Broj,Oba spola,3646
2013,Gradačac,Total,Broj,Muškarci,1933
2013,Gradiška,Total,Broj,Žene,1713
2013,Gradiška,Total,Broj,Oba spola,2586
2013,Gradiška,Total,Broj,Muškarci,1332
2013,Grude,Total,Broj,Žene,1254
2013,Grude,Total,Broj,Oba spola,4417
2013,Grude,Total,Broj,Muškarci,2238
2013,Sarajevo - Hadžići,Total,Broj,Žene,2179
2013,Sarajevo - Hadžići,Total,Broj,Oba spola,10533
2013,Sarajevo - Hadžići,Total,Broj,Muškarci,5213
2013,Han Pijesak,Total,Broj,Žene,5320
2013,Han Pijesak,Total,Broj,Oba spola,1721
2013,Han Pijesak,Total,Broj,Muškarci,892
2013,Sarajevo - Ilidža,Total,Broj,Žene,829
2013,Sarajevo - Ilidža,Total,Broj,Oba spola,95
2013,Sarajevo - Ilidža,Total,Broj,Muškarci,44
2013,Sarajevo - Ilijaš,Total,Broj,Žene,51
2013,Sarajevo - Ilijaš,Total,Broj,Oba spola,3937
2013,Sarajevo - Ilijaš,Total,Broj,Muškarci,1992
2013,Istočna Ilidža,Total,Broj,Žene,1945
2013,Istočna Ilidža,Total,Broj,Oba spola,6177
2013,Istočna Ilidža,Total,Broj,Muškarci,3160
2013,Istočni Drvar,Total,Broj,Žene,3017
2013,Istočni Drvar,Total,Broj,Oba spola,663
2013,Istočni Drvar,Total,Broj,Muškarci,336
2013,Istočni Mostar,Total,Broj,Žene,327
2013,Istočni Mostar,Total,Broj,Oba spola,1750
2013,Istočni Mostar,Total,Broj,Muškarci,903
2013,Istočni Stari Grad,Total,Broj,Žene,847
2013,Istočni Stari Grad,Total,Broj,Oba spola,336
2013,Istočni Stari Grad,Total,Broj,Muškarci,162
2013,Istočno Novo Sarajevo,Total,Broj,Žene,174
2013,Istočno Novo Sarajevo,Total,Broj,Oba spola,81
2013,Istočno Novo Sarajevo,Total,Broj,Muškarci,38
2013,Jablanica,Total,Broj,Žene,43
2013,Jablanica,Total,Broj,Oba spola,1354
2013,Jablanica,Total,Broj,Muškarci,718
2013,Jajce,Total,Broj,Žene,636
2013,Jajce,Total,Broj,Oba spola,4936
2013,Jajce,Total,Broj,Muškarci,2528
2013,Jezero,Total,Broj,Žene,2408
2013,Jezero,Total,Broj,Oba spola,964
2013,Jezero,Total,Broj,Muškarci,488
2013,Kakanj,Total,Broj,Žene,476
2013,Kakanj,Total,Broj,Oba spola,925
2013,Kakanj,Total,Broj,Muškarci,470
2013,Kalesija,Total,Broj,Žene,455
2013,Kalesija,Total,Broj,Oba spola,2252
2013,Kalesija,Total,Broj,Muškarci,1180
2013,Kalinovik,Total,Broj,Žene,1072
2013,Kalinovik,Total,Broj,Oba spola,1251
2013,Kalinovik,Total,Broj,Muškarci,629
2013,Kiseljak,Total,Broj,Žene,622
2013,Kiseljak,Total,Broj,Oba spola,1572
2013,Kiseljak,Total,Broj,Muškarci,806
2013,Kladanj,Total,Broj,Žene,766
2013,Kladanj,Total,Broj,Oba spola,5049
2013,Kladanj,Total,Broj,Muškarci,2588
2013,Ključ,Total,Broj,Žene,2461
2013,Ključ,Total,Broj,Oba spola,2985
2013,Ključ,Total,Broj,Muškarci,1485
2013,Kneževo,Total,Broj,Žene,1500
2013,Kneževo,Total,Broj,Oba spola,307
2013,Kneževo,Total,Broj,Muškarci,173
2013,Konjic,Total,Broj,Žene,134
2013,Konjic,Total,Broj,Oba spola,1753
2013,Konjic,Total,Broj,Muškarci,905
2013,Kostajnica,Total,Broj,Žene,848
2013,Kostajnica,Total,Broj,Oba spola,702
2013,Kostajnica,Total,Broj,Muškarci,367
2013,Kotor Varoš,Total,Broj,Žene,335
2013,Kotor Varoš,Total,Broj,Oba spola,1001
2013,Kotor Varoš,Total,Broj,Muškarci,528
2013,Kozarska Dubica,Total,Broj,Žene,473
2013,Kozarska Dubica,Total,Broj,Oba spola,1365
2013,Kozarska Dubica,Total,Broj,Muškarci,710
2013,Kreševo,Total,Broj,Žene,655
2013,Kreševo,Total,Broj,Oba spola,1515
2013,Kreševo,Total,Broj,Muškarci,791
2013,Krupa Na Uni,Total,Broj,Žene,724
2013,Krupa Na Uni,Total,Broj,Oba spola,3923
2013,Krupa Na Uni,Total,Broj,Muškarci,2043
2013,Kupres - FBiH,Total,Broj,Žene,1880
2013,Kupres - FBiH,Total,Broj,Oba spola,725
2013,Kupres - FBiH,Total,Broj,Muškarci,371
2013,Kupres - RS,Total,Broj,Žene,354
2013,Kupres - RS,Total,Broj,Oba spola,296
2013,Kupres - RS,Total,Broj,Muškarci,150
2013,Laktaši,Total,Broj,Žene,146
2013,Laktaši,Total,Broj,Oba spola,97
2013,Laktaši,Total,Broj,Muškarci,52
2013,Livno,Total,Broj,Žene,45
2013,Livno,Total,Broj,Oba spola,311
2013,Livno,Total,Broj,Muškarci,161
2013,Lopare,Total,Broj,Žene,150
2013,Lopare,Total,Broj,Oba spola,940
2013,Lopare,Total,Broj,Muškarci,479
2013,Lukavac,Total,Broj,Žene,461
2013,Lukavac,Total,Broj,Oba spola,238
2013,Lukavac,Total,Broj,Muškarci,122
2013,Ljubinje,Total,Broj,Žene,116
2013,Ljubinje,Total,Broj,Oba spola,298
2013,Ljubinje,Total,Broj,Muškarci,166
2013,Ljubuški,Total,Broj,Žene,132
2013,Ljubuški,Total,Broj,Oba spola,125
2013,Ljubuški,Total,Broj,Muškarci,59
2013,Maglaj,Total,Broj,Žene,66
2013,Maglaj,Total,Broj,Oba spola,1126
2013,Maglaj,Total,Broj,Muškarci,574
2013,Milići,Total,Broj,Žene,552
2013,Milići,Total,Broj,Oba spola,774
2013,Milići,Total,Broj,Muškarci,410
2013,Modriča,Total,Broj,Žene,364
2013,Modriča,Total,Broj,Oba spola,508
2013,Modriča,Total,Broj,Muškarci,269
2013,Mostar,Total,Broj,Žene,239
2013,Mostar,Total,Broj,Oba spola,174
2013,Mostar,Total,Broj,Muškarci,88
2013,Mrkonjić Grad,Total,Broj,Žene,86
2013,Mrkonjić Grad,Total,Broj,Oba spola,1259
2013,Mrkonjić Grad,Total,Broj,Muškarci,657
2013,Neum,Total,Broj,Žene,602
2013,Neum,Total,Broj,Oba spola,1551
2013,Neum,Total,Broj,Muškarci,797
2013,Nevesinje,Total,Broj,Žene,754
2013,Nevesinje,Total,Broj,Oba spola,3206
2013,Nevesinje,Total,Broj,Muškarci,1567
2013,Novi Grad,Total,Broj,Žene,1639
2013,Novi Grad,Total,Broj,Oba spola,2535
2013,Novi Grad,Total,Broj,Muškarci,1308
2013,Sarajevo - Novi Grad,Total,Broj,Žene,1227
2013,Sarajevo - Novi Grad,Total,Broj,Oba spola,2897
2013,Sarajevo - Novi Grad,Total,Broj,Muškarci,1519
2013,Novi Travnik,Total,Broj,Žene,1378
2013,Novi Travnik,Total,Broj,Oba spola,1155
2013,Novi Travnik,Total,Broj,Muškarci,611
2013,Novo Goražde,Total,Broj,Žene,544
2013,Novo Goražde,Total,Broj,Oba spola,1653
2013,Novo Goražde,Total,Broj,Muškarci,870
2013,Sarajevo - Novo Sarajevo,Total,Broj,Žene,783
2013,Sarajevo - Novo Sarajevo,Total,Broj,Oba spola,154
2013,Sarajevo - Novo Sarajevo,Total,Broj,Muškarci,92
2013,Odžak,Total,Broj,Žene,62
2013,Odžak,Total,Broj,Oba spola,4537
2013,Odžak,Total,Broj,Muškarci,2347
2013,Olovo,Total,Broj,Žene,2190
2013,Olovo,Total,Broj,Oba spola,1577
2013,Olovo,Total,Broj,Muškarci,819
2013,Orašje,Total,Broj,Žene,758
2013,Orašje,Total,Broj,Oba spola,837
2013,Orašje,Total,Broj,Muškarci,426
2013,Osmaci,Total,Broj,Žene,411
2013,Osmaci,Total,Broj,Oba spola,3
2013,Osmaci,Total,Broj,Muškarci,1
2013,Oštra Luka,Total,Broj,Žene,2
2013,Oštra Luka,Total,Broj,Oba spola,10
2013,Oštra Luka,Total,Broj,Muškarci,8
2013,Pale - FBiH,Total,Broj,Žene,2
2013,Pale - FBiH,Total,Broj,Oba spola,48
2013,Pale - FBiH,Total,Broj,Muškarci,28
2013,Pale - RS,Total,Broj,Žene,20
2013,Pale - RS,Total,Broj,Oba spola,613
2013,Pale - RS,Total,Broj,Muškarci,302
2013,Pelagićevo,Total,Broj,Žene,311
2013,Pelagićevo,Total,Broj,Oba spola,743
2013,Pelagićevo,Total,Broj,Muškarci,375
2013,Petrovac,Total,Broj,Žene,368
2013,Petrovac,Total,Broj,Oba spola,1853
2013,Petrovac,Total,Broj,Muškarci,1007
2013,Petrovo,Total,Broj,Žene,846
2013,Petrovo,Total,Broj,Oba spola,66
2013,Petrovo,Total,Broj,Muškarci,37
2013,Posušje,Total,Broj,Žene,29
2013,Posušje,Total,Broj,Oba spola,2740
2013,Posušje,Total,Broj,Muškarci,1362
2013,Prijedor,Total,Broj,Žene,1378
2013,Prijedor,Total,Broj,Oba spola,2617
2013,Prijedor,Total,Broj,Muškarci,1356
2013,Prnjavor,Total,Broj,Žene,1261
2013,Prnjavor,Total,Broj,Oba spola,104
2013,Prnjavor,Total,Broj,Muškarci,58
2013,Prozor,Total,Broj,Žene,46
2013,Prozor,Total,Broj,Oba spola,1426
2013,Prozor,Total,Broj,Muškarci,712
2013,Ravno,Total,Broj,Žene,714
2013,Ravno,Total,Broj,Oba spola,934
2013,Ravno,Total,Broj,Muškarci,488
2013,Ribnik,Total,Broj,Žene,446
2013,Ribnik,Total,Broj,Oba spola,1156
2013,Ribnik,Total,Broj,Muškarci,588
2013,Rogatica,Total,Broj,Žene,568
2013,Rogatica,Total,Broj,Oba spola,588
2013,Rogatica,Total,Broj,Muškarci,308
2013,Rudo,Total,Broj,Žene,280
2013,Rudo,Total,Broj,Oba spola,1503
2013,Rudo,Total,Broj,Muškarci,797
2013,Sanski Most,Total,Broj,Žene,706
2013,Sanski Most,Total,Broj,Oba spola,336
2013,Sanski Most,Total,Broj,Muškarci,177
2013,Sapna,Total,Broj,Žene,159
2013,Sapna,Total,Broj,Oba spola,1413
2013,Sapna,Total,Broj,Muškarci,745
2013,Sokolac,Total,Broj,Žene,668
2013,Sokolac,Total,Broj,Oba spola,1202
2013,Sokolac,Total,Broj,Muškarci,630
2013,Srbac,Total,Broj,Žene,572
2013,Srbac,Total,Broj,Oba spola,363
2013,Srbac,Total,Broj,Muškarci,184
2013,Srebrenica,Total,Broj,Žene,179
2013,Srebrenica,Total,Broj,Oba spola,81
2013,Srebrenica,Total,Broj,Muškarci,50
2013,Srebrenik,Total,Broj,Žene,31
2013,Srebrenik,Total,Broj,Oba spola,338
2013,Srebrenik,Total,Broj,Muškarci,162
2013,Sarajevo - Stari Grad,Total,Broj,Žene,176
2013,Sarajevo - Stari Grad,Total,Broj,Oba spola,8
2013,Sarajevo - Stari Grad,Total,Broj,Muškarci,5
2013,Stolac,Total,Broj,Žene,3
2013,Stolac,Total,Broj,Oba spola,2059
2013,Stolac,Total,Broj,Muškarci,1073
2013,Šamac,Total,Broj,Žene,986
2013,Šamac,Total,Broj,Oba spola,2283
2013,Šamac,Total,Broj,Muškarci,1217
2013,Šekovići,Total,Broj,Žene,1066
2013,Šekovići,Total,Broj,Oba spola,925
2013,Šekovići,Total,Broj,Muškarci,474
2013,Šipovo,Total,Broj,Žene,451
2013,Šipovo,Total,Broj,Oba spola,2970
2013,Šipovo,Total,Broj,Muškarci,1568
2013,Široki Brijeg,Total,Broj,Žene,1402
2013,Široki Brijeg,Total,Broj,Oba spola,215
2013,Široki Brijeg,Total,Broj,Muškarci,117
2013,Teočak,Total,Broj,Žene,98
2013,Teočak,Total,Broj,Oba spola,1976
2013,Teočak,Total,Broj,Muškarci,977
2013,Teslić,Total,Broj,Žene,999
2013,Teslić,Total,Broj,Oba spola,1563
2013,Teslić,Total,Broj,Muškarci,782
2013,Tešanj,Total,Broj,Žene,781
2013,Tešanj,Total,Broj,Oba spola,843
2013,Tešanj,Total,Broj,Muškarci,465
2013,Tomislavgrad,Total,Broj,Žene,378
2013,Tomislavgrad,Total,Broj,Oba spola,1490
2013,Tomislavgrad,Total,Broj,Muškarci,739
2013,Travnik,Total,Broj,Žene,751
2013,Travnik,Total,Broj,Oba spola,6871
2013,Travnik,Total,Broj,Muškarci,3429
2013,Trebinje,Total,Broj,Žene,3442
2013,Trebinje,Total,Broj,Oba spola,892
2013,Trebinje,Total,Broj,Muškarci,465
2013,Trnovo - FBiH,Total,Broj,Žene,427
2013,Trnovo - FBiH,Total,Broj,Oba spola,278
2013,Trnovo - FBiH,Total,Broj,Muškarci,140
2013,Trnovo - RS,Total,Broj,Žene,138
2013,Trnovo - RS,Total,Broj,Oba spola,718
2013,Trnovo - RS,Total,Broj,Muškarci,367
2013,Tuzla,Total,Broj,Žene,351
2013,Tuzla,Total,Broj,Oba spola,1640
2013,Tuzla,Total,Broj,Muškarci,862
2013,Ugljevik,Total,Broj,Žene,778
2013,Ugljevik,Total,Broj,Oba spola,6821
2013,Ugljevik,Total,Broj,Muškarci,3353
2013,Usora,Total,Broj,Žene,3468
2013,Usora,Total,Broj,Oba spola,1804
2013,Usora,Total,Broj,Muškarci,926
2013,Vareš,Total,Broj,Žene,878
2013,Vareš,Total,Broj,Oba spola,194
2013,Vareš,Total,Broj,Muškarci,112
2013,Velika Kladuša,Total,Broj,Žene,82
2013,Velika Kladuša,Total,Broj,Oba spola,3789
2013,Velika Kladuša,Total,Broj,Muškarci,1837
2013,Visoko,Total,Broj,Žene,1952
2013,Visoko,Total,Broj,Oba spola,1191
2013,Visoko,Total,Broj,Muškarci,626
2013,Višegrad,Total,Broj,Žene,565
2013,Višegrad,Total,Broj,Oba spola,719
2013,Višegrad,Total,Broj,Muškarci,399
2013,Vitez,Total,Broj,Žene,320
2013,Vitez,Total,Broj,Oba spola,1339
2013,Vitez,Total,Broj,Muškarci,722
2013,Vlasenica,Total,Broj,Žene,617
2013,Vlasenica,Total,Broj,Oba spola,442
2013,Vlasenica,Total,Broj,Muškarci,219
2013,Sarajevo - Vogošća,Total,Broj,Žene,223
2013,Sarajevo - Vogošća,Total,Broj,Oba spola,106
2013,Sarajevo - Vogošća,Total,Broj,Muškarci,53
2013,Vukosavlje,Total,Broj,Žene,53
2013,Vukosavlje,Total,Broj,Oba spola,53
2013,Vukosavlje,Total,Broj,Muškarci,33
2013,Zavidovići,Total,Broj,Žene,20
2013,Zavidovići,Total,Broj,Oba spola,1404
2013,Zavidovići,Total,Broj,Muškarci,681
2013,Zenica,Total,Broj,Žene,723
2013,Zenica,Total,Broj,Oba spola,260
2013,Zenica,Total,Broj,Muškarci,141
2013,Zvornik,Total,Broj,Žene,119
2013,Zvornik,Total,Broj,Oba spola,9
2013,Zvornik,Total,Broj,Muškarci,6
2013,Žepče,Total,Broj,Žene,3
2013,Žepče,Total,Broj,Oba spola,363
2013,Žepče,Total,Broj,Muškarci,187
2013,Živinice,Total,Broj,Žene,176
2013,Živinice,Total,Broj,Oba spola,1512
2013,Živinice,Total,Broj,Muškarci,781
2013,Banja Luka,0-4,Broj,Žene,731
2013,Banja Luka,0-4,Broj,Oba spola,5504
2013,Banja Luka,0-4,Broj,Muškarci,2819
2013,Banovići,0-4,Broj,Žene,2685
2013,Banovići,0-4,Broj,Oba spola,1952
2013,Banovići,0-4,Broj,Muškarci,997
2013,Berkovići,0-4,Broj,Žene,955
2013,Berkovići,0-4,Broj,Oba spola,979
2013,Berkovići,0-4,Broj,Muškarci,526
