Year,UNIT_MEASURE,Entitet,Value
2006,_%,BiH,23.3
2006,_%,FBiH,23.3
2006,_%,Republika Srpska,23.3
2006,_%,Brčko Distrikt BiH,21.3
2011,_%,BiH,9.0
2011,_%,FBiH,9.9
2011,_%,Republika Srpska,6.7
2011,_%,Brčko Distrikt BiH,13.1
2012,_%,BiH,9.0
2012,_%,FBiH,9.9
2012,_%,Republika Srpska,6.7
2012,_%,Brčko Distrikt BiH,13.1
