Year,UNIT_MEASURE,Sex,Age,Value
2013,Number,Male,22,24919
2013,Number,Male,23,24879
2013,Number,Male,24,24568
2013,Number,Male,25,25613
2013,Number,Male,26,25705
2013,Number,Male,27,25385
2013,Number,Male,28,25978
2013,Number,Male,29,26567
2013,Number,Male,30,25918
2013,Number,Male,31,26042
2013,Number,Male,32,25977
2013,Number,Male,33,25484
2013,Number,Male,34,25172
2013,Number,Male,35,25311
2013,Number,Male,36,25257
2013,Number,Male,37,25960
2013,Number,Male,38,25048
2013,Number,Male,39,24569
2013,Number,Male,40,24243
2013,Number,Male,41,25114
2013,Number,Male,42,24288
2013,Number,Male,43,23137
2013,Number,Male,44,24813
2013,Number,Male,45,24860
2013,Number,Male,46,25923
2013,Number,Male,47,26306
2013,Number,Male,48,26622
2013,Number,Male,49,26376
2013,Number,Male,50,26608
2013,Number,Male,51,27608
2013,Number,Male,52,27483
2013,Number,Male,53,26932
2013,Number,Male,54,27522
2013,Number,Male,55,25408
2013,Number,Male,56,24635
2013,Number,Male,57,25307
2013,Number,Male,58,25459
2013,Number,Male,59,24767
2013,Number,Male,60,24264
2013,Number,Male,61,22001
2013,Number,Male,62,19976
2013,Number,Male,63,19791
2013,Number,Male,64,18938
2013,Number,Male,65,16093
2013,Number,Male,66,17233
2013,Number,Male,67,13168
2013,Number,Male,68,11390
2013,Number,Male,69,11182
2013,Number,Male,70,10708
2013,Number,Male,71,11682
2013,Number,Male,72,12526
2013,Number,Male,73,13023
2013,Number,Male,74,11915
2013,Number,Male,75,11246
2013,Number,Male,76,10531
2013,Number,Male,77,9642
2013,Number,Male,78,8361
2013,Number,Male,79,7623
2013,Number,Male,80,6198
2013,Number,Male,81,5674
2013,Number,Male,82,4618
2013,Number,Male,83,4065
2013,Number,Male,84,3214
2013,Number,Male,85,2842
2013,Number,Male,86,1811
2013,Number,Male,87,1307
2013,Number,Male,88,902
2013,Number,Male,89,693
2013,Number,Male,90,477
2013,Number,Male,91,338
2013,Number,Male,92,232
2013,Number,Male,93,173
2013,Number,Male,94,91
2013,Number,Male,95,31
2013,Number,Male,96,26
2013,Number,Male,97,15
2013,Number,Male,98,19
2013,Number,Male,99,17
2013,Number,Male,100,8
2013,Number,Male,101,4
2013,Number,Male,102,8
2013,Number,Male,103,4
2013,Number,Male,104,5
2013,Number,Male,105,3
2013,Number,Male,106,4
2013,Number,Male,107,5
2013,Number,Male,108,2
2013,Number,Male,109,3
2013,Number,Male,110,3
2013,Number,Male,111,2
2013,Number,Male,112,11
2013,Number,Male,113,16
2013,Number,Male,114,0
2013,Number,Male,115,0
2013,Number,Male,116,0
2013,Number,Male,117,0
2013,Number,Male,118,0
2013,Number,Male,119,0
2013,Number,Male,120,0
2013,Number,Male,Unknown,0
2013,Number,Male,Total,1732270
1971,Number,Female,0,38333
1971,Number,Female,1,38296
1971,Number,Female,2,38840
1971,Number,Female,3,40730
1971,Number,Female,4,42177
1971,Number,Female,5,42916
1971,Number,Female,6,43197
1971,Number,Female,7,43242
1971,Number,Female,8,43635
1971,Number,Female,9,43949
1971,Number,Female,10,45073
1971,Number,Female,11,43500
1971,Number,Female,12,44865
1971,Number,Female,13,41522
1971,Number,Female,14,42173
1971,Number,Female,15,42277
1971,Number,Female,16,44465
1971,Number,Female,17,40366
1971,Number,Female,18,43071
1971,Number,Female,19,31993
1971,Number,Female,20,34938
1971,Number,Female,21,34050
1971,Number,Female,22,30806
1971,Number,Female,23,28458
1971,Number,Female,24,28992
1971,Number,Female,25,22036
1971,Number,Female,26,21800
1971,Number,Female,27,22022
1971,Number,Female,28,23587
1971,Number,Female,29,26558
1971,Number,Female,30,28718
1971,Number,Female,31,30492
1971,Number,Female,32,29326
1971,Number,Female,33,30031
1971,Number,Female,34,30291
1971,Number,Female,35,30125
1971,Number,Female,36,29644
1971,Number,Female,37,29124
1971,Number,Female,38,27977
1971,Number,Female,39,24577
1971,Number,Female,40,26502
1971,Number,Female,41,25610
1971,Number,Female,42,25976
1971,Number,Female,43,23389
1971,Number,Female,44,22758
1971,Number,Female,45,21832
1971,Number,Female,46,19948
1971,Number,Female,47,18754
1971,Number,Female,48,19609
1971,Number,Female,49,16081
1971,Number,Female,50,18945
1971,Number,Female,51,15778
1971,Number,Female,52,10112
1971,Number,Female,53,8337
1971,Number,Female,54,7599
1971,Number,Female,55,10145
1971,Number,Female,56,15395
1971,Number,Female,57,13164
1971,Number,Female,58,14739
1971,Number,Female,59,12358
1971,Number,Female,60,15815
1971,Number,Female,61,12020
1971,Number,Female,62,10405
1971,Number,Female,63,10981
1971,Number,Female,64,10419
1971,Number,Female,65,10817
1971,Number,Female,66,9282
1971,Number,Female,67,7931
1971,Number,Female,68,7302
1971,Number,Female,69,6886
1971,Number,Female,70,12749
1971,Number,Female,71,6088
1971,Number,Female,72,4344
1971,Number,Female,73,3632
1971,Number,Female,74,3600
1971,Number,Female,75,3888
1971,Number,Female,76,2871
1971,Number,Female,77,2345
1971,Number,Female,78,2555
1971,Number,Female,79,1889
1971,Number,Female,80,2540
1971,Number,Female,81,1540
1971,Number,Female,82,1703
1971,Number,Female,83,1083
1971,Number,Female,84,986
1971,Number,Female,85,1171
1971,Number,Female,86,801
1971,Number,Female,87,530
1971,Number,Female,88,531
1971,Number,Female,89,443
1971,Number,Female,90,612
1971,Number,Female,91,288
1971,Number,Female,92,210
1971,Number,Female,93,122
1971,Number,Female,94,151
1971,Number,Female,95,206
1971,Number,Female,96,119
1971,Number,Female,97,95
1971,Number,Female,98,72
1971,Number,Female,99,22
1971,Number,Female,100,47
1971,Number,Female,101,0
1971,Number,Female,102,0
1971,Number,Female,103,0
1971,Number,Female,104,0
1971,Number,Female,105,0
1971,Number,Female,106,0
1971,Number,Female,107,0
1971,Number,Female,108,0
1971,Number,Female,109,0
1971,Number,Female,110,0
1971,Number,Female,111,0
1971,Number,Female,112,0
1971,Number,Female,113,0
1971,Number,Female,114,0
1971,Number,Female,115,0
1971,Number,Female,116,0
1971,Number,Female,117,0
1971,Number,Female,118,0
1971,Number,Female,119,0
1971,Number,Female,120,0
1971,Number,Female,Unknown,7217
1971,Number,Female,Total,1911511
1981,Number,Female,0,35280
1981,Number,Female,1,34234
1981,Number,Female,2,32792
1981,Number,Female,3,33582
1981,Number,Female,4,34802
1981,Number,Female,5,35169
1981,Number,Female,6,34771
1981,Number,Female,7,34792
1981,Number,Female,8,35760
1981,Number,Female,9,36638
1981,Number,Female,10,35353
1981,Number,Female,11,36282
1981,Number,Female,12,37662
1981,Number,Female,13,39115
1981,Number,Female,14,40735
1981,Number,Female,15,41716
1981,Number,Female,16,41590
1981,Number,Female,17,41548
1981,Number,Female,18,41752
1981,Number,Female,19,41290
1981,Number,Female,20,40895
1981,Number,Female,21,37939
1981,Number,Female,22,38315
1981,Number,Female,23,34847
1981,Number,Female,24,34695
1981,Number,Female,25,33446
1981,Number,Female,26,34986
1981,Number,Female,27,31309
1981,Number,Female,28,34275
1981,Number,Female,29,25682
1981,Number,Female,30,28730
1981,Number,Female,31,28400
1981,Number,Female,32,26255
1981,Number,Female,33,24336
1981,Number,Female,34,25751
1981,Number,Female,35,19329
1981,Number,Female,36,19371
1981,Number,Female,37,19916
1981,Number,Female,38,21443
1981,Number,Female,39,24338
1981,Number,Female,40,26233
1981,Number,Female,41,28079
1981,Number,Female,42,26954
1981,Number,Female,43,27857
1981,Number,Female,44,28234
1981,Number,Female,45,27891
1981,Number,Female,46,27520
1981,Number,Female,47,27077
1981,Number,Female,48,26034
1981,Number,Female,49,23094
1981,Number,Female,50,24885
1981,Number,Female,51,23880
1981,Number,Female,52,24474
1981,Number,Female,53,22276
1981,Number,Female,54,21420
1981,Number,Female,55,20730
1981,Number,Female,56,18844
1981,Number,Female,57,17578
1981,Number,Female,58,18421
1981,Number,Female,59,14521
1981,Number,Female,60,17654
1981,Number,Female,61,14416
1981,Number,Female,62,8790
1981,Number,Female,63,7275
1981,Number,Female,64,6488
1981,Number,Female,65,8550
1981,Number,Female,66,13000
1981,Number,Female,67,11043
1981,Number,Female,68,12293
1981,Number,Female,69,9381
1981,Number,Female,70,12131
1981,Number,Female,71,8613
1981,Number,Female,72,7417
1981,Number,Female,73,7605
1981,Number,Female,74,7026
1981,Number,Female,75,7144
1981,Number,Female,76,5749
1981,Number,Female,77,4825
1981,Number,Female,78,4213
1981,Number,Female,79,3216
1981,Number,Female,80,6952
1981,Number,Female,81,2451
1981,Number,Female,82,1818
1981,Number,Female,83,1531
1981,Number,Female,84,1371
1981,Number,Female,85,1316
1981,Number,Female,86,953
1981,Number,Female,87,732
1981,Number,Female,88,956
1981,Number,Female,89,489
1981,Number,Female,90,654
1981,Number,Female,91,335
1981,Number,Female,92,352
1981,Number,Female,93,206
1981,Number,Female,94,251
1981,Number,Female,95,201
1981,Number,Female,96,145
1981,Number,Female,97,123
1981,Number,Female,98,130
1981,Number,Female,99,81
1981,Number,Female,100,81
1981,Number,Female,101,0
1981,Number,Female,102,0
1981,Number,Female,103,0
1981,Number,Female,104,0
1981,Number,Female,105,0
1981,Number,Female,106,0
1981,Number,Female,107,0
1981,Number,Female,108,0
1981,Number,Female,109,0
1981,Number,Female,110,0
1981,Number,Female,111,0
1981,Number,Female,112,0
1981,Number,Female,113,0
1981,Number,Female,114,0
1981,Number,Female,115,0
1981,Number,Female,116,0
1981,Number,Female,117,0
1981,Number,Female,118,0
1981,Number,Female,119,0
1981,Number,Female,120,0
1981,Number,Female,Unknown,2743
1981,Number,Female,Total,2005823
1991,Number,Female,0,30570
1991,Number,Female,1,31014
1991,Number,Female,2,31395
1991,Number,Female,3,32377
1991,Number,Female,4,31752
1991,Number,Female,5,32780
1991,Number,Female,6,32878
1991,Number,Female,7,32968
1991,Number,Female,8,33044
1991,Number,Female,9,32855
1991,Number,Female,10,32752
1991,Number,Female,11,32705
1991,Number,Female,12,31952
1991,Number,Female,13,32544
1991,Number,Female,14,33459
1991,Number,Female,15,33514
1991,Number,Female,16,32846
1991,Number,Female,17,32628
1991,Number,Female,18,33084
1991,Number,Female,19,33558
1991,Number,Female,20,31155
1991,Number,Female,21,31925
1991,Number,Female,22,31936
1991,Number,Female,23,33108
1991,Number,Female,24,33970
1991,Number,Female,25,34102
1991,Number,Female,26,33667
1991,Number,Female,27,33601
1991,Number,Female,28,34204
1991,Number,Female,29,35045
1991,Number,Female,30,35249
1991,Number,Female,31,33814
1991,Number,Female,32,34831
1991,Number,Female,33,32191
1991,Number,Female,34,32225
1991,Number,Female,35,31697
1991,Number,Female,36,33419
1991,Number,Female,37,29459
1991,Number,Female,38,33023
1991,Number,Female,39,25135
1991,Number,Female,40,27801
1991,Number,Female,41,27723
1991,Number,Female,42,24943
1991,Number,Female,43,23359
1991,Number,Female,44,24989
1991,Number,Female,45,18151
1991,Number,Female,46,18334
1991,Number,Female,47,18770
1991,Number,Female,48,19808
1991,Number,Female,49,22961
1991,Number,Female,50,25130
1991,Number,Female,51,26253
1991,Number,Female,52,25199
1991,Number,Female,53,26238
1991,Number,Female,54,25889
1991,Number,Female,55,26045
1991,Number,Female,56,25776
1991,Number,Female,57,24901
1991,Number,Female,58,23545
1991,Number,Female,59,21983
1991,Number,Female,60,22979
1991,Number,Female,61,21923
1991,Number,Female,62,21311
1991,Number,Female,63,19962
1991,Number,Female,64,18953
1991,Number,Female,65,17885
1991,Number,Female,66,16141
1991,Number,Female,67,15015
1991,Number,Female,68,14736
1991,Number,Female,69,12601
1991,Number,Female,70,13274
1991,Number,Female,71,11169
1991,Number,Female,72,6092
1991,Number,Female,73,5054
1991,Number,Female,74,4325
1991,Number,Female,75,5338
1991,Number,Female,76,7905
1991,Number,Female,77,6570
1991,Number,Female,78,6657
1991,Number,Female,79,5123
1991,Number,Female,80,5510
1991,Number,Female,81,4055
1991,Number,Female,82,3142
1991,Number,Female,83,2976
1991,Number,Female,84,2462
1991,Number,Female,85,2215
1991,Number,Female,86,1794
1991,Number,Female,87,1359
1991,Number,Female,88,1046
1991,Number,Female,89,743
1991,Number,Female,90,965
1991,Number,Female,91,417
1991,Number,Female,92,263
1991,Number,Female,93,187
1991,Number,Female,94,127
1991,Number,Female,95,114
1991,Number,Female,96,76
1991,Number,Female,97,65
1991,Number,Female,98,45
1991,Number,Female,99,29
1991,Number,Female,100,37
1991,Number,Female,101,19
1991,Number,Female,102,10
1991,Number,Female,103,14
1991,Number,Female,104,5
1991,Number,Female,105,5
1991,Number,Female,106,3
1991,Number,Female,107,2
1991,Number,Female,108,1
1991,Number,Female,109,1
1991,Number,Female,110,3
1991,Number,Female,111,2
1991,Number,Female,112,1
1991,Number,Female,113,1
1991,Number,Female,114,2
1991,Number,Female,115,2
1991,Number,Female,116,0
1991,Number,Female,117,0
1991,Number,Female,118,0
1991,Number,Female,119,0
1991,Number,Female,120,0
1991,Number,Female,Unknown,36922
1991,Number,Female,Total,2099862
2013,Number,Female,0,16083
2013,Number,Female,1,16740
2013,Number,Female,2,16687
2013,Number,Female,3,17460
2013,Number,Female,4,17652
2013,Number,Female,5,17538
2013,Number,Female,6,17000
2013,Number,Female,7,17103
2013,Number,Female,8,17218
2013,Number,Female,9,17240
2013,Number,Female,10,17601
2013,Number,Female,11,17848
2013,Number,Female,12,18804
2013,Number,Female,13,19314
2013,Number,Female,14,20455
2013,Number,Female,15,22113
2013,Number,Female,16,25155
2013,Number,Female,17,25017
2013,Number,Female,18,24591
2013,Number,Female,19,20966
2013,Number,Female,20,18779
2013,Number,Female,21,21883
2013,Number,Female,22,23484
2013,Number,Female,23,23317
2013,Number,Female,24,23710
2013,Number,Female,25,24520
2013,Number,Female,26,23973
2013,Number,Female,27,24410
2013,Number,Female,28,24468
2013,Number,Female,29,25699
2013,Number,Female,30,24816
2013,Number,Female,31,24869
2013,Number,Female,32,25000
2013,Number,Female,33,24849
2013,Number,Female,34,24506
2013,Number,Female,35,24477
2013,Number,Female,36,24662
2013,Number,Female,37,25367
2013,Number,Female,38,24448
2013,Number,Female,39,24167
2013,Number,Female,40,23975
2013,Number,Female,41,24626
2013,Number,Female,42,23848
2013,Number,Female,43,22878
2013,Number,Female,44,24216
2013,Number,Female,45,24811
2013,Number,Female,46,25750
2013,Number,Female,47,26464
2013,Number,Female,48,27078
2013,Number,Female,49,26738
2013,Number,Female,50,27178
2013,Number,Female,51,28521
2013,Number,Female,52,28105
2013,Number,Female,53,28144
2013,Number,Female,54,28474
2013,Number,Female,55,27181
2013,Number,Female,56,25712
2013,Number,Female,57,26625
2013,Number,Female,58,27287
2013,Number,Female,59,26156
2013,Number,Female,60,26573
2013,Number,Female,61,24676
2013,Number,Female,62,22355
2013,Number,Female,63,22779
2013,Number,Female,64,21898
2013,Number,Female,65,19700
2013,Number,Female,66,20555
2013,Number,Female,67,16012
2013,Number,Female,68,14354
2013,Number,Female,69,13882
2013,Number,Female,70,14350
2013,Number,Female,71,15308
2013,Number,Female,72,16801
2013,Number,Female,73,17753
2013,Number,Female,74,16389
2013,Number,Female,75,16063
2013,Number,Female,76,14882
2013,Number,Female,77,14308
2013,Number,Female,78,12871
2013,Number,Female,79,11740
2013,Number,Female,80,10033
2013,Number,Female,81,9067
2013,Number,Female,82,7441
2013,Number,Female,83,6934
2013,Number,Female,84,5392
2013,Number,Female,85,4758
2013,Number,Female,86,3547
2013,Number,Female,87,2852
2013,Number,Female,88,2153
2013,Number,Female,89,1657
2013,Number,Female,90,1268
2013,Number,Female,91,892
2013,Number,Female,92,593
2013,Number,Female,93,551
2013,Number,Female,94,247
2013,Number,Female,95,118
2013,Number,Female,96,93
2013,Number,Female,97,51
2013,Number,Female,98,73
2013,Number,Female,99,41
2013,Number,Female,100,30
2013,Number,Female,101,20
2013,Number,Female,102,20
2013,Number,Female,103,8
2013,Number,Female,104,1
2013,Number,Female,105,6
2013,Number,Female,106,5
2013,Number,Female,107,3
2013,Number,Female,108,2
2013,Number,Female,109,1
2013,Number,Female,110,2
2013,Number,Female,111,1
2013,Number,Female,112,9
2013,Number,Female,113,15
2013,Number,Female,114,0
2013,Number,Female,115,0
2013,Number,Female,116,0
2013,Number,Female,117,0
2013,Number,Female,118,0
2013,Number,Female,119,0
2013,Number,Female,120,0
2013,Number,Female,Unknown,0
2013,Number,Female,Total,1798889
2013,% of total,Female,0,16083
2013,% of total,Female,1,16740
2013,% of total,Female,2,16687
2013,% of total,Female,3,17460
2013,% of total,Female,4,17652
2013,% of total,Female,5,17538
2013,% of total,Female,6,17000
2013,% of total,Female,7,17103
2013,% of total,Female,8,17218
2013,% of total,Female,9,17240
2013,% of total,Female,10,17601
2013,% of total,Female,11,17848
2013,% of total,Female,12,18804
2013,% of total,Female,13,19314
2013,% of total,Female,14,20455
2013,% of total,Female,15,22113
2013,% of total,Female,16,25155
2013,% of total,Female,17,25017
2013,% of total,Female,18,24591
2013,% of total,Female,19,20966
2013,% of total,Female,20,18779
2013,% of total,Female,21,21883
2013,% of total,Female,22,23484
2013,% of total,Female,23,23317
2013,% of total,Female,24,23710
2013,% of total,Female,25,24520
2013,% of total,Female,26,23973
2013,% of total,Female,27,24410
2013,% of total,Female,28,24468
2013,% of total,Female,29,25699
2013,% of total,Female,30,24816
2013,% of total,Female,31,24869
2013,% of total,Female,32,25000
2013,% of total,Female,33,24849
2013,% of total,Female,34,24506
2013,% of total,Female,35,24477
2013,% of total,Female,36,24662
2013,% of total,Female,37,25367
2013,% of total,Female,38,24448
2013,% of total,Female,39,24167
2013,% of total,Female,40,23975
2013,% of total,Female,41,24626
2013,% of total,Female,42,23848
2013,% of total,Female,43,22878
2013,% of total,Female,44,24216
2013,% of total,Female,45,24811
2013,% of total,Female,46,25750
2013,% of total,Female,47,26464
2013,% of total,Female,48,27078
2013,% of total,Female,49,26738
2013,% of total,Female,50,27178
2013,% of total,Female,51,28521
2013,% of total,Female,52,28105
2013,% of total,Female,53,28144
2013,% of total,Female,54,28474
2013,% of total,Female,55,27181
2013,% of total,Female,56,25712
2013,% of total,Female,57,26625
2013,% of total,Female,58,27287
2013,% of total,Female,59,26156
2013,% of total,Female,60,26573
2013,% of total,Female,61,24676
2013,% of total,Female,62,22355
2013,% of total,Female,63,22779
2013,% of total,Female,64,21898
2013,% of total,Female,65,19700
2013,% of total,Female,66,20555
2013,% of total,Female,67,16012
2013,% of total,Female,68,14354
2013,% of total,Female,69,13882
2013,% of total,Female,70,14350
2013,% of total,Female,71,15308
2013,% of total,Female,72,16801
2013,% of total,Female,73,17753
2013,% of total,Female,74,16389
2013,% of total,Female,75,16063
2013,% of total,Female,76,14882
2013,% of total,Female,77,14308
2013,% of total,Female,78,12871
2013,% of total,Female,79,11740
2013,% of total,Female,80,10033
2013,% of total,Female,81,9067
2013,% of total,Female,82,7441
2013,% of total,Female,83,6934
2013,% of total,Female,84,5392
2013,% of total,Female,85,4758
2013,% of total,Female,86,3547
2013,% of total,Female,87,2852
2013,% of total,Female,88,2153
2013,% of total,Female,89,1657
2013,% of total,Female,90,1268
2013,% of total,Female,91,892
2013,% of total,Female,92,593
2013,% of total,Female,93,551
2013,% of total,Female,94,247
2013,% of total,Female,95,118
2013,% of total,Female,96,93
2013,% of total,Female,97,51
2013,% of total,Female,98,73
2013,% of total,Female,99,41
2013,% of total,Female,100,30
2013,% of total,Female,101,20
2013,% of total,Female,102,20
2013,% of total,Female,103,8
2013,% of total,Female,104,1
2013,% of total,Female,105,6
2013,% of total,Female,106,5
2013,% of total,Female,107,3
2013,% of total,Female,108,2
2013,% of total,Female,109,1
2013,% of total,Female,110,2
2013,% of total,Female,111,1
2013,% of total,Female,112,9
2013,% of total,Female,113,15
2013,% of total,Female,114,0
2013,% of total,Female,115,0
2013,% of total,Female,116,0
2013,% of total,Female,117,0
2013,% of total,Female,118,0
2013,% of total,Female,119,0
2013,% of total,Female,120,0
2013,% of total,Female,Unknown,0
2013,% of total,Female,Total,1798889
