Year,UNIT_MEASURE,Value
2005,Број,3.0
2007,Број,3.0
2008,Број,4.0
2009,Број,5.0
2010,Број,4.0
2011,Број,2.0
2012,Број,4.0
2013,Број,3.0
2014,Број,1.0
2016,Број,3.0
2017,Број,1.0
2018,Број,9.0
2019,Број,10.0
