Year,Value,UNIT_MEASURE
2007,14.97,NUMBER
2008,11.02,NUMBER
2009,14.89,NUMBER
2010,12.65,NUMBER
2011,10.31,NUMBER
2012,14.78,NUMBER
2013,8.41,NUMBER
2014,14.36,NUMBER
2015,13.44,NUMBER
2016,19.13,NUMBER
2017,10.26,NUMBER
