Year,Value,UNIT_MEASURE
2013,204.08,NUMBER
2014,210.46,NUMBER
2015,210.43,NUMBER
2016,212.07,NUMBER
2017,211.37,NUMBER
2018,217.1,NUMBER
2019,223.11,NUMBER
