Year,Value,UNIT_MEASURE
2013,380.13,NUMBER
2014,377.95,NUMBER
2015,376.37,NUMBER
2016,376.47,NUMBER
2017,372.77,NUMBER
2018,374.11,NUMBER
2019,368.98,NUMBER
