Year,Value,UNIT_MEASURE
2005,142,NUMBER
2006,139,NUMBER
2007,362,NUMBER
2008,326,NUMBER
2009,369,NUMBER
2010,424,NUMBER
2011,299,NUMBER
2012,174,NUMBER
2013,99,NUMBER
2014,169,NUMBER
2015,158,NUMBER
2016,407,NUMBER
2017,115,NUMBER
