Year,Value,UNIT_MEASURE
2002,10.0,NUMBER
2003,5.0,NUMBER
2004,18.0,NUMBER
2005,18.0,NUMBER
2006,15.0,NUMBER
2007,22.0,NUMBER
2008,15.0,NUMBER
2009,10.0,NUMBER
2010,22.0,NUMBER
2011,30.0,NUMBER
2012,18.0,NUMBER
2013,14.0,NUMBER
2014,21.0,NUMBER
2015,12.0,NUMBER
2016,16.0,NUMBER
2017,20.0,NUMBER
2018,17.0,NUMBER
2019,42.0,NUMBER
