Year,Value,UNIT_MEASURE
2005,351.0,NUMBER
2006,331.0,NUMBER
2007,918.0,NUMBER
2008,852.0,NUMBER
2010,876.0,NUMBER
2011,852.0,NUMBER
2012,488.0,NUMBER
2013,307.0,NUMBER
2014,208.0,NUMBER
2015,538.0,NUMBER
2016,1023.0,NUMBER
2017,556.0,NUMBER
