Year,Value,UNIT_MEASURE
2013,20.69,NUMBER
2014,21.34,NUMBER
2015,23.73,NUMBER
2016,24.16,NUMBER
2017,20.89,NUMBER
2018,22.54,NUMBER
2019,21.76,NUMBER
