Year,Value,UNIT_MEASURE
2013,7211,NUMBER
2014,7426,NUMBER
2015,7413,NUMBER
2016,7453,NUMBER
2017,7415,NUMBER
2018,7599,NUMBER
2019,7791,NUMBER
