Year,Value,UNIT_MEASURE
2013,6480,NUMBER
2014,6673,NUMBER
2015,6577,NUMBER
2016,6604,NUMBER
2017,6682,NUMBER
2018,6810,NUMBER
2019,7031,NUMBER
