Year,Value,UNIT_MEASURE
2020,10.9,crude_death_rate_1000
2025,11.9,crude_death_rate_1000
2030,13.0,crude_death_rate_1000
2035,14.4,crude_death_rate_1000
2040,15.9,crude_death_rate_1000
2045,17.4,crude_death_rate_1000
2050,18.6,crude_death_rate_1000
2055,19.7,crude_death_rate_1000
2060,20.5,crude_death_rate_1000
2065,21.3,crude_death_rate_1000
2070,22.0,crude_death_rate_1000
