Year,Value,UNIT_MEASURE
2008,4105.0,NUMBER
2009,3806.0,NUMBER
2010,3080.0,NUMBER
2011,4598.0,NUMBER
2012,4823.0,NUMBER
2013,4597.0,NUMBER
2014,4730.0,NUMBER
2015,4788.0,NUMBER
2016,4909.0,NUMBER
2017,5038.0,NUMBER
2018,4910.0,NUMBER
