Year,Value,UNIT_MEASURE
2003,0.34,NUMBER
2004,0.43,NUMBER
2005,0.47,NUMBER
2006,0.52,NUMBER
2007,0.17,NUMBER
2008,0.3,NUMBER
2009,0.17,NUMBER
2010,0.13,NUMBER
2011,0.86,NUMBER
2012,0.73,NUMBER
2013,0.68,NUMBER
2014,0.64,NUMBER
2015,0.43,NUMBER
2016,0.73,NUMBER
2017,0.32,NUMBER
2018,0.87,NUMBER
2019,0.96,NUMBER
