Year,Value,UNIT_MEASURE
2007,43.82,NUMBER
2008,35.76,NUMBER
2009,47.12,NUMBER
2010,38.95,NUMBER
2011,35.14,NUMBER
2012,41.44,NUMBER
2013,26.08,NUMBER
2014,17.67,NUMBER
2015,45.75,NUMBER
2016,51.07,NUMBER
2017,49.6,NUMBER
