Year,Value,UNIT_MEASURE
1996,21107,NUMBER
1997,23220,NUMBER
1998,22398,NUMBER
1999,22472,NUMBER
2000,21897,NUMBER
2001,20302,NUMBER
2002,20122,NUMBER
2003,20733,NUMBER
2004,22252,NUMBER
2005,21698,NUMBER
2006,21501,NUMBER
2007,23494,NUMBER
2008,22151,NUMBER
2009,20633,NUMBER
2010,19541,NUMBER
2011,19156,NUMBER
2012,18235,NUMBER
2013,17623,NUMBER
2014,18643,NUMBER
2015,19686,NUMBER
2016,19265,NUMBER
2017,19969,NUMBER
2018,19911,NUMBER
2019,18952,NUMBER
