Year,Value,UNIT_MEASURE
2013,183.39,NUMBER
2014,189.12,NUMBER
2015,186.7,NUMBER
2016,187.91,NUMBER
2017,190.47,NUMBER
2018,194.56,NUMBER
2019,201.34,NUMBER
