Year,Value,UNIT_MEASURE
2013,1149,NUMBER
2014,1113,NUMBER
2015,1091,NUMBER
2016,1099,NUMBER
2017,1056,NUMBER
2018,1063,NUMBER
2019,1062,NUMBER
