Year,UNIT_MEASURE,Administrative area,Value
2006,_%,BiH,60.5
2006,_%,Federation of BiH,59.0
2006,_%,Republika Srpska,63.6
2006,_%,Brčko District of BiH,52.0
2011,_%,BiH,84.0
2011,_%,Federation of BiH,81.5
2011,_%,Republika Srpska,88.9
2011,_%,Brčko District of BiH,65.3
