Year,UNIT_MEASURE,Godine,Spol,Municipality,Value
2013,Broj,0-4,Žene,Kupres - FBIH,78
2013,Broj,0-4,Žene,Laktaši,832
2013,Broj,0-4,Žene,Livno,648
2013,Broj,0-4,Žene,Lopare,262
2013,Broj,0-4,Žene,Lukavac,949
2013,Broj,0-4,Žene,Ljubinje,82
2013,Broj,0-4,Žene,Ljubuški,669
2013,Broj,0-4,Žene,Maglaj,582
2013,Broj,0-4,Žene,Milići,242
2013,Broj,0-4,Žene,Modriča,487
2013,Broj,0-4,Žene,Mostar,2585
2013,Broj,0-4,Žene,Mrkonjić Grad,344
2013,Broj,0-4,Žene,Neum,101
2013,Broj,0-4,Žene,Nevesinje,260
2013,Broj,0-4,Žene,Novi Grad,485
2013,Broj,0-4,Žene,Sarajevo - Novi Grad,3266
2013,Broj,0-4,Žene,Novi Travnik,633
2013,Broj,0-4,Žene,Novo Goražde,53
2013,Broj,0-4,Žene,Sarajevo - Novo Sarajevo,1650
2013,Broj,0-4,Žene,Odžak,349
2013,Broj,0-4,Žene,Olovo,193
2013,Broj,0-4,Žene,Orašje,357
2013,Broj,0-4,Žene,Osmaci,127
2013,Broj,0-4,Žene,Oštra Luka,52
2013,Broj,0-4,Žene,Pale - FBIH,17
2013,Broj,0-4,Žene,Pale - RS,442
2013,Broj,0-4,Žene,Pelagićevo,68
2013,Broj,0-4,Žene,Petrovac,5
2013,Broj,0-4,Žene,Petrovo,118
2013,Broj,0-4,Žene,Posušje,595
2013,Broj,0-4,Žene,Prijedor,1663
2013,Broj,0-4,Žene,Prnjavor,788
2013,Broj,0-4,Žene,Prozor,346
2013,Broj,0-4,Žene,Ravno,58
2013,Broj,0-4,Žene,Ribnik,124
2013,Broj,0-4,Žene,Rogatica,262
2013,Broj,0-4,Žene,Rudo,136
2013,Broj,0-4,Žene,Sanski Most,831
2013,Broj,0-4,Žene,Sapna,330
2013,Broj,0-4,Žene,Sokolac,244
2013,Broj,0-4,Žene,Srbac,424
2013,Broj,0-4,Žene,Srebrenica,261
2013,Broj,0-4,Žene,Srebrenik,1085
2013,Broj,0-4,Žene,Sarajevo - Stari Grad,788
2013,Broj,0-4,Žene,Stolac,313
2013,Broj,0-4,Žene,Šamac,295
2013,Broj,0-4,Žene,Šekovići,119
2013,Broj,0-4,Žene,Šipovo,197
2013,Broj,0-4,Žene,Široki Brijeg,762
2013,Broj,0-4,Žene,Teočak,159
2013,Broj,0-4,Žene,Teslić,921
2013,Broj,0-4,Žene,Tešanj,1301
2013,Broj,0-4,Žene,Tomislavgrad,735
2013,Broj,0-4,Žene,Travnik,1334
2013,Broj,0-4,Žene,Trebinje,662
2013,Broj,0-4,Žene,Trnovo - FBIH,28
2013,Broj,0-4,Žene,Trnovo - RS,36
2013,Broj,0-4,Žene,Tuzla,2439
2013,Broj,0-4,Žene,Ugljevik,307
2013,Broj,0-4,Žene,Usora,130
2013,Broj,0-4,Žene,Vareš,128
2013,Broj,0-4,Žene,Velika Kladuša,1323
2013,Broj,0-4,Žene,Visoko,1131
2013,Broj,0-4,Žene,Višegrad,180
2013,Broj,0-4,Žene,Vitez,690
2013,Broj,0-4,Žene,Vlasenica,231
2013,Broj,0-4,Žene,Sarajevo - Vogošća,763
2013,Broj,0-4,Žene,Vukosavlje,100
2013,Broj,0-4,Žene,Zavidovići,992
2013,Broj,0-4,Žene,Zenica,2968
2013,Broj,0-4,Žene,Zvornik,1516
2013,Broj,0-4,Žene,Žepče,779
2013,Broj,0-4,Žene,Živinice,1611
2013,Broj,5-9,Žene,Banja Luka,4276
2013,Broj,5-9,Žene,Banovići,589
2013,Broj,5-9,Žene,Berkovići,57
2013,Broj,5-9,Žene,Bihać,1390
2013,Broj,5-9,Žene,Bijeljina,2477
2013,Broj,5-9,Žene,Bileća,220
2013,Broj,5-9,Žene,Bosanska Krupa,747
2013,Broj,5-9,Žene,Bosanski Petrovac,166
2013,Broj,5-9,Žene,Bosansko Grahovo,20
2013,Broj,5-9,Žene,Bratunac,537
2013,Broj,5-9,Žene,Brčko,2077
2013,Broj,5-9,Žene,Breza,318
2013,Broj,5-9,Žene,Brod,339
2013,Broj,5-9,Žene,Bugojno,788
2013,Broj,5-9,Žene,Busovača,506
2013,Broj,5-9,Žene,Bužim,670
2013,Broj,5-9,Žene,Cazin,2045
2013,Broj,5-9,Žene,Sarajevo - Centar,1161
2013,Broj,5-9,Žene,Čajniče,113
2013,Broj,5-9,Žene,Čapljina,656
2013,Broj,5-9,Žene,Čelić,286
2013,Broj,5-9,Žene,Čelinac,359
2013,Broj,5-9,Žene,Čitluk,540
2013,Broj,5-9,Žene,Derventa,586
2013,Broj,5-9,Žene,Doboj,1664
2013,Broj,5-9,Žene,Doboj-Istok,279
2013,Broj,5-9,Žene,Doboj-Jug,133
2013,Broj,5-9,Žene,Dobretići,24
2013,Broj,5-9,Žene,Domaljevac-Šamac,128
2013,Broj,5-9,Žene,Donji Vakuf,435
2013,Broj,5-9,Žene,Donji Žabar,82
2013,Broj,5-9,Žene,Drvar,120
2013,Broj,5-9,Žene,Foča - FBIH,34
2013,Broj,5-9,Žene,Foča - RS,362
2013,Broj,5-9,Žene,Fojnica,304
2013,Broj,5-9,Žene,Gacko,203
2013,Broj,5-9,Žene,Glamoč,80
2013,Broj,5-9,Žene,Goražde,387
2013,Broj,5-9,Žene,Gornji Vakuf-Uskoplje,612
2013,Broj,5-9,Žene,Gračanica,1231
2013,Broj,5-9,Žene,Gradačac,1055
2013,Broj,5-9,Žene,Gradiška,1127
2013,Broj,5-9,Žene,Grude,470
2013,Broj,5-9,Žene,Sarajevo - Hadžići,635
2013,Broj,5-9,Žene,Han Pijesak,63
2013,Broj,5-9,Žene,Sarajevo - Ilidža,1768
2013,Broj,5-9,Žene,Sarajevo - Ilijaš,564
2013,Broj,5-9,Žene,Istočna Ilidža,358
2013,Broj,5-9,Žene,Istočni Drvar,0
2013,Broj,5-9,Žene,Istočni Mostar,9
2013,Broj,Total,Muškarci,Banja Luka,89148
2013,Broj,Total,Muškarci,Banovići,11392
2013,Broj,Total,Muškarci,Berkovići,1059
2013,Broj,Total,Muškarci,Bihać,27041
2013,Broj,Total,Muškarci,Bijeljina,52827
2013,Broj,Total,Muškarci,Bileća,5454
2013,Broj,Total,Muškarci,Bosanska Krupa,12548
2013,Broj,Total,Muškarci,Bosanski Petrovac,3678
2013,Broj,Total,Muškarci,Bosansko Grahovo,1287
2013,Broj,Total,Muškarci,Bratunac,10091
2013,Broj,Total,Muškarci,Brčko,41250
2013,Broj,Total,Muškarci,Breza,6952
2013,Broj,Total,Muškarci,Brod,8143
2013,Broj,Total,Muškarci,Bugojno,15635
2013,Broj,Total,Muškarci,Busovača,9134
2013,Broj,Total,Muškarci,Bužim,9885
2013,Broj,Total,Muškarci,Cazin,33072
2013,Broj,Total,Muškarci,Sarajevo - Centar,25369
2013,Broj,Total,Muškarci,Čajniče,2474
2013,Broj,Total,Muškarci,Čapljina,12947
2013,Broj,Total,Muškarci,Čelić,5256
2013,Broj,Total,Muškarci,Čelinac,7728
2013,Broj,Total,Muškarci,Čitluk,8937
2013,Broj,Total,Muškarci,Derventa,13397
2013,Broj,Total,Muškarci,Doboj,34916
2013,Broj,Total,Muškarci,Doboj-Istok,5061
2013,Broj,Total,Muškarci,Doboj-Jug,2065
2013,Broj,Total,Muškarci,Dobretići,905
2013,Broj,Total,Muškarci,Domaljevac-Šamac,2373
2013,Broj,Total,Muškarci,Donji Vakuf,6922
2013,Broj,Total,Muškarci,Donji Žabar,1920
2013,Broj,Total,Muškarci,Drvar,3473
2013,Broj,Total,Muškarci,Foča - FBIH,998
2013,Broj,Total,Muškarci,Foča - RS,9236
2013,Broj,Total,Muškarci,Fojnica,6197
2013,Broj,Total,Muškarci,Gacko,4556
2013,Broj,Total,Muškarci,Glamoč,1963
2013,Broj,Total,Muškarci,Goražde,10163
2013,Broj,Total,Muškarci,Gornji Vakuf-Uskoplje,10532
2013,Broj,Total,Muškarci,Gračanica,21641
2013,Broj,Total,Muškarci,Gradačac,19234
2013,Broj,Total,Muškarci,Gradiška,25271
2013,Broj,Total,Muškarci,Grude,8621
2013,Broj,Total,Muškarci,Sarajevo - Hadžići,11914
2013,Broj,Total,Muškarci,Han Pijesak,1667
2013,Broj,Total,Muškarci,Sarajevo - Ilidža,32359
2013,Broj,Total,Muškarci,Sarajevo - Ilijaš,9381
2013,Broj,Total,Muškarci,Istočna Ilidža,7069
2013,Broj,Total,Muškarci,Istočni Drvar,53
2013,Broj,Total,Muškarci,Istočni Mostar,142
2013,Broj,Total,Muškarci,Istočni Stari Grad,560
2013,Broj,Total,Muškarci,Istočno Novo Sarajevo,5058
2013,Broj,Total,Muškarci,Jablanica,5027
2013,Broj,Total,Muškarci,Jajce,13856
2013,Broj,Total,Muškarci,Jezero,601
2013,Broj,Total,Muškarci,Kakanj,18651
2013,Broj,Total,Muškarci,Kalesija,16597
2013,Broj,Total,Muškarci,Kalinovik,987
2013,Broj,Total,Muškarci,Kiseljak,10285
2013,Broj,Total,Muškarci,Kladanj,6108
2013,Broj,Total,Muškarci,Ključ,8365
2013,Broj,Total,Muškarci,Kneževo,4892
2013,Broj,Total,Muškarci,Konjic,12360
2013,Broj,Total,Muškarci,Kostajnica,2967
2013,Broj,Total,Muškarci,Kotor Varoš,9818
2013,Broj,Total,Muškarci,Kozarska Dubica,10516
2013,Broj,Total,Muškarci,Kreševo,2597
2013,Broj,Total,Muškarci,Krupa Na Uni,862
2013,Broj,Total,Muškarci,Kupres - FBIH,2541
2013,Broj,Total,Muškarci,Kupres - RS,160
2013,Broj,Total,Muškarci,Laktaši,17320
2013,Broj,Total,Muškarci,Livno,17024
2013,Broj,Total,Muškarci,Lopare,7749
2013,Broj,Total,Muškarci,Lukavac,21786
2013,Broj,Total,Muškarci,Ljubinje,1725
2013,Broj,Total,Muškarci,Ljubuški,14022
2013,Broj,Total,Muškarci,Maglaj,11430
2013,Broj,Total,Muškarci,Milići,5798
2013,Broj,Total,Muškarci,Modriča,12561
2013,Broj,Total,Muškarci,Mostar,51210
2013,Broj,Total,Muškarci,Mrkonjić Grad,8096
2013,Broj,Total,Muškarci,Neum,2344
2013,Broj,Total,Muškarci,Nevesinje,6462
2013,Broj,Total,Muškarci,Novi Grad,13594
2013,Broj,Total,Muškarci,Sarajevo - Novi Grad,55735
2013,Broj,Total,Muškarci,Novi Travnik,11862
2013,Broj,Total,Muškarci,Novo Goražde,1618
2013,Broj,Total,Muškarci,Sarajevo - Novo Sarajevo,29580
2013,Broj,Total,Muškarci,Odžak,9373
2013,Broj,Total,Muškarci,Olovo,5084
2013,Broj,Total,Muškarci,Orašje,10059
2013,Broj,Total,Muškarci,Osmaci,3065
2013,Broj,Total,Muškarci,Oštra Luka,1440
2013,Broj,Total,Muškarci,Pale - FBIH,456
2013,Broj,Total,Muškarci,Pale - RS,10038
2013,Broj,Total,Muškarci,Pelagićevo,2609
2013,Broj,Total,Muškarci,Petrovac,172
2013,Broj,Total,Muškarci,Petrovo,3124
2013,Broj,Total,Muškarci,Posušje,10287
2013,Broj,Total,Muškarci,Prijedor,43863
2013,Broj,Total,Muškarci,Prnjavor,17572
2013,Broj,Total,Muškarci,Prozor,7210
2013,Broj,Total,Muškarci,Ravno,1657
2013,Broj,Total,Muškarci,Ribnik,3009
2013,Broj,Total,Muškarci,Rogatica,5270
2013,Broj,Total,Muškarci,Rudo,4050
2013,Broj,Total,Muškarci,Sanski Most,20826
2013,Broj,Total,Muškarci,Sapna,5739
2013,Broj,Total,Muškarci,Sokolac,5919
2013,Broj,Total,Muškarci,Srbac,8623
2013,Broj,Total,Muškarci,Srebrenica,6602
2013,Broj,Total,Muškarci,Srebrenik,19348
2013,Broj,Total,Muškarci,Sarajevo - Stari Grad,17482
2013,Broj,Total,Muškarci,Stolac,7326
2013,Broj,Total,Muškarci,Šamac,8385
2013,Broj,Total,Muškarci,Šekovići,3360
2013,Broj,Total,Muškarci,Šipovo,5221
2013,Broj,Total,Muškarci,Široki Brijeg,14381
2013,Broj,Total,Muškarci,Teočak,3767
2013,Broj,Total,Muškarci,Teslić,18679
2013,Broj,Total,Muškarci,Tešanj,21376
2013,Broj,Total,Muškarci,Tomislavgrad,16055
2013,Broj,Total,Muškarci,Travnik,26574
2013,Broj,Total,Muškarci,Trebinje,14251
2013,Broj,Total,Muškarci,Trnovo - FBIH,735
2013,Broj,Total,Muškarci,Trnovo - RS,989
2013,Broj,Total,Muškarci,Tuzla,52745
2013,Broj,Total,Muškarci,Ugljevik,7937
2013,Broj,Total,Muškarci,Usora,3266
2013,Broj,Total,Muškarci,Vareš,4373
2013,Broj,Total,Muškarci,Velika Kladuša,19889
2013,Broj,Total,Muškarci,Visoko,19705
2013,Broj,Total,Muškarci,Višegrad,5106
2013,Broj,Total,Muškarci,Vitez,12767
2013,Broj,Total,Muškarci,Vlasenica,5638
2013,Broj,Total,Muškarci,Sarajevo - Vogošća,12606
2013,Broj,Total,Muškarci,Vukosavlje,2340
2013,Broj,Total,Muškarci,Zavidovići,17883
2013,Broj,Total,Muškarci,Zenica,54660
2013,Broj,Total,Muškarci,Zvornik,29270
2013,Broj,Total,Muškarci,Žepče,15335
2013,Broj,Total,Muškarci,Živinice,28714
2013,Broj,0-4,Muškarci,Banja Luka,4898
2013,Broj,0-4,Muškarci,Banovići,614
2013,Broj,0-4,Muškarci,Berkovići,45
2013,Broj,0-4,Muškarci,Bihać,1361
2013,Broj,0-4,Muškarci,Bijeljina,2637
2013,Broj,0-4,Muškarci,Bileća,255
2013,Broj,0-4,Muškarci,Bosanska Krupa,735
2013,Broj,0-4,Muškarci,Bosanski Petrovac,126
2013,Broj,0-4,Muškarci,Bosansko Grahovo,39
2013,Broj,0-4,Muškarci,Bratunac,509
2013,Broj,0-4,Muškarci,Brčko,2178
2013,Broj,0-4,Muškarci,Breza,348
2013,Broj,0-4,Muškarci,Brod,402
2013,Broj,0-4,Muškarci,Bugojno,786
2013,Broj,0-4,Muškarci,Busovača,494
2013,Broj,0-4,Muškarci,Bužim,732
2013,Broj,0-4,Muškarci,Cazin,2050
2013,Broj,0-4,Muškarci,Sarajevo - Centar,1308
2013,Broj,0-4,Muškarci,Čajniče,85
2013,Broj,0-4,Muškarci,Čapljina,628
2013,Broj,0-4,Muškarci,Čelić,229
2013,Broj,0-4,Muškarci,Čelinac,399
2013,Broj,0-4,Muškarci,Čitluk,480
2013,Broj,0-4,Muškarci,Derventa,580
2013,Broj,0-4,Muškarci,Doboj,1695
2013,Broj,0-4,Muškarci,Doboj-Istok,292
2013,Broj,0-4,Muškarci,Doboj-Jug,120
2013,Broj,0-4,Muškarci,Dobretići,18
2013,Broj,0-4,Muškarci,Domaljevac-Šamac,89
2013,Broj,0-4,Muškarci,Donji Vakuf,338
2013,Broj,0-4,Muškarci,Donji Žabar,70
2013,Broj,0-4,Muškarci,Drvar,106
2013,Broj,0-4,Muškarci,Foča - FBIH,50
2013,Broj,0-4,Muškarci,Foča - RS,367
2013,Broj,0-4,Muškarci,Fojnica,294
2013,Broj,0-4,Muškarci,Gacko,206
2013,Broj,0-4,Muškarci,Glamoč,77
2013,Broj,0-4,Muškarci,Goražde,513
2013,Broj,0-4,Muškarci,Gornji Vakuf-Uskoplje,559
2013,Broj,0-4,Muškarci,Gračanica,1276
2013,Broj,0-4,Muškarci,Gradačac,1060
2013,Broj,0-4,Muškarci,Gradiška,1044
2013,Broj,0-4,Muškarci,Grude,409
2013,Broj,0-4,Muškarci,Sarajevo - Hadžići,682
2013,Broj,0-4,Muškarci,Han Pijesak,72
2013,Broj,0-4,Muškarci,Sarajevo - Ilidža,2013
2013,Broj,0-4,Muškarci,Sarajevo - Ilijaš,556
2013,Broj,0-4,Muškarci,Istočna Ilidža,342
2013,Broj,0-4,Muškarci,Istočni Mostar,4
2013,Broj,0-4,Muškarci,Istočni Stari Grad,23
2013,Broj,0-4,Muškarci,Istočno Novo Sarajevo,300
2013,Broj,0-4,Muškarci,Jablanica,231
2013,Broj,0-4,Muškarci,Jajce,672
2013,Broj,0-4,Muškarci,Jezero,22
2013,Broj,0-4,Muškarci,Kakanj,1130
2013,Broj,0-4,Muškarci,Kalesija,936
2013,Broj,0-4,Muškarci,Kalinovik,25
2013,Broj,0-4,Muškarci,Kiseljak,531
2013,Broj,0-4,Muškarci,Kladanj,336
2013,Broj,0-4,Muškarci,Ključ,342
2013,Broj,0-4,Muškarci,Kneževo,213
2013,Broj,0-4,Muškarci,Konjic,516
2013,Broj,0-4,Muškarci,Kostajnica,103
2013,Broj,0-4,Muškarci,Kotor Varoš,478
2013,Broj,0-4,Muškarci,Kozarska Dubica,408
2013,Broj,0-4,Muškarci,Kreševo,127
2013,Broj,0-4,Muškarci,Krupa Na Uni,27
2013,Broj,0-4,Muškarci,Kupres - FBIH,86
2013,Broj,0-4,Muškarci,Kupres - RS,6
2013,Broj,0-4,Muškarci,Laktaši,855
2013,Broj,0-4,Muškarci,Livno,686
2013,Broj,0-4,Muškarci,Lopare,255
2013,Broj,0-4,Muškarci,Lukavac,1019
2013,Broj,0-4,Muškarci,Ljubinje,73
2013,Broj,0-4,Muškarci,Ljubuški,683
2013,Broj,0-4,Muškarci,Maglaj,633
2013,Broj,0-4,Muškarci,Milići,247
2013,Broj,0-4,Muškarci,Modriča,514
2013,Broj,0-4,Muškarci,Mostar,2750
2013,Broj,0-4,Muškarci,Mrkonjić Grad,337
2013,Broj,0-4,Muškarci,Neum,105
2013,Broj,0-4,Muškarci,Nevesinje,301
2013,Broj,0-4,Muškarci,Novi Grad,496
2013,Broj,0-4,Muškarci,Sarajevo - Novi Grad,3488
2013,Broj,0-4,Muškarci,Novi Travnik,685
2013,Broj,0-4,Muškarci,Novo Goražde,50
2013,Broj,0-4,Muškarci,Sarajevo - Novo Sarajevo,1645
2013,Broj,0-4,Muškarci,Odžak,344
2013,Broj,0-4,Muškarci,Olovo,224
2013,Broj,0-4,Muškarci,Orašje,369
2013,Broj,0-4,Muškarci,Osmaci,148
2013,Broj,0-4,Muškarci,Oštra Luka,55
2013,Broj,0-4,Muškarci,Pale - FBIH,18
2013,Broj,0-4,Muškarci,Pale - RS,462
2013,Broj,0-4,Muškarci,Pelagićevo,65
2013,Broj,0-4,Muškarci,Petrovac,8
2013,Broj,0-4,Muškarci,Petrovo,146
2013,Broj,0-4,Muškarci,Posušje,642
2013,Broj,0-4,Muškarci,Prijedor,1805
2013,Broj,0-4,Muškarci,Prnjavor,812
2013,Broj,0-4,Muškarci,Prozor,341
2013,Broj,0-4,Muškarci,Ravno,60
2013,Broj,0-4,Muškarci,Ribnik,121
2013,Broj,0-4,Muškarci,Rogatica,252
2013,Broj,0-4,Muškarci,Rudo,153
2013,Broj,0-4,Muškarci,Sanski Most,850
2013,Broj,0-4,Muškarci,Sapna,321
2013,Broj,0-4,Muškarci,Sokolac,264
2013,Broj,0-4,Muškarci,Srbac,412
2013,Broj,0-4,Muškarci,Srebrenica,265
2013,Broj,0-4,Muškarci,Srebrenik,1129
2013,Broj,0-4,Muškarci,Sarajevo - Stari Grad,835
2013,Broj,0-4,Muškarci,Stolac,337
2013,Broj,0-4,Muškarci,Šamac,289
2013,Broj,0-4,Muškarci,Šekovići,130
2013,Broj,0-4,Muškarci,Šipovo,234
2013,Broj,0-4,Muškarci,Široki Brijeg,861
2013,Broj,0-4,Muškarci,Teočak,192
2013,Broj,0-4,Muškarci,Teslić,1048
2013,Broj,0-4,Muškarci,Tešanj,1388
2013,Broj,0-4,Muškarci,Tomislavgrad,755
2013,Broj,0-4,Muškarci,Travnik,1463
2013,Broj,0-4,Muškarci,Trebinje,753
2013,Broj,0-4,Muškarci,Trnovo - FBIH,12
2013,Broj,0-4,Muškarci,Trnovo - RS,30
2013,Broj,0-4,Muškarci,Tuzla,2666
2013,Broj,0-4,Muškarci,Ugljevik,368
2013,Broj,0-4,Muškarci,Usora,121
2013,Broj,0-4,Muškarci,Vareš,128
2013,Broj,0-4,Muškarci,Velika Kladuša,1433
2013,Broj,0-4,Muškarci,Visoko,1178
2013,Broj,0-4,Muškarci,Višegrad,164
2013,Broj,0-4,Muškarci,Vitez,757
2013,Broj,0-4,Muškarci,Vlasenica,268
2013,Broj,0-4,Muškarci,Sarajevo - Vogošća,837
2013,Broj,0-4,Muškarci,Vukosavlje,107
2013,Broj,0-4,Muškarci,Zavidovići,1013
2013,Broj,0-4,Muškarci,Zenica,3104
2013,Broj,0-4,Muškarci,Zvornik,1545
2013,Broj,0-4,Muškarci,Žepče,878
2013,Broj,0-4,Muškarci,Živinice,1778
