Year,UNIT_MEASURE,Пол,Старосна доб,Value
2030,% од укупно,M,28,0.44
2030,% од укупно,M,29,0.45
2030,% од укупно,M,30,0.45
2030,% од укупно,M,31,0.46
2030,% од укупно,M,32,0.51
2030,% од укупно,M,33,0.58
2030,% од укупно,M,34,0.61
2030,% од укупно,M,35,0.61
2030,% од укупно,M,36,0.55
2030,% од укупно,M,37,0.47
2030,% од укупно,M,38,0.55
2030,% од укупно,M,39,0.62
2030,% од укупно,M,40,0.62
2030,% од укупно,M,41,0.62
2030,% од укупно,M,42,0.66
2030,% од укупно,M,43,0.67
2030,% од укупно,M,44,0.66
2030,% од укупно,M,45,0.68
2030,% од укупно,M,46,0.7
2030,% од укупно,M,47,0.7
2030,% од укупно,M,48,0.71
2030,% од укупно,M,49,0.71
2030,% од укупно,M,50,0.71
2030,% од укупно,M,51,0.7
2030,% од укупно,M,52,0.71
2030,% од укупно,M,53,0.71
2030,% од укупно,M,54,0.74
2030,% од укупно,M,55,0.72
2030,% од укупно,M,56,0.71
2030,% од укупно,M,57,0.7
2030,% од укупно,M,58,0.72
2030,% од укупно,M,59,0.72
2030,% од укупно,M,60,0.67
2030,% од укупно,M,61,0.72
2030,% од укупно,M,62,0.72
2030,% од укупно,M,63,0.73
2030,% од укупно,M,64,0.75
2030,% од укупно,M,65,0.76
2030,% од укупно,M,66,0.74
2030,% од укупно,M,67,0.74
2030,% од укупно,M,68,0.74
2030,% од укупно,M,69,0.73
2030,% од укупно,M,70,0.71
2030,% од укупно,M,71,0.68
2030,% од укупно,M,72,0.66
2030,% од укупно,M,73,0.58
2030,% од укупно,M,74,0.59
2030,% од укупно,M,75,0.55
2030,% од укупно,M,76,0.54
2030,% од укупно,M,77,0.47
2030,% од укупно,M,78,0.44
2030,% од укупно,M,79,0.35
2030,% од укупно,M,80,0.34
2030,% од укупно,M,81,0.31
2030,% од укупно,M,82,0.25
2030,% од укупно,M,83,0.23
2030,% од укупно,M,84,0.18
2030,% од укупно,M,85,0.13
2030,% од укупно,M,86,0.11
2030,% од укупно,M,87,0.1
2030,% од укупно,M,88,0.09
2030,% од укупно,M,89,0.09
2030,% од укупно,M,90,0.08
2030,% од укупно,M,91,0.06
2030,% од укупно,M,92,0.05
2030,% од укупно,M,93,0.04
2030,% од укупно,M,94,0.03
2030,% од укупно,M,95,0.02
2030,% од укупно,M,96,0.01
2030,% од укупно,M,97,0.01
2030,% од укупно,M,98,0.01
2030,% од укупно,M,99,0.0
2030,% од укупно,M,100,0.0
2030,% од укупно,M,101,0.0
2030,% од укупно,M,102,0.0
2030,% од укупно,M,103,0.0
2030,% од укупно,M,104,0.0
2030,% од укупно,M,105,0.0
2030,% од укупно,M,106,0.0
2030,% од укупно,M,107,0.0
2030,% од укупно,M,108,0.0
2030,% од укупно,M,109,0.0
2030,% од укупно,M,110,0.0
2030,% од укупно,M,111,0.0
2030,% од укупно,M,112,0.0
2030,% од укупно,M,113,0.0
2030,% од укупно,M,114,0.0
2030,% од укупно,M,115,0.0
2030,% од укупно,M,116,0.0
2030,% од укупно,M,117,0.0
2030,% од укупно,M,118,0.0
2030,% од укупно,M,119,0.0
2030,% од укупно,M,120+,0.0
2035,% од укупно,M,Total,47.47
2035,% од укупно,M,0,0.35
2035,% од укупно,M,1,0.35
2035,% од укупно,M,2,0.36
2035,% од укупно,M,3,0.37
2035,% од укупно,M,4,0.37
2035,% од укупно,M,5,0.38
2035,% од укупно,M,6,0.39
2035,% од укупно,M,7,0.4
2035,% од укупно,M,8,0.41
2035,% од укупно,M,9,0.42
2035,% од укупно,M,10,0.43
2035,% од укупно,M,11,0.44
2035,% од укупно,M,12,0.45
2035,% од укупно,M,13,0.46
2035,% од укупно,M,14,0.47
2035,% од укупно,M,15,0.48
2035,% од укупно,M,16,0.48
2035,% од укупно,M,17,0.47
2035,% од укупно,M,18,0.48
2035,% од укупно,M,19,0.48
2035,% од укупно,M,20,0.46
2035,% од укупно,M,21,0.46
2035,% од укупно,M,22,0.44
2035,% од укупно,M,23,0.48
2035,% од укупно,M,24,0.46
2035,% од укупно,M,25,0.47
2035,% од укупно,M,26,0.47
2035,% од укупно,M,27,0.46
2035,% од укупно,M,28,0.43
2035,% од укупно,M,29,0.42
2035,% од укупно,M,30,0.42
2035,% од укупно,M,31,0.41
2035,% од укупно,M,32,0.42
2035,% од укупно,M,33,0.42
2035,% од укупно,M,34,0.43
2035,% од укупно,M,35,0.44
2035,% од укупно,M,36,0.44
2035,% од укупно,M,37,0.5
2035,% од укупно,M,38,0.56
2035,% од укупно,M,39,0.59
2035,% од укупно,M,40,0.6
2035,% од укупно,M,41,0.54
2035,% од укупно,M,42,0.47
2035,% од укупно,M,43,0.54
2035,% од укупно,M,44,0.62
2035,% од укупно,M,45,0.62
2035,% од укупно,M,46,0.61
2035,% од укупно,M,47,0.66
2035,% од укупно,M,48,0.67
2035,% од укупно,M,49,0.67
2035,% од укупно,M,50,0.69
2035,% од укупно,M,51,0.71
2035,% од укупно,M,52,0.71
2035,% од укупно,M,53,0.72
2035,% од укупно,M,54,0.72
2035,% од укупно,M,55,0.72
2035,% од укупно,M,56,0.72
2035,% од укупно,M,57,0.73
2035,% од укупно,M,58,0.72
2035,% од укупно,M,59,0.76
2035,% од укупно,M,60,0.74
2035,% од укупно,M,61,0.72
2035,% од укупно,M,62,0.72
2035,% од укупно,M,63,0.74
2035,% од укупно,M,64,0.73
2035,% од укупно,M,65,0.68
2035,% од укупно,M,66,0.73
2035,% од укупно,M,67,0.72
2035,% од укупно,M,68,0.73
2035,% од укупно,M,69,0.73
2035,% од укупно,M,70,0.74
2035,% од укупно,M,71,0.71
2035,% од укупно,M,72,0.7
2035,% од укупно,M,73,0.69
2035,% од укупно,M,74,0.67
2035,% од укупно,M,75,0.64
2035,% од укупно,M,76,0.6
2035,% од укупно,M,77,0.57
2035,% од укупно,M,78,0.5
2035,% од укупно,M,79,0.49
2035,% од укупно,M,80,0.45
2035,% од укупно,M,81,0.43
2035,% од укупно,M,82,0.37
2035,% од укупно,M,83,0.33
2035,% од укупно,M,84,0.25
2035,% од укупно,M,85,0.24
2035,% од укупно,M,86,0.21
2035,% од укупно,M,87,0.16
2035,% од укупно,M,88,0.14
2035,% од укупно,M,89,0.11
2035,% од укупно,M,90,0.07
2035,% од укупно,M,91,0.06
2035,% од укупно,M,92,0.05
2035,% од укупно,M,93,0.04
2035,% од укупно,M,94,0.04
2035,% од укупно,M,95,0.03
2035,% од укупно,M,96,0.02
2035,% од укупно,M,97,0.02
2035,% од укупно,M,98,0.01
2035,% од укупно,M,99,0.01
2035,% од укупно,M,100,0.01
2035,% од укупно,M,101,0.0
2035,% од укупно,M,102,0.0
2035,% од укупно,M,103,0.0
2035,% од укупно,M,104,0.0
2035,% од укупно,M,105,0.0
2035,% од укупно,M,106,0.0
2035,% од укупно,M,107,0.0
2035,% од укупно,M,108,0.0
2035,% од укупно,M,109,0.0
2035,% од укупно,M,110,0.0
2035,% од укупно,M,111,0.0
2035,% од укупно,M,112,0.0
2035,% од укупно,M,113,0.0
2035,% од укупно,M,114,0.0
2035,% од укупно,M,115,0.0
2035,% од укупно,M,116,0.0
2035,% од укупно,M,117,0.0
2035,% од укупно,M,118,0.0
2035,% од укупно,M,119,0.0
2035,% од укупно,M,120+,0.0
2040,% од укупно,M,Total,47.02
2040,% од укупно,M,0,0.34
2040,% од укупно,M,1,0.34
2040,% од укупно,M,2,0.34
2040,% од укупно,M,3,0.35
2040,% од укупно,M,4,0.35
2040,% од укупно,M,5,0.36
2040,% од укупно,M,6,0.37
2040,% од укупно,M,7,0.38
2040,% од укупно,M,8,0.38
2040,% од укупно,M,9,0.39
2040,% од укупно,M,10,0.4
2040,% од укупно,M,11,0.41
2040,% од укупно,M,12,0.42
2040,% од укупно,M,13,0.43
2040,% од укупно,M,14,0.44
2040,% од укупно,M,15,0.45
2040,% од укупно,M,16,0.46
2040,% од укупно,M,17,0.47
2040,% од укупно,M,18,0.47
2040,% од укупно,M,19,0.47
2040,% од укупно,M,20,0.47
2040,% од укупно,M,21,0.46
2040,% од укупно,M,22,0.44
2040,% од укупно,M,23,0.44
2040,% од укупно,M,24,0.44
2040,% од укупно,M,25,0.41
2040,% од укупно,M,26,0.41
2040,% од укупно,M,27,0.4
2040,% од укупно,M,28,0.44
2040,% од укупно,M,29,0.43
2040,% од укупно,M,30,0.43
2040,% од укупно,M,31,0.44
2040,% од укупно,M,32,0.43
2040,% од укупно,M,33,0.41
2040,% од укупно,M,34,0.41
2040,% од укупно,M,35,0.41
2040,% од укупно,M,36,0.41
2040,% од укупно,M,37,0.42
2040,% од укупно,M,38,0.41
2040,% од укупно,M,39,0.43
2040,% од укупно,M,40,0.44
2040,% од укупно,M,41,0.44
2040,% од укупно,M,42,0.5
2040,% од укупно,M,43,0.56
2040,% од укупно,M,44,0.59
2040,% од укупно,M,45,0.6
2040,% од укупно,M,46,0.54
2040,% од укупно,M,47,0.47
2040,% од укупно,M,48,0.55
2040,% од укупно,M,49,0.63
2040,% од укупно,M,50,0.63
2040,% од укупно,M,51,0.63
2040,% од укупно,M,52,0.67
2040,% од укупно,M,53,0.68
2040,% од укупно,M,54,0.68
2040,% од укупно,M,55,0.71
2040,% од укупно,M,56,0.73
2040,% од укупно,M,57,0.73
2040,% од укупно,M,58,0.74
2040,% од укупно,M,59,0.74
2040,% од укупно,M,60,0.75
2040,% од укупно,M,61,0.74
2040,% од укупно,M,62,0.75
2040,% од укупно,M,63,0.75
2040,% од укупно,M,64,0.78
2040,% од укупно,M,65,0.76
2040,% од укупно,M,66,0.74
2040,% од укупно,M,67,0.73
2040,% од укупно,M,68,0.74
2040,% од укупно,M,69,0.73
2040,% од укупно,M,70,0.67
2040,% од укупно,M,71,0.72
2040,% од укупно,M,72,0.69
2040,% од укупно,M,73,0.69
2040,% од укупно,M,74,0.69
2040,% од укупно,M,75,0.68
2040,% од укупно,M,76,0.64
2040,% од укупно,M,77,0.63
2040,% од укупно,M,78,0.61
2040,% од укупно,M,79,0.58
2040,% од укупно,M,80,0.54
2040,% од укупно,M,81,0.49
2040,% од укупно,M,82,0.46
2040,% од укупно,M,83,0.39
2040,% од укупно,M,84,0.37
2040,% од укупно,M,85,0.33
2040,% од укупно,M,86,0.3
2040,% од укупно,M,87,0.25
2040,% од укупно,M,88,0.21
2040,% од укупно,M,89,0.15
2040,% од укупно,M,90,0.14
2040,% од укупно,M,91,0.12
2040,% од укупно,M,92,0.08
2040,% од укупно,M,93,0.07
2040,% од укупно,M,94,0.05
2040,% од укупно,M,95,0.03
2040,% од укупно,M,96,0.02
2040,% од укупно,M,97,0.02
2040,% од укупно,M,98,0.01
2040,% од укупно,M,99,0.01
2040,% од укупно,M,100,0.01
2040,% од укупно,M,101,0.01
2040,% од укупно,M,102,0.0
2040,% од укупно,M,103,0.0
2040,% од укупно,M,104,0.0
2040,% од укупно,M,105,0.0
2040,% од укупно,M,106,0.0
2040,% од укупно,M,107,0.0
2040,% од укупно,M,108,0.0
2040,% од укупно,M,109,0.0
2040,% од укупно,M,110,0.0
2040,% од укупно,M,111,0.0
2040,% од укупно,M,112,0.0
2040,% од укупно,M,113,0.0
2040,% од укупно,M,114,0.0
2040,% од укупно,M,115,0.0
2040,% од укупно,M,116,0.0
2040,% од укупно,M,117,0.0
2040,% од укупно,M,118,0.0
2040,% од укупно,M,119,0.0
2040,% од укупно,M,120+,0.0
2045,% од укупно,M,Total,46.6
2045,% од укупно,M,0,0.33
2045,% од укупно,M,1,0.34
2045,% од укупно,M,2,0.34
2045,% од укупно,M,3,0.34
2045,% од укупно,M,4,0.35
2045,% од укупно,M,5,0.35
2045,% од укупно,M,6,0.36
2045,% од укупно,M,7,0.36
2045,% од укупно,M,8,0.37
2045,% од укупно,M,9,0.38
2045,% од укупно,M,10,0.38
2045,% од укупно,M,11,0.39
2045,% од укупно,M,12,0.4
2045,% од укупно,M,13,0.41
2045,% од укупно,M,14,0.42
2045,% од укупно,M,15,0.43
2045,% од укупно,M,16,0.43
2045,% од укупно,M,17,0.44
2045,% од укупно,M,18,0.45
2045,% од укупно,M,19,0.45
2045,% од укупно,M,20,0.45
2045,% од укупно,M,21,0.44
2045,% од укупно,M,22,0.44
2045,% од укупно,M,23,0.43
2045,% од укупно,M,24,0.43
2045,% од укупно,M,25,0.42
2045,% од укупно,M,26,0.42
2045,% од укупно,M,27,0.4
2045,% од укупно,M,28,0.41
2045,% од укупно,M,29,0.4
2045,% од укупно,M,30,0.39
2045,% од укупно,M,31,0.39
2045,% од укупно,M,32,0.38
2045,% од укупно,M,33,0.43
2045,% од укупно,M,34,0.42
2045,% од укупно,M,35,0.43
2045,% од укупно,M,36,0.44
2045,% од укупно,M,37,0.43
2045,% од укупно,M,38,0.41
2045,% од укупно,M,39,0.41
2045,% од укупно,M,40,0.41
2045,% од укупно,M,41,0.41
2045,% од укупно,M,42,0.42
2045,% од укупно,M,43,0.42
2045,% од укупно,M,44,0.44
2045,% од укупно,M,45,0.45
2045,% од укупно,M,46,0.45
2045,% од укупно,M,47,0.51
2045,% од укупно,M,48,0.57
2045,% од укупно,M,49,0.61
2045,% од укупно,M,50,0.62
2045,% од укупно,M,51,0.56
2045,% од укупно,M,52,0.49
2045,% од укупно,M,53,0.57
2045,% од укупно,M,54,0.65
2045,% од укупно,M,55,0.66
2045,% од укупно,M,56,0.65
2045,% од укупно,M,57,0.7
2045,% од укупно,M,58,0.71
2045,% од укупно,M,59,0.71
2045,% од укупно,M,60,0.74
2045,% од укупно,M,61,0.76
2045,% од укупно,M,62,0.76
2045,% од укупно,M,63,0.77
2045,% од укупно,M,64,0.77
2045,% од укупно,M,65,0.77
2045,% од укупно,M,66,0.76
2045,% од укупно,M,67,0.77
2045,% од укупно,M,68,0.76
2045,% од укупно,M,69,0.79
2045,% од укупно,M,70,0.76
2045,% од укупно,M,71,0.73
2045,% од укупно,M,72,0.72
2045,% од укупно,M,73,0.72
2045,% од укупно,M,74,0.7
2045,% од укупно,M,75,0.63
2045,% од укупно,M,76,0.66
2045,% од укупно,M,77,0.63
2045,% од укупно,M,78,0.62
2045,% од укупно,M,79,0.6
2045,% од укупно,M,80,0.59
2045,% од укупно,M,81,0.54
2045,% од укупно,M,82,0.51
2045,% од укупно,M,83,0.49
2045,% од укупно,M,84,0.45
2045,% од укупно,M,85,0.41
2045,% од укупно,M,86,0.36
2045,% од укупно,M,87,0.32
2045,% од укупно,M,88,0.26
2045,% од укупно,M,89,0.24
2045,% од укупно,M,90,0.2
2045,% од укупно,M,91,0.18
2045,% од укупно,M,92,0.14
2045,% од укупно,M,93,0.11
2045,% од укупно,M,94,0.08
2045,% од укупно,M,95,0.06
2045,% од укупно,M,96,0.05
2045,% од укупно,M,97,0.03
2045,% од укупно,M,98,0.02
2045,% од укупно,M,99,0.02
2045,% од укупно,M,100,0.01
2045,% од укупно,M,101,0.01
2045,% од укупно,M,102,0.0
2045,% од укупно,M,103,0.0
2045,% од укупно,M,104,0.0
2045,% од укупно,M,105,0.0
2045,% од укупно,M,106,0.0
2045,% од укупно,M,107,0.0
2045,% од укупно,M,108,0.0
2045,% од укупно,M,109,0.0
2045,% од укупно,M,110,0.0
2045,% од укупно,M,111,0.0
2045,% од укупно,M,112,0.0
2045,% од укупно,M,113,0.0
2045,% од укупно,M,114,0.0
2045,% од укупно,M,115,0.0
2045,% од укупно,M,116,0.0
2045,% од укупно,M,117,0.0
2045,% од укупно,M,118,0.0
2045,% од укупно,M,119,0.0
2045,% од укупно,M,120+,0.0
2050,% од укупно,M,Total,46.18
2050,% од укупно,M,0,0.33
2050,% од укупно,M,1,0.33
2050,% од укупно,M,2,0.33
2050,% од укупно,M,3,0.34
2050,% од укупно,M,4,0.34
2050,% од укупно,M,5,0.35
2050,% од укупно,M,6,0.35
2050,% од укупно,M,7,0.36
2050,% од укупно,M,8,0.36
2050,% од укупно,M,9,0.37
2050,% од укупно,M,10,0.38
2050,% од укупно,M,11,0.38
2050,% од укупно,M,12,0.39
2050,% од укупно,M,13,0.39
2050,% од укупно,M,14,0.4
2050,% од укупно,M,15,0.41
2050,% од укупно,M,16,0.41
2050,% од укупно,M,17,0.42
2050,% од укупно,M,18,0.42
2050,% од укупно,M,19,0.42
2050,% од укупно,M,20,0.42
2050,% од укупно,M,21,0.42
2050,% од укупно,M,22,0.42
2050,% од укупно,M,23,0.41
2050,% од укупно,M,24,0.41
2050,% од укупно,M,25,0.41
2050,% од укупно,M,26,0.4
2050,% од укупно,M,27,0.4
2050,% од укупно,M,28,0.4
2050,% од укупно,M,29,0.4
2050,% од укупно,M,30,0.4
2050,% од укупно,M,31,0.4
2050,% од укупно,M,32,0.39
2050,% од укупно,M,33,0.4
2050,% од укупно,M,34,0.4
2050,% од укупно,M,35,0.38
2050,% од укупно,M,36,0.39
2050,% од укупно,M,37,0.38
2050,% од укупно,M,38,0.43
2050,% од укупно,M,39,0.42
2050,% од укупно,M,40,0.43
2050,% од укупно,M,41,0.44
2050,% од укупно,M,42,0.44
2050,% од укупно,M,43,0.42
2050,% од укупно,M,44,0.42
2050,% од укупно,M,45,0.43
2050,% од укупно,M,46,0.42
2050,% од укупно,M,47,0.44
2050,% од укупно,M,48,0.44
2050,% од укупно,M,49,0.46
2050,% од укупно,M,50,0.47
2050,% од укупно,M,51,0.47
2050,% од укупно,M,52,0.53
2050,% од укупно,M,53,0.59
2050,% од укупно,M,54,0.63
2050,% од укупно,M,55,0.65
2050,% од укупно,M,56,0.59
2050,% од укупно,M,57,0.52
2050,% од укупно,M,58,0.61
2050,% од укупно,M,59,0.68
2050,% од укупно,M,60,0.69
2050,% од укупно,M,61,0.69
2050,% од укупно,M,62,0.74
2050,% од укупно,M,63,0.75
2050,% од укупно,M,64,0.75
2050,% од укупно,M,65,0.77
2050,% од укупно,M,66,0.79
2050,% од укупно,M,67,0.78
2050,% од укупно,M,68,0.8
2050,% од укупно,M,69,0.79
2050,% од укупно,M,70,0.78
2050,% од укупно,M,71,0.77
2050,% од укупно,M,72,0.76
2050,% од укупно,M,73,0.75
2050,% од укупно,M,74,0.76
2050,% од укупно,M,75,0.72
2050,% од укупно,M,76,0.69
2050,% од укупно,M,77,0.66
2050,% од укупно,M,78,0.65
2050,% од укупно,M,79,0.62
2050,% од укупно,M,80,0.56
2050,% од укупно,M,81,0.57
2050,% од укупно,M,82,0.53
2050,% од укупно,M,83,0.51
2050,% од укупно,M,84,0.48
2050,% од укупно,M,85,0.46
2050,% од укупно,M,86,0.41
2050,% од укупно,M,87,0.37
2050,% од укупно,M,88,0.34
2050,% од укупно,M,89,0.3
2050,% од укупно,M,90,0.26
2050,% од укупно,M,91,0.22
2050,% од укупно,M,92,0.19
2050,% од укупно,M,93,0.14
2050,% од укупно,M,94,0.12
2050,% од укупно,M,95,0.1
2050,% од укупно,M,96,0.08
2050,% од укупно,M,97,0.06
2050,% од укупно,M,98,0.04
2050,% од укупно,M,99,0.03
2050,% од укупно,M,100,0.02
2050,% од укупно,M,101,0.01
2050,% од укупно,M,102,0.01
2050,% од укупно,M,103,0.01
2050,% од укупно,M,104,0.0
2050,% од укупно,M,105,0.0
2050,% од укупно,M,106,0.0
2050,% од укупно,M,107,0.0
2050,% од укупно,M,108,0.0
2050,% од укупно,M,109,0.0
2050,% од укупно,M,110,0.0
2050,% од укупно,M,111,0.0
2050,% од укупно,M,112,0.0
2050,% од укупно,M,113,0.0
2050,% од укупно,M,114,0.0
2050,% од укупно,M,115,0.0
2050,% од укупно,M,116,0.0
2050,% од укупно,M,117,0.0
2050,% од укупно,M,118,0.0
2050,% од укупно,M,119,0.0
2050,% од укупно,M,120+,0.0
2055,% од укупно,M,Total,45.78
2055,% од укупно,M,0,0.32
2055,% од укупно,M,1,0.33
2055,% од укупно,M,2,0.33
2055,% од укупно,M,3,0.34
2055,% од укупно,M,4,0.34
2055,% од укупно,M,5,0.34
2055,% од укупно,M,6,0.35
2055,% од укупно,M,7,0.36
2055,% од укупно,M,8,0.36
2055,% од укупно,M,9,0.37
2055,% од укупно,M,10,0.37
2055,% од укупно,M,11,0.38
2055,% од укупно,M,12,0.38
2055,% од укупно,M,13,0.39
2055,% од укупно,M,14,0.4
2055,% од укупно,M,15,0.4
2055,% од укупно,M,16,0.41
2055,% од укупно,M,17,0.41
2055,% од укупно,M,18,0.41
2055,% од укупно,M,19,0.41
2055,% од укупно,M,20,0.41
2055,% од укупно,M,21,0.4
2055,% од укупно,M,22,0.4
2055,% од укупно,M,23,0.39
2055,% од укупно,M,24,0.39
2055,% од укупно,M,25,0.39
2055,% од укупно,M,26,0.39
2055,% од укупно,M,27,0.38
2055,% од укупно,M,28,0.38
2055,% од укупно,M,29,0.38
2055,% од укупно,M,30,0.39
2055,% од укупно,M,31,0.39
2055,% од укупно,M,32,0.39
2055,% од укупно,M,33,0.39
2055,% од укупно,M,34,0.39
2055,% од укупно,M,35,0.4
2055,% од укупно,M,36,0.4
2055,% од укупно,M,37,0.39
2055,% од укупно,M,38,0.4
2055,% од укупно,M,39,0.4
2055,% од укупно,M,40,0.39
2055,% од укупно,M,41,0.4
2055,% од укупно,M,42,0.39
2055,% од укупно,M,43,0.44
2055,% од укупно,M,44,0.43
2055,% од укупно,M,45,0.44
2055,% од укупно,M,46,0.46
2055,% од укупно,M,47,0.45
2055,% од укупно,M,48,0.44
2055,% од укупно,M,49,0.44
2055,% од укупно,M,50,0.45
2055,% од укупно,M,51,0.45
2055,% од укупно,M,52,0.46
2055,% од укупно,M,53,0.46
2055,% од укупно,M,54,0.48
2055,% од укупно,M,55,0.5
2055,% од укупно,M,56,0.5
2055,% од укупно,M,57,0.56
2055,% од укупно,M,58,0.63
2055,% од укупно,M,59,0.67
2055,% од укупно,M,60,0.69
2055,% од укупно,M,61,0.63
2055,% од укупно,M,62,0.55
2055,% од укупно,M,63,0.65
2055,% од укупно,M,64,0.73
2055,% од укупно,M,65,0.73
2055,% од укупно,M,66,0.72
2055,% од укупно,M,67,0.77
2055,% од укупно,M,68,0.78
2055,% од укупно,M,69,0.77
2055,% од укупно,M,70,0.79
2055,% од укупно,M,71,0.8
2055,% од укупно,M,72,0.79
2055,% од укупно,M,73,0.79
2055,% од укупно,M,74,0.77
2055,% од укупно,M,75,0.76
2055,% од укупно,M,76,0.73
2055,% од укупно,M,77,0.72
2055,% од укупно,M,78,0.69
2055,% од укупно,M,79,0.7
2055,% од укупно,M,80,0.65
2055,% од укупно,M,81,0.61
2055,% од укупно,M,82,0.57
2055,% од укупно,M,83,0.55
2055,% од укупно,M,84,0.51
2055,% од укупно,M,85,0.44
2055,% од укупно,M,86,0.44
2055,% од укупно,M,87,0.4
2055,% од укупно,M,88,0.37
2055,% од укупно,M,89,0.34
2055,% од укупно,M,90,0.3
2055,% од укупно,M,91,0.26
2055,% од укупно,M,92,0.23
2055,% од укупно,M,93,0.19
2055,% од укупно,M,94,0.16
2055,% од укупно,M,95,0.13
2055,% од укупно,M,96,0.1
2055,% од укупно,M,97,0.08
2055,% од укупно,M,98,0.06
2055,% од укупно,M,99,0.05
2055,% од укупно,M,100,0.03
2055,% од укупно,M,101,0.02
2055,% од укупно,M,102,0.02
2055,% од укупно,M,103,0.01
2055,% од укупно,M,104,0.01
2055,% од укупно,M,105,0.0
2055,% од укупно,M,106,0.0
2055,% од укупно,M,107,0.0
2055,% од укупно,M,108,0.0
2055,% од укупно,M,109,0.0
2055,% од укупно,M,110,0.0
2055,% од укупно,M,111,0.0
2055,% од укупно,M,112,0.0
2055,% од укупно,M,113,0.0
2055,% од укупно,M,114,0.0
2055,% од укупно,M,115,0.0
2055,% од укупно,M,116,0.0
2055,% од укупно,M,117,0.0
2055,% од укупно,M,118,0.0
2055,% од укупно,M,119,0.0
2055,% од укупно,M,120+,0.0
2060,% од укупно,M,Total,45.38
2060,% од укупно,M,0,0.32
2060,% од укупно,M,1,0.32
2060,% од укупно,M,2,0.33
2060,% од укупно,M,3,0.33
2060,% од укупно,M,4,0.34
2060,% од укупно,M,5,0.34
2060,% од укупно,M,6,0.35
2060,% од укупно,M,7,0.35
2060,% од укупно,M,8,0.36
2060,% од укупно,M,9,0.37
2060,% од укупно,M,10,0.37
2060,% од укупно,M,11,0.38
2060,% од укупно,M,12,0.38
2060,% од укупно,M,13,0.39
2060,% од укупно,M,14,0.39
2060,% од укупно,M,15,0.4
2060,% од укупно,M,16,0.4
2060,% од укупно,M,17,0.41
2060,% од укупно,M,18,0.41
2060,% од укупно,M,19,0.41
2060,% од укупно,M,20,0.4
2060,% од укупно,M,21,0.4
2060,% од укупно,M,22,0.39
2060,% од укупно,M,23,0.38
2060,% од укупно,M,24,0.38
2060,% од укупно,M,25,0.38
2060,% од укупно,M,26,0.37
2060,% од укупно,M,27,0.37
2060,% од укупно,M,28,0.37
2060,% од укупно,M,29,0.37
2060,% од укупно,M,30,0.37
2060,% од укупно,M,31,0.37
2060,% од укупно,M,32,0.37
2060,% од укупно,M,33,0.38
2060,% од укупно,M,34,0.38
2060,% од укупно,M,35,0.38
2060,% од укупно,M,36,0.39
2060,% од укупно,M,37,0.39
2060,% од укупно,M,38,0.4
2060,% од укупно,M,39,0.4
2060,% од укупно,M,40,0.4
2060,% од укупно,M,41,0.41
2060,% од укупно,M,42,0.4
2060,% од укупно,M,43,0.41
2060,% од укупно,M,44,0.42
2060,% од укупно,M,45,0.4
2060,% од укупно,M,46,0.42
2060,% од укупно,M,47,0.41
2060,% од укупно,M,48,0.46
2060,% од укупно,M,49,0.45
2060,% од укупно,M,50,0.46
2060,% од укупно,M,51,0.48
2060,% од укупно,M,52,0.48
2060,% од укупно,M,53,0.46
2060,% од укупно,M,54,0.47
2060,% од укупно,M,55,0.48
2060,% од укупно,M,56,0.48
2060,% од укупно,M,57,0.5
2060,% од укупно,M,58,0.5
2060,% од укупно,M,59,0.52
2060,% од укупно,M,60,0.54
2060,% од укупно,M,61,0.54
2060,% од укупно,M,62,0.6
2060,% од укупно,M,63,0.67
2060,% од укупно,M,64,0.72
2060,% од укупно,M,65,0.73
2060,% од укупно,M,66,0.67
2060,% од укупно,M,67,0.59
2060,% од укупно,M,68,0.68
2060,% од укупно,M,69,0.76
2060,% од укупно,M,70,0.75
2060,% од укупно,M,71,0.74
2060,% од укупно,M,72,0.78
2060,% од укупно,M,73,0.78
2060,% од укупно,M,74,0.77
2060,% од укупно,M,75,0.77
2060,% од укупно,M,76,0.78
2060,% од укупно,M,77,0.75
2060,% од укупно,M,78,0.74
2060,% од укупно,M,79,0.72
2060,% од укупно,M,80,0.69
2060,% од укупно,M,81,0.65
2060,% од укупно,M,82,0.63
2060,% од укупно,M,83,0.59
2060,% од укупно,M,84,0.58
2060,% од укупно,M,85,0.53
2060,% од укупно,M,86,0.48
2060,% од укупно,M,87,0.44
2060,% од укупно,M,88,0.41
2060,% од укупно,M,89,0.37
2060,% од укупно,M,90,0.3
2060,% од укупно,M,91,0.29
2060,% од укупно,M,92,0.25
2060,% од укупно,M,93,0.22
2060,% од укупно,M,94,0.19
2060,% од укупно,M,95,0.16
2060,% од укупно,M,96,0.13
2060,% од укупно,M,97,0.1
2060,% од укупно,M,98,0.08
2060,% од укупно,M,99,0.06
2060,% од укупно,M,100,0.05
2060,% од укупно,M,101,0.03
2060,% од укупно,M,102,0.02
2060,% од укупно,M,103,0.02
2060,% од укупно,M,104,0.01
2060,% од укупно,M,105,0.01
2060,% од укупно,M,106,0.0
2060,% од укупно,M,107,0.0
2060,% од укупно,M,108,0.0
2060,% од укупно,M,109,0.0
2060,% од укупно,M,110,0.0
2060,% од укупно,M,111,0.0
2060,% од укупно,M,112,0.0
2060,% од укупно,M,113,0.0
2060,% од укупно,M,114,0.0
2060,% од укупно,M,115,0.0
2060,% од укупно,M,116,0.0
