Year,Value,UNIT_MEASURE
1999,352,Broj
2000,341,Broj
2001,324,Broj
2002,313,Broj
2003,328,Broj
2004,359,Broj
2005,399,Broj
2006,467,Broj
2007,1037,Broj
2008,1083,Broj
2009,1156,Broj
2010,1209,Broj
2011,1179,Broj
2012,1274,Broj
2013,1350,Broj
2014,1356,Broj
2015,1355,Broj
2016,1377,Broj
2017,1404,Broj
2018,1498,Broj
2019,873,Broj
