Year,Value,UNIT_MEASURE
2007,43.82,Broj
2008,35.76,Broj
2009,47.12,Broj
2010,38.95,Broj
2011,35.14,Broj
2012,41.44,Broj
2013,26.08,Broj
2014,17.67,Broj
2015,45.75,Broj
2016,51.07,Broj
2017,49.6,Broj
