Year,Value,UNIT_MEASURE
1997,1835,Broj
1998,1964,Broj
1999,1995,Broj
2000,1929,Broj
2001,2126,Broj
2002,2272,Broj
2003,1918,Broj
2004,1523,Broj
2005,1763,Broj
2006,1659,Broj
2007,1826,Broj
2008,1369,Broj
2009,1402,Broj
2010,1676,Broj
2011,2309,Broj
2012,2294,Broj
2013,2609,Broj
2014,2686,Broj
2015,2963,Broj
2016,2773,Broj
2017,3022,Broj
2018,3091,Broj
2019,2790,Broj
