Year,Value,UNIT_MEASURE
2005,142,Broj
2006,139,Broj
2007,362,Broj
2008,326,Broj
2009,369,Broj
2010,424,Broj
2011,299,Broj
2012,174,Broj
2013,99,Broj
2014,169,Broj
2015,158,Broj
2016,407,Broj
2017,115,Broj
