Year,Value,UNIT_MEASURE
2008,189.5,Broj
2009,190.0,Broj
2010,157.8,Broj
2011,217.3,Broj
2012,232.3,Broj
2013,235.1,Broj
2014,240.7,Broj
2015,249.3,Broj
2016,254.2,Broj
2017,258.6,Broj
2018,279.6,Broj
