Year,Value,UNIT_MEASURE
1996,21107,Broj
1997,23220,Broj
1998,22398,Broj
1999,22472,Broj
2000,21897,Broj
2001,20302,Broj
2002,20122,Broj
2003,20733,Broj
2004,22252,Broj
2005,21698,Broj
2006,21501,Broj
2007,23494,Broj
2008,22151,Broj
2009,20633,Broj
2010,19541,Broj
2011,19156,Broj
2012,18235,Broj
2013,17623,Broj
2014,18643,Broj
2015,19686,Broj
2016,19265,Broj
2017,19969,Broj
2018,19911,Broj
2019,18952,Broj
