Year,Value,UNIT_MEASURE
2005,3.0,Broj
2007,3.0,Broj
2008,4.0,Broj
2009,5.0,Broj
2010,4.0,Broj
2011,2.0,Broj
2012,4.0,Broj
2013,3.0,Broj
2014,1.0,Broj
2016,3.0,Broj
2017,1.0,Broj
2018,9.0,Broj
2019,10.0,Broj
