Year,Value,UNIT_MEASURE
1971,22.2,Starosna dob
1981,23.0,Starosna dob
2004,24.34,Starosna dob
2005,24.41,Starosna dob
2006,24.51,Starosna dob
2007,24.76,Starosna dob
2008,24.94,Starosna dob
2009,25.25,Starosna dob
2010,25.87,Starosna dob
2011,26.25,Starosna dob
2012,26.45,Starosna dob
2013,26.69,Starosna dob
2014,26.97,Starosna dob
2015,27.17,Starosna dob
2016,26.96,Starosna dob
2017,27.28,Starosna dob
2018,27.4,Starosna dob
2019,27.68,Starosna dob
