Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
all_methods,All methods,Sve metode,all_methods,all_methods,4,1
modern_methods,Modern methods,Savremene metode,modern_methods,modern_methods,4,1
traditional_methods,Traditional methods,Tradicionalne metode,traditional_methods,traditional_methods,4,1
