Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
age_specific_fertility_rates,age_specific_fertility_rates,age_specific_fertility_rates,age_specific_fertility_rates,age_specific_fertility_rates,9,1
total_fertility_rate,total_fertility_rate,total_fertility_rate,total_fertility_rate,total_fertility_rate,1,1
