Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
deaths,Deaths,deaths,deaths,deaths,3,1
live_births,Live births,live_births,live_births,live_births,3,1
natural_increase,Natural increase,natural_increase,natural_increase,natural_increase,3,1
