Year,UNIT_MEASURE,SPOL,AGE,Entitet,Value
2013,Broj,Oba spola,36,Brčko Distrikt BiH,1176
2013,Broj,Oba spola,37,Brčko Distrikt BiH,1239
2013,Broj,Oba spola,38,Brčko Distrikt BiH,1207
2013,Broj,Oba spola,39,Brčko Distrikt BiH,1279
2013,Broj,Oba spola,40,Brčko Distrikt BiH,1256
2013,Broj,Oba spola,41,Brčko Distrikt BiH,1277
2013,Broj,Oba spola,42,Brčko Distrikt BiH,1160
2013,Broj,Oba spola,43,Brčko Distrikt BiH,1204
2013,Broj,Oba spola,44,Brčko Distrikt BiH,1248
2013,Broj,Oba spola,45,Brčko Distrikt BiH,1288
2013,Broj,Oba spola,46,Brčko Distrikt BiH,1301
2013,Broj,Oba spola,47,Brčko Distrikt BiH,1313
2013,Broj,Oba spola,48,Brčko Distrikt BiH,1404
2013,Broj,Oba spola,49,Brčko Distrikt BiH,1267
2013,Broj,Oba spola,50,Brčko Distrikt BiH,1317
2013,Broj,Oba spola,51,Brčko Distrikt BiH,1325
2013,Broj,Oba spola,52,Brčko Distrikt BiH,1362
2013,Broj,Oba spola,53,Brčko Distrikt BiH,1311
2013,Broj,Oba spola,54,Brčko Distrikt BiH,1258
2013,Broj,Oba spola,55,Brčko Distrikt BiH,1199
2013,Broj,Oba spola,56,Brčko Distrikt BiH,1110
2013,Broj,Oba spola,57,Brčko Distrikt BiH,1150
2013,Broj,Oba spola,58,Brčko Distrikt BiH,1167
2013,Broj,Oba spola,59,Brčko Distrikt BiH,1149
2013,Broj,Oba spola,60,Brčko Distrikt BiH,1100
2013,Broj,Oba spola,61,Brčko Distrikt BiH,1073
2013,Broj,Oba spola,62,Brčko Distrikt BiH,983
2013,Broj,Oba spola,63,Brčko Distrikt BiH,1052
2013,Broj,Oba spola,64,Brčko Distrikt BiH,940
2013,Broj,Oba spola,65,Brčko Distrikt BiH,899
2013,Broj,Oba spola,66,Brčko Distrikt BiH,899
2013,Broj,Oba spola,67,Brčko Distrikt BiH,750
2013,Broj,Oba spola,68,Brčko Distrikt BiH,655
2013,Broj,Oba spola,69,Brčko Distrikt BiH,705
2013,Broj,Oba spola,70,Brčko Distrikt BiH,698
2013,Broj,Oba spola,71,Brčko Distrikt BiH,594
2013,Broj,Oba spola,72,Brčko Distrikt BiH,698
2013,Broj,Oba spola,73,Brčko Distrikt BiH,687
2013,Broj,Oba spola,74,Brčko Distrikt BiH,682
2013,Broj,Oba spola,75,Brčko Distrikt BiH,620
2013,Broj,Oba spola,76,Brčko Distrikt BiH,634
2013,Broj,Oba spola,77,Brčko Distrikt BiH,594
2013,Broj,Oba spola,78,Brčko Distrikt BiH,535
2013,Broj,Oba spola,79,Brčko Distrikt BiH,480
2013,Broj,Oba spola,80,Brčko Distrikt BiH,365
2013,Broj,Oba spola,81,Brčko Distrikt BiH,327
2013,Broj,Oba spola,82,Brčko Distrikt BiH,260
2013,Broj,Oba spola,83,Brčko Distrikt BiH,246
2013,Broj,Oba spola,84,Brčko Distrikt BiH,202
2013,Broj,Oba spola,85+,Brčko Distrikt BiH,606
2013,Broj,Oba spola,Unknown,Brčko Distrikt BiH,0
2013,Broj,Oba spola,Total,Brčko Distrikt BiH,83516
2013,Broj,M,0,Brčko Distrikt BiH,436
2013,Broj,M,1,Brčko Distrikt BiH,417
2013,Broj,M,2,Brčko Distrikt BiH,450
2013,Broj,M,3,Brčko Distrikt BiH,412
2013,Broj,M,4,Brčko Distrikt BiH,463
2013,Broj,M,5,Brčko Distrikt BiH,465
2013,Broj,M,6,Brčko Distrikt BiH,471
2013,Broj,M,7,Brčko Distrikt BiH,423
2013,Broj,M,8,Brčko Distrikt BiH,460
2013,Broj,M,9,Brčko Distrikt BiH,416
2013,Broj,M,10,Brčko Distrikt BiH,477
2013,Broj,M,11,Brčko Distrikt BiH,472
2013,Broj,M,12,Brčko Distrikt BiH,489
2013,Broj,M,13,Brčko Distrikt BiH,489
2013,Broj,M,14,Brčko Distrikt BiH,484
2013,Broj,M,15,Brčko Distrikt BiH,560
2013,Broj,M,16,Brčko Distrikt BiH,602
2013,Broj,M,17,Brčko Distrikt BiH,547
2013,Broj,M,18,Brčko Distrikt BiH,523
2013,Broj,M,19,Brčko Distrikt BiH,487
2013,Broj,M,20,Brčko Distrikt BiH,417
2013,Broj,M,21,Brčko Distrikt BiH,533
2013,Broj,M,22,Brčko Distrikt BiH,546
2013,Broj,M,23,Brčko Distrikt BiH,533
2013,Broj,M,24,Brčko Distrikt BiH,499
2013,Broj,M,25,Brčko Distrikt BiH,545
2013,Broj,M,26,Brčko Distrikt BiH,577
2013,Broj,M,27,Brčko Distrikt BiH,550
2013,Broj,M,28,Brčko Distrikt BiH,634
2013,Broj,M,29,Brčko Distrikt BiH,602
2013,Broj,M,30,Brčko Distrikt BiH,626
2013,Broj,M,31,Brčko Distrikt BiH,618
2013,Broj,M,32,Brčko Distrikt BiH,568
2013,Broj,M,33,Brčko Distrikt BiH,575
2013,Broj,M,34,Brčko Distrikt BiH,527
2013,Broj,M,35,Brčko Distrikt BiH,591
2013,Broj,M,36,Brčko Distrikt BiH,610
2013,Broj,M,37,Brčko Distrikt BiH,619
2013,Broj,M,38,Brčko Distrikt BiH,625
2013,Broj,M,39,Brčko Distrikt BiH,680
2013,Broj,M,40,Brčko Distrikt BiH,631
2013,Broj,M,41,Brčko Distrikt BiH,637
2013,Broj,M,42,Brčko Distrikt BiH,572
2013,Broj,M,43,Brčko Distrikt BiH,650
2013,Broj,M,44,Brčko Distrikt BiH,636
2013,Broj,M,45,Brčko Distrikt BiH,708
2013,Broj,M,46,Brčko Distrikt BiH,692
2013,Broj,M,47,Brčko Distrikt BiH,669
2013,Broj,M,48,Brčko Distrikt BiH,717
2013,Broj,M,49,Brčko Distrikt BiH,650
2013,Broj,M,50,Brčko Distrikt BiH,681
2013,Broj,M,51,Brčko Distrikt BiH,685
2013,Broj,M,52,Brčko Distrikt BiH,705
2013,Broj,M,53,Brčko Distrikt BiH,636
2013,Broj,M,54,Brčko Distrikt BiH,618
2013,Broj,M,55,Brčko Distrikt BiH,618
2013,Broj,M,56,Brčko Distrikt BiH,575
2013,Broj,M,57,Brčko Distrikt BiH,558
2013,Broj,M,58,Brčko Distrikt BiH,566
2013,Broj,M,59,Brčko Distrikt BiH,545
2013,Broj,M,60,Brčko Distrikt BiH,504
2013,Broj,M,61,Brčko Distrikt BiH,495
2013,Broj,M,62,Brčko Distrikt BiH,484
2013,Broj,M,63,Brčko Distrikt BiH,484
2013,Broj,M,64,Brčko Distrikt BiH,432
2013,Broj,M,65,Brčko Distrikt BiH,394
2013,Broj,M,66,Brčko Distrikt BiH,405
2013,Broj,M,67,Brčko Distrikt BiH,348
2013,Broj,M,68,Brčko Distrikt BiH,295
2013,Broj,M,69,Brčko Distrikt BiH,304
2013,Broj,M,70,Brčko Distrikt BiH,327
2013,Broj,M,71,Brčko Distrikt BiH,267
2013,Broj,M,72,Brčko Distrikt BiH,297
2013,Broj,M,73,Brčko Distrikt BiH,283
2013,Broj,M,74,Brčko Distrikt BiH,285
2013,Broj,M,75,Brčko Distrikt BiH,241
2013,Broj,M,76,Brčko Distrikt BiH,261
2013,Broj,M,77,Brčko Distrikt BiH,244
2013,Broj,M,78,Brčko Distrikt BiH,215
2013,Broj,M,79,Brčko Distrikt BiH,182
2013,Broj,M,80,Brčko Distrikt BiH,144
2013,Broj,M,81,Brčko Distrikt BiH,131
2013,Broj,M,82,Brčko Distrikt BiH,82
2013,Broj,M,83,Brčko Distrikt BiH,89
2013,Broj,M,84,Brčko Distrikt BiH,67
2013,Broj,M,85+,Brčko Distrikt BiH,223
2013,Broj,M,Unknown,Brčko Distrikt BiH,0
2013,Broj,M,Total,Brčko Distrikt BiH,41250
2013,Broj,Ž,0,Brčko Distrikt BiH,403
2013,Broj,Ž,1,Brčko Distrikt BiH,415
2013,Broj,Ž,2,Brčko Distrikt BiH,405
2013,Broj,Ž,3,Brčko Distrikt BiH,379
2013,Broj,Ž,4,Brčko Distrikt BiH,385
2013,Broj,Ž,5,Brčko Distrikt BiH,386
2013,Broj,Ž,6,Brčko Distrikt BiH,446
2013,Broj,Ž,7,Brčko Distrikt BiH,399
2013,Broj,Ž,8,Brčko Distrikt BiH,405
2013,Broj,Ž,9,Brčko Distrikt BiH,441
2013,Broj,Ž,10,Brčko Distrikt BiH,445
2013,Broj,Ž,11,Brčko Distrikt BiH,404
2013,Broj,Ž,12,Brčko Distrikt BiH,455
2013,Broj,Ž,13,Brčko Distrikt BiH,444
2013,Broj,Ž,14,Brčko Distrikt BiH,445
2013,Broj,Ž,15,Brčko Distrikt BiH,512
2013,Broj,Ž,16,Brčko Distrikt BiH,567
2013,Broj,Ž,17,Brčko Distrikt BiH,566
2013,Broj,Ž,18,Brčko Distrikt BiH,490
2013,Broj,Ž,19,Brčko Distrikt BiH,469
2013,Broj,Ž,20,Brčko Distrikt BiH,409
2013,Broj,Ž,21,Brčko Distrikt BiH,456
2013,Broj,Ž,22,Brčko Distrikt BiH,510
2013,Broj,Ž,23,Brčko Distrikt BiH,514
2013,Broj,Ž,24,Brčko Distrikt BiH,519
2013,Broj,Ž,25,Brčko Distrikt BiH,558
2013,Broj,Ž,26,Brčko Distrikt BiH,536
2013,Broj,Ž,27,Brčko Distrikt BiH,504
2013,Broj,Ž,28,Brčko Distrikt BiH,601
2013,Broj,Ž,29,Brčko Distrikt BiH,622
2013,Broj,Ž,30,Brčko Distrikt BiH,604
2013,Broj,Ž,31,Brčko Distrikt BiH,635
2013,Broj,Ž,32,Brčko Distrikt BiH,586
2013,Broj,Ž,33,Brčko Distrikt BiH,621
2013,Broj,Ž,34,Brčko Distrikt BiH,631
2013,Broj,Ž,35,Brčko Distrikt BiH,614
2013,Broj,Ž,36,Brčko Distrikt BiH,566
2013,Broj,Ž,37,Brčko Distrikt BiH,620
2013,Broj,Ž,38,Brčko Distrikt BiH,582
2013,Broj,Ž,39,Brčko Distrikt BiH,599
2013,Broj,Ž,40,Brčko Distrikt BiH,625
2013,Broj,Ž,41,Brčko Distrikt BiH,640
2013,Broj,Ž,42,Brčko Distrikt BiH,588
2013,Broj,Ž,43,Brčko Distrikt BiH,554
2013,Broj,Ž,44,Brčko Distrikt BiH,612
2013,Broj,Ž,45,Brčko Distrikt BiH,580
2013,Broj,Ž,46,Brčko Distrikt BiH,609
2013,Broj,Ž,47,Brčko Distrikt BiH,644
2013,Broj,Ž,48,Brčko Distrikt BiH,687
2013,Broj,Ž,49,Brčko Distrikt BiH,617
2013,Broj,Ž,50,Brčko Distrikt BiH,636
2013,Broj,Ž,51,Brčko Distrikt BiH,640
2013,Broj,Ž,52,Brčko Distrikt BiH,657
2013,Broj,Ž,53,Brčko Distrikt BiH,675
2013,Broj,Ž,54,Brčko Distrikt BiH,640
2013,Broj,Ž,55,Brčko Distrikt BiH,581
2013,Broj,Ž,56,Brčko Distrikt BiH,535
2013,Broj,Ž,57,Brčko Distrikt BiH,592
2013,Broj,Ž,58,Brčko Distrikt BiH,601
2013,Broj,Ž,59,Brčko Distrikt BiH,604
2013,Broj,Ž,60,Brčko Distrikt BiH,596
2013,Broj,Ž,61,Brčko Distrikt BiH,578
2013,Broj,Ž,62,Brčko Distrikt BiH,499
2013,Broj,Ž,63,Brčko Distrikt BiH,568
2013,Broj,Ž,64,Brčko Distrikt BiH,508
2013,Broj,Ž,65,Brčko Distrikt BiH,505
2013,Broj,Ž,66,Brčko Distrikt BiH,494
2013,Broj,Ž,67,Brčko Distrikt BiH,402
2013,Broj,Ž,68,Brčko Distrikt BiH,360
2013,Broj,Ž,69,Brčko Distrikt BiH,401
2013,Broj,Ž,70,Brčko Distrikt BiH,371
2013,Broj,Ž,71,Brčko Distrikt BiH,327
2013,Broj,Ž,72,Brčko Distrikt BiH,401
2013,Broj,Ž,73,Brčko Distrikt BiH,404
2013,Broj,Ž,74,Brčko Distrikt BiH,397
2013,Broj,Ž,75,Brčko Distrikt BiH,379
2013,Broj,Ž,76,Brčko Distrikt BiH,373
2013,Broj,Ž,77,Brčko Distrikt BiH,350
2013,Broj,Ž,78,Brčko Distrikt BiH,320
2013,Broj,Ž,79,Brčko Distrikt BiH,298
2013,Broj,Ž,80,Brčko Distrikt BiH,221
2013,Broj,Ž,81,Brčko Distrikt BiH,196
2013,Broj,Ž,82,Brčko Distrikt BiH,178
2013,Broj,Ž,83,Brčko Distrikt BiH,157
2013,Broj,Ž,84,Brčko Distrikt BiH,135
2013,Broj,Ž,85+,Brčko Distrikt BiH,383
2013,Broj,Ž,Unknown,Brčko Distrikt BiH,0
2013,Broj,Ž,Total,Brčko Distrikt BiH,42266
