Year,UNIT_MEASURE,Administrativna oblast,Value
2005,Broj,BiH,351.0
2006,Broj,BiH,331.0
2007,Broj,BiH,918.0
2008,Broj,BiH,852.0
2010,Broj,BiH,876.0
2011,Broj,BiH,852.0
2012,Broj,BiH,488.0
2013,Broj,BiH,307.0
2014,Broj,BiH,208.0
2015,Broj,BiH,538.0
2016,Broj,BiH,1023.0
2017,Broj,BiH,556.0
