Year,UNIT_MEASURE,Godine,Spol,Value
2018,% od ukupnog broja,11,Oba spola,1.0
2018,% od ukupnog broja,12,Oba spola,1.0
2018,% od ukupnog broja,13,Oba spola,1.01
2018,% od ukupnog broja,14,Oba spola,1.01
2018,% od ukupnog broja,15,Oba spola,1.04
2018,% od ukupnog broja,16,Oba spola,1.05
2018,% od ukupnog broja,17,Oba spola,1.09
2018,% od ukupnog broja,18,Oba spola,1.12
2018,% od ukupnog broja,19,Oba spola,1.16
2018,% od ukupnog broja,20,Oba spola,1.28
2018,% od ukupnog broja,21,Oba spola,1.42
2018,% od ukupnog broja,22,Oba spola,1.5
2018,% od ukupnog broja,23,Oba spola,1.49
2018,% od ukupnog broja,24,Oba spola,1.27
2018,% od ukupnog broja,25,Oba spola,1.08
2018,% od ukupnog broja,26,Oba spola,1.24
2018,% od ukupnog broja,27,Oba spola,1.39
2018,% od ukupnog broja,28,Oba spola,1.38
2018,% od ukupnog broja,29,Oba spola,1.37
2018,% od ukupnog broja,30,Oba spola,1.43
2018,% od ukupnog broja,31,Oba spola,1.43
2018,% od ukupnog broja,32,Oba spola,1.42
2018,% od ukupnog broja,33,Oba spola,1.45
2018,% od ukupnog broja,34,Oba spola,1.47
2018,% od ukupnog broja,35,Oba spola,1.45
2018,% od ukupnog broja,36,Oba spola,1.47
2018,% od ukupnog broja,37,Oba spola,1.45
2018,% od ukupnog broja,38,Oba spola,1.44
2018,% od ukupnog broja,39,Oba spola,1.42
2018,% od ukupnog broja,40,Oba spola,1.42
2018,% od ukupnog broja,41,Oba spola,1.41
2018,% od ukupnog broja,42,Oba spola,1.47
2018,% od ukupnog broja,43,Oba spola,1.42
2018,% od ukupnog broja,44,Oba spola,1.39
2018,% od ukupnog broja,45,Oba spola,1.37
2018,% od ukupnog broja,46,Oba spola,1.4
2018,% od ukupnog broja,47,Oba spola,1.39
2018,% od ukupnog broja,48,Oba spola,1.29
2018,% od ukupnog broja,49,Oba spola,1.39
2018,% od ukupnog broja,50,Oba spola,1.4
2018,% od ukupnog broja,51,Oba spola,1.43
2018,% od ukupnog broja,52,Oba spola,1.48
2018,% od ukupnog broja,53,Oba spola,1.52
2018,% od ukupnog broja,54,Oba spola,1.48
2018,% od ukupnog broja,55,Oba spola,1.5
2018,% od ukupnog broja,56,Oba spola,1.54
2018,% od ukupnog broja,57,Oba spola,1.54
2018,% od ukupnog broja,58,Oba spola,1.54
2018,% od ukupnog broja,59,Oba spola,1.49
2018,% od ukupnog broja,60,Oba spola,1.5
2018,% od ukupnog broja,61,Oba spola,1.36
2018,% od ukupnog broja,62,Oba spola,1.43
2018,% od ukupnog broja,63,Oba spola,1.39
2018,% od ukupnog broja,64,Oba spola,1.42
2018,% od ukupnog broja,65,Oba spola,1.32
2018,% od ukupnog broja,66,Oba spola,1.32
2018,% od ukupnog broja,67,Oba spola,1.06
2018,% od ukupnog broja,68,Oba spola,1.13
2018,% od ukupnog broja,69,Oba spola,1.09
2018,% od ukupnog broja,70,Oba spola,0.95
2018,% od ukupnog broja,71,Oba spola,0.92
2018,% od ukupnog broja,72,Oba spola,0.82
2018,% od ukupnog broja,73,Oba spola,0.64
2018,% od ukupnog broja,74,Oba spola,0.6
2018,% od ukupnog broja,75,Oba spola,0.6
2018,% od ukupnog broja,76,Oba spola,0.61
2018,% od ukupnog broja,77,Oba spola,0.65
2018,% od ukupnog broja,78,Oba spola,0.68
2018,% od ukupnog broja,79,Oba spola,0.62
2018,% od ukupnog broja,80,Oba spola,0.57
2018,% od ukupnog broja,81,Oba spola,0.51
2018,% od ukupnog broja,82,Oba spola,0.46
2018,% od ukupnog broja,83,Oba spola,0.39
2018,% od ukupnog broja,84,Oba spola,0.33
2018,% od ukupnog broja,85,Oba spola,0.28
2018,% od ukupnog broja,86,Oba spola,0.22
2018,% od ukupnog broja,87,Oba spola,0.17
2018,% od ukupnog broja,88,Oba spola,0.15
2018,% od ukupnog broja,89,Oba spola,0.1
2018,% od ukupnog broja,90,Oba spola,0.09
2018,% od ukupnog broja,91,Oba spola,0.05
2018,% od ukupnog broja,92,Oba spola,0.04
2018,% od ukupnog broja,93,Oba spola,0.03
2018,% od ukupnog broja,94,Oba spola,0.02
2018,% od ukupnog broja,95,Oba spola,0.01
2018,% od ukupnog broja,96,Oba spola,0.01
2018,% od ukupnog broja,97,Oba spola,0.0
2018,% od ukupnog broja,98,Oba spola,0.0
2018,% od ukupnog broja,99,Oba spola,0.0
2018,% od ukupnog broja,100,Oba spola,0.0
2018,% od ukupnog broja,101,Oba spola,0.0
2018,% od ukupnog broja,102,Oba spola,0.0
2018,% od ukupnog broja,103,Oba spola,0.0
2018,% od ukupnog broja,104,Oba spola,0.0
2018,% od ukupnog broja,105,Oba spola,0.0
2018,% od ukupnog broja,106,Oba spola,0.0
2018,% od ukupnog broja,107,Oba spola,0.0
2018,% od ukupnog broja,108,Oba spola,0.0
2018,% od ukupnog broja,109,Oba spola,0.0
2018,% od ukupnog broja,110,Oba spola,0.0
2018,% od ukupnog broja,111,Oba spola,0.0
2018,% od ukupnog broja,112,Oba spola,0.0
2018,% od ukupnog broja,113,Oba spola,0.0
2018,% od ukupnog broja,114,Oba spola,0.0
2018,% od ukupnog broja,115,Oba spola,0.0
2018,% od ukupnog broja,116,Oba spola,0.0
2018,% od ukupnog broja,117,Oba spola,0.0
2018,% od ukupnog broja,118,Oba spola,0.0
2018,% od ukupnog broja,119,Oba spola,0.0
2018,% od ukupnog broja,120+,Oba spola,0.0
2020,Broj,Total,Oba spola,3430316.35
2020,Broj,0,Oba spola,29138.54
2020,Broj,1,Oba spola,29422.49
2020,Broj,2,Oba spola,28693.26
2020,Broj,3,Oba spola,29523.03
2020,Broj,4,Oba spola,29644.24
2020,Broj,5,Oba spola,29319.48
2020,Broj,6,Oba spola,29909.25
2020,Broj,7,Oba spola,30331.25
2020,Broj,8,Oba spola,34170.74
2020,Broj,9,Oba spola,34008.75
2020,Broj,10,Oba spola,35336.98
2020,Broj,11,Oba spola,36352.05
2020,Broj,12,Oba spola,36195.98
2020,Broj,13,Oba spola,34831.93
2020,Broj,14,Oba spola,34691.03
2020,Broj,15,Oba spola,35180.12
2020,Broj,16,Oba spola,35070.36
2020,Broj,17,Oba spola,35642.1
2020,Broj,18,Oba spola,35848.99
2020,Broj,19,Oba spola,36851.54
2020,Broj,20,Oba spola,37499.65
2020,Broj,21,Oba spola,38308.29
2020,Broj,22,Oba spola,42048.0
2020,Broj,23,Oba spola,46588.52
2020,Broj,24,Oba spola,48954.2
2020,Broj,25,Oba spola,48880.69
2020,Broj,26,Oba spola,41889.84
2020,Broj,27,Oba spola,35768.43
2020,Broj,28,Oba spola,41229.58
2020,Broj,29,Oba spola,46442.61
2020,Broj,30,Oba spola,46093.22
2020,Broj,31,Oba spola,45927.93
2020,Broj,32,Oba spola,48243.78
2020,Broj,33,Oba spola,48196.57
2020,Broj,34,Oba spola,48014.76
2020,Broj,35,Oba spola,49044.2
2020,Broj,36,Oba spola,50041.0
2020,Broj,37,Oba spola,49468.84
2020,Broj,38,Oba spola,49918.58
2020,Broj,39,Oba spola,49462.23
2020,Broj,40,Oba spola,49220.68
2020,Broj,41,Oba spola,48516.28
2020,Broj,42,Oba spola,48521.35
2020,Broj,43,Oba spola,48388.8
2020,Broj,44,Oba spola,50349.47
2020,Broj,45,Oba spola,48732.35
2020,Broj,46,Oba spola,47767.52
2020,Broj,47,Oba spola,47246.46
2020,Broj,48,Oba spola,48359.0
2020,Broj,49,Oba spola,47915.54
2020,Broj,50,Oba spola,44529.66
2020,Broj,51,Oba spola,48020.61
2020,Broj,52,Oba spola,48309.5
2020,Broj,53,Oba spola,49413.57
2020,Broj,54,Oba spola,51180.96
2020,Broj,55,Oba spola,52676.37
2020,Broj,56,Oba spola,51209.91
2020,Broj,57,Oba spola,51968.01
2020,Broj,58,Oba spola,53323.49
2020,Broj,59,Oba spola,53268.55
2020,Broj,60,Oba spola,53200.37
2020,Broj,61,Oba spola,51343.56
2020,Broj,62,Oba spola,51780.79
2020,Broj,63,Oba spola,46919.89
2020,Broj,64,Oba spola,49054.59
2020,Broj,65,Oba spola,47592.4
2020,Broj,66,Oba spola,48481.78
2020,Broj,67,Oba spola,44770.8
2020,Broj,68,Oba spola,44676.73
2020,Broj,69,Oba spola,35837.89
2020,Broj,70,Oba spola,37876.39
2020,Broj,71,Oba spola,36500.57
2020,Broj,72,Oba spola,31580.48
2020,Broj,73,Oba spola,30403.39
2020,Broj,74,Oba spola,26785.41
2020,Broj,75,Oba spola,20882.19
2020,Broj,76,Oba spola,19276.57
2020,Broj,77,Oba spola,19001.38
2020,Broj,78,Oba spola,19223.05
2020,Broj,79,Oba spola,20244.03
2020,Broj,80,Oba spola,20894.66
2020,Broj,81,Oba spola,18637.67
2020,Broj,82,Oba spola,16895.16
2020,Broj,83,Oba spola,14983.03
2020,Broj,84,Oba spola,13020.78
2020,Broj,85,Oba spola,11029.02
2020,Broj,86,Oba spola,9151.02
2020,Broj,87,Oba spola,7468.38
2020,Broj,88,Oba spola,5833.43
2020,Broj,89,Oba spola,4279.0
2020,Broj,90,Oba spola,3714.65
2020,Broj,91,Oba spola,2472.01
2020,Broj,92,Oba spola,1976.79
2020,Broj,93,Oba spola,1162.22
2020,Broj,94,Oba spola,792.95
2020,Broj,95,Oba spola,523.34
2020,Broj,96,Oba spola,336.91
2020,Broj,97,Oba spola,212.32
2020,Broj,98,Oba spola,146.45
2020,Broj,99,Oba spola,74.81
2020,Broj,100,Oba spola,54.11
2020,Broj,101,Oba spola,36.9
2020,Broj,102,Oba spola,40.61
2020,Broj,103,Oba spola,22.71
2020,Broj,104,Oba spola,11.06
2020,Broj,105,Oba spola,6.08
2020,Broj,106,Oba spola,3.52
2020,Broj,107,Oba spola,1.81
2020,Broj,108,Oba spola,0.85
2020,Broj,109,Oba spola,0.55
2020,Broj,110,Oba spola,0.24
2020,Broj,111,Oba spola,0.0
2020,Broj,112,Oba spola,0.0
2020,Broj,113,Oba spola,0.0
2020,Broj,114,Oba spola,0.0
2020,Broj,115,Oba spola,0.0
2020,Broj,116,Oba spola,0.0
2020,Broj,117,Oba spola,0.0
2020,Broj,118,Oba spola,0.0
2020,Broj,119,Oba spola,0.0
2020,Broj,120+,Oba spola,0.0
2020,% od ukupnog broja,Total,Oba spola,100.0
2020,% od ukupnog broja,0,Oba spola,0.85
2020,% od ukupnog broja,1,Oba spola,0.86
2020,% od ukupnog broja,2,Oba spola,0.84
2020,% od ukupnog broja,3,Oba spola,0.86
2020,% od ukupnog broja,4,Oba spola,0.86
2020,% od ukupnog broja,5,Oba spola,0.85
2020,% od ukupnog broja,6,Oba spola,0.87
2020,% od ukupnog broja,7,Oba spola,0.88
2020,% od ukupnog broja,8,Oba spola,1.0
2020,% od ukupnog broja,9,Oba spola,0.99
2020,% od ukupnog broja,10,Oba spola,1.03
2020,% od ukupnog broja,11,Oba spola,1.06
2020,% od ukupnog broja,12,Oba spola,1.06
2020,% od ukupnog broja,13,Oba spola,1.02
2020,% od ukupnog broja,14,Oba spola,1.01
2020,% od ukupnog broja,15,Oba spola,1.03
2020,% od ukupnog broja,16,Oba spola,1.02
2020,% od ukupnog broja,17,Oba spola,1.04
2020,% od ukupnog broja,18,Oba spola,1.05
2020,% od ukupnog broja,19,Oba spola,1.07
2020,% od ukupnog broja,20,Oba spola,1.09
2020,% od ukupnog broja,21,Oba spola,1.12
2020,% od ukupnog broja,22,Oba spola,1.23
2020,% od ukupnog broja,23,Oba spola,1.36
2020,% od ukupnog broja,24,Oba spola,1.43
2020,% od ukupnog broja,25,Oba spola,1.42
2020,% od ukupnog broja,26,Oba spola,1.22
2020,% od ukupnog broja,27,Oba spola,1.04
2020,% od ukupnog broja,28,Oba spola,1.2
2020,% od ukupnog broja,29,Oba spola,1.35
2020,% od ukupnog broja,30,Oba spola,1.34
2020,% od ukupnog broja,31,Oba spola,1.34
2020,% od ukupnog broja,32,Oba spola,1.41
2020,% od ukupnog broja,33,Oba spola,1.41
2020,% od ukupnog broja,34,Oba spola,1.4
2020,% od ukupnog broja,35,Oba spola,1.43
2020,% od ukupnog broja,36,Oba spola,1.46
2020,% od ukupnog broja,37,Oba spola,1.44
2020,% od ukupnog broja,38,Oba spola,1.46
2020,% od ukupnog broja,39,Oba spola,1.44
2020,% od ukupnog broja,40,Oba spola,1.43
2020,% od ukupnog broja,41,Oba spola,1.41
2020,% od ukupnog broja,42,Oba spola,1.41
2020,% od ukupnog broja,43,Oba spola,1.41
2020,% od ukupnog broja,44,Oba spola,1.47
2020,% od ukupnog broja,45,Oba spola,1.42
2020,% od ukupnog broja,46,Oba spola,1.39
2020,% od ukupnog broja,47,Oba spola,1.38
2020,% od ukupnog broja,48,Oba spola,1.41
2020,% od ukupnog broja,49,Oba spola,1.4
2020,% od ukupnog broja,50,Oba spola,1.3
2020,% od ukupnog broja,51,Oba spola,1.4
2020,% od ukupnog broja,52,Oba spola,1.41
2020,% od ukupnog broja,53,Oba spola,1.44
2020,% od ukupnog broja,54,Oba spola,1.49
2020,% od ukupnog broja,55,Oba spola,1.54
2020,% od ukupnog broja,56,Oba spola,1.49
2020,% od ukupnog broja,57,Oba spola,1.51
2020,% od ukupnog broja,58,Oba spola,1.55
2020,% od ukupnog broja,59,Oba spola,1.55
2020,% od ukupnog broja,60,Oba spola,1.55
2020,% od ukupnog broja,61,Oba spola,1.5
2020,% od ukupnog broja,62,Oba spola,1.51
2020,% od ukupnog broja,63,Oba spola,1.37
2020,% od ukupnog broja,64,Oba spola,1.43
2020,% od ukupnog broja,65,Oba spola,1.39
2020,% od ukupnog broja,66,Oba spola,1.41
2020,% od ukupnog broja,67,Oba spola,1.31
2020,% od ukupnog broja,68,Oba spola,1.3
2020,% od ukupnog broja,69,Oba spola,1.04
2020,% od ukupnog broja,70,Oba spola,1.1
2020,% od ukupnog broja,71,Oba spola,1.06
2020,% od ukupnog broja,72,Oba spola,0.92
2020,% od ukupnog broja,73,Oba spola,0.89
2020,% od ukupnog broja,74,Oba spola,0.78
2020,% od ukupnog broja,75,Oba spola,0.61
2020,% od ukupnog broja,76,Oba spola,0.56
2020,% od ukupnog broja,77,Oba spola,0.55
2020,% od ukupnog broja,78,Oba spola,0.56
2020,% od ukupnog broja,79,Oba spola,0.59
2020,% od ukupnog broja,80,Oba spola,0.61
2020,% od ukupnog broja,81,Oba spola,0.54
2020,% od ukupnog broja,82,Oba spola,0.49
2020,% od ukupnog broja,83,Oba spola,0.44
2020,% od ukupnog broja,84,Oba spola,0.38
2020,% od ukupnog broja,85,Oba spola,0.32
2020,% od ukupnog broja,86,Oba spola,0.27
2020,% od ukupnog broja,87,Oba spola,0.22
2020,% od ukupnog broja,88,Oba spola,0.17
2020,% od ukupnog broja,89,Oba spola,0.12
2020,% od ukupnog broja,90,Oba spola,0.11
2020,% od ukupnog broja,91,Oba spola,0.07
2020,% od ukupnog broja,92,Oba spola,0.06
2020,% od ukupnog broja,93,Oba spola,0.03
2020,% od ukupnog broja,94,Oba spola,0.02
2020,% od ukupnog broja,95,Oba spola,0.02
2020,% od ukupnog broja,96,Oba spola,0.01
2020,% od ukupnog broja,97,Oba spola,0.01
2020,% od ukupnog broja,98,Oba spola,0.0
2020,% od ukupnog broja,99,Oba spola,0.0
2020,% od ukupnog broja,100,Oba spola,0.0
2020,% od ukupnog broja,101,Oba spola,0.0
2020,% od ukupnog broja,102,Oba spola,0.0
2020,% od ukupnog broja,103,Oba spola,0.0
2020,% od ukupnog broja,104,Oba spola,0.0
2020,% od ukupnog broja,105,Oba spola,0.0
2020,% od ukupnog broja,106,Oba spola,0.0
2020,% od ukupnog broja,107,Oba spola,0.0
2020,% od ukupnog broja,108,Oba spola,0.0
2020,% od ukupnog broja,109,Oba spola,0.0
2020,% od ukupnog broja,110,Oba spola,0.0
2020,% od ukupnog broja,111,Oba spola,0.0
2020,% od ukupnog broja,112,Oba spola,0.0
2020,% od ukupnog broja,113,Oba spola,0.0
2020,% od ukupnog broja,114,Oba spola,0.0
2020,% od ukupnog broja,115,Oba spola,0.0
2020,% od ukupnog broja,116,Oba spola,0.0
2020,% od ukupnog broja,117,Oba spola,0.0
2020,% od ukupnog broja,118,Oba spola,0.0
2020,% od ukupnog broja,119,Oba spola,0.0
2020,% od ukupnog broja,120+,Oba spola,0.0
2025,Broj,Total,Oba spola,3269526.46
2025,Broj,0,Oba spola,25776.21
2025,Broj,1,Oba spola,26165.1
2025,Broj,2,Oba spola,26609.97
2025,Broj,3,Oba spola,27086.24
2025,Broj,4,Oba spola,27576.75
2025,Broj,5,Oba spola,28065.82
2025,Broj,6,Oba spola,28600.71
2025,Broj,7,Oba spola,28074.72
2025,Broj,8,Oba spola,29037.37
2025,Broj,9,Oba spola,29243.57
2025,Broj,10,Oba spola,28969.9
2025,Broj,11,Oba spola,29565.32
2025,Broj,12,Oba spola,29930.73
2025,Broj,13,Oba spola,33674.47
2025,Broj,14,Oba spola,33453.89
2025,Broj,15,Oba spola,34726.93
2025,Broj,16,Oba spola,35623.74
2025,Broj,17,Oba spola,35267.26
2025,Broj,18,Oba spola,33581.28
2025,Broj,19,Oba spola,32928.03
2025,Broj,20,Oba spola,32732.23
2025,Broj,21,Oba spola,31890.61
2025,Broj,22,Oba spola,31793.19
2025,Broj,23,Oba spola,31455.15
2025,Broj,24,Oba spola,32051.07
2025,Broj,25,Oba spola,32467.3
2025,Broj,26,Oba spola,33064.77
2025,Broj,27,Oba spola,36371.09
2025,Broj,28,Oba spola,40479.61
2025,Broj,29,Oba spola,42830.31
2025,Broj,30,Oba spola,43413.2
2025,Broj,31,Oba spola,37644.27
2025,Broj,32,Oba spola,32407.49
2025,Broj,33,Oba spola,37848.11
2025,Broj,34,Oba spola,42833.09
2025,Broj,35,Oba spola,42590.31
2025,Broj,36,Oba spola,42593.29
2025,Broj,37,Oba spola,44969.15
2025,Broj,38,Oba spola,45038.4
2025,Broj,39,Oba spola,45005.13
2025,Broj,40,Oba spola,46115.39
2025,Broj,41,Oba spola,47199.27
2025,Broj,42,Oba spola,46761.78
2025,Broj,43,Oba spola,47339.34
2025,Broj,44,Oba spola,47026.78
2025,Broj,45,Oba spola,46942.29
2025,Broj,46,Oba spola,46383.92
2025,Broj,47,Oba spola,46510.3
2025,Broj,48,Oba spola,46468.18
2025,Broj,49,Oba spola,48492.46
2025,Broj,50,Oba spola,47040.51
2025,Broj,51,Oba spola,46253.43
2025,Broj,52,Oba spola,45847.63
2025,Broj,53,Oba spola,47006.54
2025,Broj,54,Oba spola,46664.14
2025,Broj,55,Oba spola,43430.23
2025,Broj,56,Oba spola,46840.05
2025,Broj,57,Oba spola,47107.92
2025,Broj,58,Oba spola,48159.4
2025,Broj,59,Oba spola,49835.98
2025,Broj,60,Oba spola,51236.54
2025,Broj,61,Oba spola,49779.28
2025,Broj,62,Oba spola,50422.63
2025,Broj,63,Oba spola,51589.22
2025,Broj,64,Oba spola,51362.53
2025,Broj,65,Oba spola,51080.11
2025,Broj,66,Oba spola,49048.68
2025,Broj,67,Oba spola,49122.9
2025,Broj,68,Oba spola,44212.93
2025,Broj,69,Oba spola,45730.54
2025,Broj,70,Oba spola,43895.38
2025,Broj,71,Oba spola,44163.83
2025,Broj,72,Oba spola,40272.67
2025,Broj,73,Oba spola,39625.62
2025,Broj,74,Oba spola,31320.31
2025,Broj,75,Oba spola,32509.77
2025,Broj,76,Oba spola,30739.77
2025,Broj,77,Oba spola,26132.47
2025,Broj,78,Oba spola,24627.44
2025,Broj,79,Oba spola,21234.33
2025,Broj,80,Oba spola,16199.86
2025,Broj,81,Oba spola,14539.85
2025,Broj,82,Oba spola,13860.15
2025,Broj,83,Oba spola,13483.84
2025,Broj,84,Oba spola,13609.77
2025,Broj,85,Oba spola,13419.97
2025,Broj,86,Oba spola,11406.0
2025,Broj,87,Oba spola,9816.39
2025,Broj,88,Oba spola,8225.23
2025,Broj,89,Oba spola,6723.6
2025,Broj,90,Oba spola,5327.65
2025,Broj,91,Oba spola,4114.45
2025,Broj,92,Oba spola,3103.84
2025,Broj,93,Oba spola,2225.65
2025,Broj,94,Oba spola,1486.88
2025,Broj,95,Oba spola,1168.34
2025,Broj,96,Oba spola,700.01
2025,Broj,97,Oba spola,504.68
2025,Broj,98,Oba spola,264.97
2025,Broj,99,Oba spola,161.1
2025,Broj,100,Oba spola,94.27
2025,Broj,101,Oba spola,53.56
2025,Broj,102,Oba spola,29.51
2025,Broj,103,Oba spola,17.5
2025,Broj,104,Oba spola,7.79
2025,Broj,105,Oba spola,4.93
2025,Broj,106,Oba spola,3.02
2025,Broj,107,Oba spola,2.89
2025,Broj,108,Oba spola,1.38
2025,Broj,109,Oba spola,0.57
2025,Broj,110,Oba spola,0.27
2025,Broj,111,Oba spola,0.14
2025,Broj,112,Oba spola,0.06
2025,Broj,113,Oba spola,0.03
2025,Broj,114,Oba spola,0.02
2025,Broj,115,Oba spola,0.0
2025,Broj,116,Oba spola,0.0
2025,Broj,117,Oba spola,0.0
2025,Broj,118,Oba spola,0.0
2025,Broj,119,Oba spola,0.0
2025,Broj,120+,Oba spola,0.0
2025,% od ukupnog broja,Total,Oba spola,100.0
2025,% od ukupnog broja,0,Oba spola,0.79
2025,% od ukupnog broja,1,Oba spola,0.8
2025,% od ukupnog broja,2,Oba spola,0.81
2025,% od ukupnog broja,3,Oba spola,0.83
2025,% od ukupnog broja,4,Oba spola,0.84
2025,% od ukupnog broja,5,Oba spola,0.86
2025,% od ukupnog broja,6,Oba spola,0.87
2025,% od ukupnog broja,7,Oba spola,0.86
2025,% od ukupnog broja,8,Oba spola,0.89
2025,% od ukupnog broja,9,Oba spola,0.89
2025,% od ukupnog broja,10,Oba spola,0.89
2025,% od ukupnog broja,11,Oba spola,0.9
2025,% od ukupnog broja,12,Oba spola,0.92
2025,% od ukupnog broja,13,Oba spola,1.03
2025,% od ukupnog broja,14,Oba spola,1.02
2025,% od ukupnog broja,15,Oba spola,1.06
2025,% od ukupnog broja,16,Oba spola,1.09
2025,% od ukupnog broja,17,Oba spola,1.08
2025,% od ukupnog broja,18,Oba spola,1.03
2025,% od ukupnog broja,19,Oba spola,1.01
2025,% od ukupnog broja,20,Oba spola,1.0
2025,% od ukupnog broja,21,Oba spola,0.98
