Year,Value,UNIT_MEASURE
2002,3.0,Broj
2003,3.0,Broj
2004,3.0,Broj
2005,7.0,Broj
2006,3.0,Broj
2007,4.0,Broj
2008,4.0,Broj
2009,2.0,Broj
2010,6.0,Broj
2011,7.0,Broj
2012,4.0,Broj
2013,7.0,Broj
2014,8.0,Broj
2015,6.0,Broj
2016,7.0,Broj
2017,3.0,Broj
2018,12.0,Broj
2019,4.0,Broj
