Year,Value,UNIT_MEASURE
2003,0.34,Broj
2004,0.43,Broj
2005,0.47,Broj
2006,0.52,Broj
2007,0.17,Broj
2008,0.3,Broj
2009,0.17,Broj
2010,0.13,Broj
2011,0.86,Broj
2012,0.73,Broj
2013,0.68,Broj
2014,0.64,Broj
2015,0.43,Broj
2016,0.73,Broj
2017,0.32,Broj
2018,0.87,Broj
2019,0.96,Broj
