Year,Value,UNIT_MEASURE
2020,10.9,Broj na 1.000 stanovnika
2025,11.9,Broj na 1.000 stanovnika
2030,13.0,Broj na 1.000 stanovnika
2035,14.4,Broj na 1.000 stanovnika
2040,15.9,Broj na 1.000 stanovnika
2045,17.4,Broj na 1.000 stanovnika
2050,18.6,Broj na 1.000 stanovnika
2055,19.7,Broj na 1.000 stanovnika
2060,20.5,Broj na 1.000 stanovnika
2065,21.3,Broj na 1.000 stanovnika
2070,22.0,Broj na 1.000 stanovnika
