Year,Value,UNIT_MEASURE
1999,5470,Broj
2000,4697,Broj
2001,4565,Broj
2002,3985,Broj
2003,3881,Broj
2004,3652,Broj
2005,3804,Broj
2007,12674,Broj
2008,12546,Broj
2009,12795,Broj
2010,12967,Broj
2011,13001,Broj
2012,13107,Broj
2013,12748,Broj
2014,12989,Broj
2015,12965,Broj
2016,12937,Broj
2017,12756,Broj
2018,13078,Broj
2019,7872,Broj
