Year,Value,UNIT_MEASURE
1996,3645,Broj
1997,3738,Broj
1998,3653,Broj
1999,3725,Broj
2000,3781,Broj
2001,3798,Broj
2002,3828,Broj
2003,3832,Broj
2004,3842,Broj
2005,3843,Broj
2006,3843,Broj
2007,3842,Broj
2008,3842,Broj
2009,3843,Broj
2010,3843,Broj
2011,3840,Broj
2012,3836,Broj
2013,3531,Broj
2014,3526,Broj
2015,3518,Broj
2016,3511,Broj
2017,3504,Broj
2018,3496,Broj
2019,3491,Broj
