Year,Value,UNIT_MEASURE
2007,4656.72,Broj
2008,4654.39,Broj
2009,4416.16,Broj
2010,4219.6,Broj
2011,4531.53,Broj
2012,3943.13,Broj
2013,3514.59,Broj
2014,3482.45,Broj
2015,3468.57,Broj
2016,3263.66,Broj
2017,2994.82,Broj
2018,2752.17,Broj
2019,2508.7,Broj
