Year,Value,UNIT_MEASURE
1999,1754,Broj
2000,1716,Broj
2001,1731,Broj
2002,1786,Broj
2003,1802,Broj
2004,1838,Broj
2005,5540,Broj
2006,5684,Broj
2007,5967,Broj
2008,6165,Broj
2009,6369,Broj
2010,6540,Broj
2011,6729,Broj
2012,6874,Broj
2013,7068,Broj
2014,7272,Broj
2015,7255,Broj
2016,7285,Broj
2017,7330,Broj
2018,7653,Broj
2019,5092,Broj
