Year,Value,UNIT_MEASURE
2020,8.6,Broj na 1.000 stanovnika
2025,7.9,Broj na 1.000 stanovnika
2030,7.3,Broj na 1.000 stanovnika
2035,6.6,Broj na 1.000 stanovnika
2040,6.6,Broj na 1.000 stanovnika
2045,6.5,Broj na 1.000 stanovnika
2050,6.4,Broj na 1.000 stanovnika
2055,6.3,Broj na 1.000 stanovnika
2060,6.2,Broj na 1.000 stanovnika
2065,6.1,Broj na 1.000 stanovnika
2070,6.1,Broj na 1.000 stanovnika
