Year,Value,UNIT_MEASURE
1997,5.0,Broj
1998,19.0,Broj
1999,6.0,Broj
2001,5.0,Broj
2002,4.0,Broj
2003,12.0,Broj
2004,11.0,Broj
2005,11.0,Broj
2006,17.0,Broj
2007,5.0,Broj
2008,7.0,Broj
2009,8.0,Broj
2010,7.0,Broj
2011,25.0,Broj
2012,25.0,Broj
2013,24.0,Broj
2014,17.0,Broj
2015,12.0,Broj
2016,23.0,Broj
2017,12.0,Broj
2018,24.0,Broj
2019,21.0,Broj
