Year,Value,UNIT_MEASURE
2005,421,Broj
2006,409,Broj
2007,797,Broj
2008,1235,Broj
2009,1226,Broj
2010,1226,Broj
2011,1224,Broj
2012,1244,Broj
2013,1132,Broj
2014,1116,Broj
2015,1088,Broj
2016,1075,Broj
2017,1050,Broj
2018,1063,Broj
2019,701,Broj
