Year,Value,UNIT_MEASURE
2007,14.97,Broj
2008,11.02,Broj
2009,14.89,Broj
2010,12.65,Broj
2011,10.31,Broj
2012,14.78,Broj
2013,8.41,Broj
2014,14.36,Broj
2015,13.44,Broj
2016,19.13,Broj
2017,10.26,Broj
