Year,Value,UNIT_MEASURE
2002,10.0,Broj
2003,5.0,Broj
2004,18.0,Broj
2005,18.0,Broj
2006,15.0,Broj
2007,22.0,Broj
2008,15.0,Broj
2009,10.0,Broj
2010,22.0,Broj
2011,30.0,Broj
2012,18.0,Broj
2013,14.0,Broj
2014,21.0,Broj
2015,12.0,Broj
2016,16.0,Broj
2017,20.0,Broj
2018,17.0,Broj
2019,42.0,Broj
