Year,Value,UNIT_MEASURE
1996,21107,Број
1997,23220,Број
1998,22398,Број
1999,22472,Број
2000,21897,Број
2001,20302,Број
2002,20766,Број
2003,20733,Број
2004,22252,Број
2005,21698,Број
2006,21501,Број
2007,23494,Број
2008,22151,Број
2009,20633,Број
2010,19541,Број
2011,19156,Број
2012,18235,Број
2013,17623,Број
2014,18643,Број
2015,19686,Број
2016,19265,Број
2017,19969,Број
2018,19911,Број
2019,18952,Број
