Year,Value,UNIT_MEASURE
2020,10.9,Број на 1.000 становника
2025,11.9,Број на 1.000 становника
2030,13.0,Број на 1.000 становника
2035,14.4,Број на 1.000 становника
2040,15.9,Број на 1.000 становника
2045,17.4,Број на 1.000 становника
2050,18.6,Број на 1.000 становника
2055,19.7,Број на 1.000 становника
2060,20.5,Број на 1.000 становника
2065,21.3,Број на 1.000 становника
2070,22.0,Број на 1.000 становника
