Year,Value,UNIT_MEASURE
1996,3645,Број
1997,3738,Број
1998,3653,Број
1999,3725,Број
2000,3781,Број
2001,3798,Број
2002,3828,Број
2003,3832,Број
2004,3842,Број
2005,3843,Број
2006,3843,Број
2007,3842,Број
2008,3842,Број
2009,3843,Број
2010,3843,Број
2011,3840,Број
2012,3836,Број
2013,3531,Број
2014,3526,Број
2015,3518,Број
2016,3511,Број
2017,3504,Број
2018,3496,Број
2019,3491,Број
