Year,Value,UNIT_MEASURE
2005,142,Број
2006,139,Број
2007,362,Број
2008,326,Број
2009,369,Број
2010,424,Број
2011,299,Број
2012,174,Број
2013,99,Број
2014,169,Број
2015,158,Број
2016,407,Број
2017,115,Број
