Year,Value,UNIT_MEASURE
2007,4656.72,Број
2008,4654.39,Број
2009,4416.16,Број
2010,4219.6,Број
2011,4531.53,Број
2012,3943.13,Број
2013,3514.59,Број
2014,3482.45,Број
2015,3468.57,Број
2016,3263.66,Број
2017,2994.82,Број
2018,2752.17,Број
2019,2508.7,Број
