Year,Value,UNIT_MEASURE
1997,5.0,Број
1998,19.0,Број
1999,6.0,Број
2001,5.0,Број
2002,4.0,Број
2003,12.0,Број
2004,11.0,Број
2005,11.0,Број
2006,17.0,Број
2007,5.0,Број
2008,7.0,Број
2009,8.0,Број
2010,7.0,Број
2011,25.0,Број
2012,25.0,Број
2013,24.0,Број
2014,17.0,Број
2015,12.0,Број
2016,23.0,Број
2017,12.0,Број
2018,24.0,Број
2019,21.0,Број
