Year,Value,UNIT_MEASURE
2007,43.82,Број
2008,35.76,Број
2009,47.12,Број
2010,38.95,Број
2011,35.14,Број
2012,41.44,Број
2013,26.08,Број
2014,17.67,Број
2015,45.75,Број
2016,51.07,Број
2017,49.6,Број
