Year,Value,UNIT_MEASURE
2003,0.34,Број
2004,0.43,Број
2005,0.47,Број
2006,0.52,Број
2007,0.17,Број
2008,0.3,Број
2009,0.17,Број
2010,0.13,Број
2011,0.86,Број
2012,0.73,Број
2013,0.68,Број
2014,0.64,Број
2015,0.43,Број
2016,0.73,Број
2017,0.32,Број
2018,0.87,Број
2019,0.96,Број
