Year,Value,UNIT_MEASURE
1999,1754,Број
2000,1716,Број
2001,1731,Број
2002,1786,Број
2003,1802,Број
2004,1838,Број
2005,5540,Број
2006,5684,Број
2007,5967,Број
2008,6165,Број
2009,6369,Број
2010,6540,Број
2011,6729,Број
2012,6874,Број
2013,7068,Број
2014,7272,Број
2015,7255,Број
2016,7285,Број
2017,7330,Број
2018,7653,Број
2019,5092,Број
