Year,Value,UNIT_MEASURE
1971,22.2,Старосна доб
1981,23.0,Старосна доб
2004,24.34,Старосна доб
2005,24.41,Старосна доб
2006,24.51,Старосна доб
2007,24.76,Старосна доб
2008,24.94,Старосна доб
2009,25.25,Старосна доб
2010,25.87,Старосна доб
2011,26.25,Старосна доб
2012,26.45,Старосна доб
2013,26.69,Старосна доб
2014,26.97,Старосна доб
2015,27.17,Старосна доб
2016,26.96,Старосна доб
2017,27.28,Старосна доб
2018,27.4,Старосна доб
2019,27.68,Старосна доб
