Year,Value,UNIT_MEASURE
1997,1835,Број
1998,1964,Број
1999,1995,Број
2000,1929,Број
2001,2126,Број
2002,2272,Број
2003,1918,Број
2004,1523,Број
2005,1763,Број
2006,1659,Број
2007,1826,Број
2008,1369,Број
2009,1402,Број
2010,1676,Број
2011,2309,Број
2012,2294,Број
2013,2609,Број
2014,2686,Број
2015,2963,Број
2016,2773,Број
2017,3022,Број
2018,3091,Број
2019,2790,Број
