Year,Value,UNIT_MEASURE
2007,14.97,Број
2008,11.02,Број
2009,14.89,Број
2010,12.65,Број
2011,10.31,Број
2012,14.78,Број
2013,8.41,Број
2014,14.36,Број
2015,13.44,Број
2016,19.13,Број
2017,10.26,Број
