Year,Value,UNIT_MEASURE
2005,421,Број
2006,409,Број
2007,797,Број
2008,1235,Број
2009,1226,Број
2010,1226,Број
2011,1224,Број
2012,1244,Број
2013,1132,Број
2014,1116,Број
2015,1088,Број
2016,1075,Број
2017,1050,Број
2018,1063,Број
2019,701,Број
