Year,Value,UNIT_MEASURE
2007,351,Број
2008,348,Број
2009,361,Број
2010,368,Број
2011,368,Број
2012,366,Број
2013,350,Број
2014,358,Број
2015,357,Број
2016,377,Број
2017,373,Број
2018,362,Број
2019,359,Број
